Omega_over_gamma,Delta_over_gamma,k,alpha_over_gamma,max_ratio_absG_over_abslam,y_at_max_ratio,min_abs_Fk_on_boundary,y_at_min_abs_Fk
0.25,0.21000000000000002,6,0.12728125562848666,14.462194089353876,0.0,0.5136018740840629,1.175
0.25,0.21000000000000002,7,0.12728125562848666,17.186037374609956,0.0,0.5890162535469522,1.4000000000000001
0.25,0.21000000000000002,8,0.12728125562848666,19.666420830950827,0.0,0.6648142956250963,1.625
0.25,0.21000000000000002,9,0.12728125562848666,21.92980872135876,0.0,0.7395111707392937,1.85
0.25,0.21000000000000002,10,0.12728125562848666,24.019615622294612,0.0,0.8125532650810308,2.075
0.25,0.21000000000000002,11,0.12728125562848666,25.980207362280243,0.0,0.8838646890610283,2.3000000000000003
0.25,0.21000000000000002,12,0.12728125562848666,27.850107607475813,0.0,0.9535777180087148,2.5250000000000004
0.25,0.22000000000000003,3,0.12379753095274437,5.518648521297856,0.0,0.31362916108470396,0.55
0.25,0.22000000000000003,4,0.12379753095274437,8.559541872822797,0.0,0.37820415019717935,0.775
0.25,0.22000000000000003,5,0.12379753095274437,11.716392437991992,0.0,0.44727927625599284,0.9750000000000001
0.25,0.22000000000000003,6,0.12379753095274437,14.763509500481614,0.0,0.5209154603322447,1.175
0.25,0.22000000000000003,7,0.12379753095274437,17.586024486058218,0.0,0.5964049956145623,1.4000000000000001
0.25,0.22000000000000003,8,0.12379753095274437,20.157825284455637,0.0,0.6723735153807865,1.625
0.25,0.22000000000000003,9,0.12379753095274437,22.503062094592334,0.0,0.7472756851379111,1.85
0.25,0.22000000000000003,10,0.12379753095274437,24.665503095026835,0.0,0.8205236569143606,2.075
0.25,0.22000000000000003,11,0.12379753095274437,26.691027992699027,0.0,0.8920263485455624,2.3000000000000003
0.25,0.22000000000000003,12,0.12379753095274437,28.619938067849176,0.0,0.9619117228383497,2.5250000000000004
0.25,0.22999999999999998,3,0.12043964185884247,5.566395949884977,0.0,0.32127113218257813,0.5750000000000001
0.25,0.22999999999999998,4,0.12043964185884247,8.672401131318887,0.0,0.3856595051995663,0.775
0.25,0.22999999999999998,5,0.12043964185884247,11.91879910677483,0.0,0.45452145857318016,0.9750000000000001
0.25,0.22999999999999998,6,0.12043964185884247,15.067423833202243,0.0,0.5280837293387998,1.175
0.25,0.22999999999999998,7,0.12043964185884247,17.991506233691407,0.0,0.603639306357686,1.4000000000000001
0.25,0.22999999999999998,8,0.12043964185884247,20.65767529067277,0.0,0.6797753641364596,1.625
0.25,0.22999999999999998,9,0.12043964185884247,23.087413746307693,0.0,0.7548827039521999,1.85
0.25,0.22999999999999998,10,0.12043964185884247,25.324710431182226,0.0,0.8283372385799145,2.075
0.25,0.22999999999999998,11,0.12043964185884247,27.41696514847161,0.0,0.9000317045378904,2.3000000000000003
0.25,0.22999999999999998,12,0.12043964185884247,29.406325109044253,0.0,0.9700893853736994,2.5250000000000004
0.25,0.24,3,0.1172015802246232,5.613275790143274,0.0,0.32878263522981216,0.5750000000000001
0.25,0.24,4,0.1172015802246232,8.784340305199644,0.0,0.39302505236235236,0.775
0.25,0.24,5,0.1172015802246232,12.121374701362933,0.0,0.4616472043947821,0.9750000000000001
0.25,0.24,6,0.1172015802246232,15.373778022385462,0.0,0.535116267589317,1.175
0.25,0.24,7,0.1172015802246232,18.40237919710131,0.0,0.6107284490126487,1.4000000000000001
0.25,0.24,8,0.1172015802246232,21.165963488445577,0.0,0.6870290156747154,1.625
0.25,0.24,9,0.1172015802246232,23.68296239161504,0.0,0.7623414952122951,1.85
0.25,0.24,10,0.1172015802246232,25.997432161270527,0.0,0.8360034781721359,2.075
0.25,0.24,11,0.1172015802246232,28.158290400356442,0.0,0.9078904701778509,2.3000000000000003
0.25,0.24,12,0.1172015802246232,30.20959769979507,0.0,0.9781206711561745,2.5250000000000004
0.25,0.25,3,0.11407774682698077,5.659264491030053,0.0,0.3362231794839515,0.5750000000000001
0.25,0.25,4,0.11407774682698077,8.895271987584124,0.0,0.400309711466938,0.775
0.25,0.25,5,0.11407774682698077,12.323965430370619,0.0,0.46866564828782403,0.9750000000000001
0.25,0.25,6,0.11407774682698077,15.682402924005341,0.0,0.5420219403181549,1.175
