side,Omega_center,Delta_center,box_status,passed,sigma_minus_diff,alpha_center,y_center,sigma_center,worst_sigma,max_diff
2,0.26516,0.0826571101090684,certified_box,True,0.021936220274406667,0.2807851492578331,0.5965,0.022765109038485023,0.02276279722192426,0.0008288887640783566
1,0.265165,0.0827294908103719,certified_box,True,0.022290455814893622,0.2801620805808828,0.5965,0.02329439852788873,0.022822317086479988,0.001003942712995107
2,0.265165,0.0826694908103719,certified_box,True,0.021936220548177843,0.2807881538086551,0.5965,0.022765109295487036,0.022762785055438384,0.0008288887473091935
1,0.26517,0.0827418693580851,certified_box,True,0.022290194679676557,0.2801660149077883,0.5965,0.023293624666712576,0.02282227638858415,0.0010034299870360184
2,0.26517,0.0826818693580851,certified_box,True,0.02193622745585897,0.2807911581452755,0.5965,0.02276511618639848,0.022762779523853603,0.0008288887305395062
1,0.265175,0.0827542457522079,certified_box,True,0.022289940284889474,0.2801699461850333,0.5965,0.023292859678943654,0.022822242346185545,0.001002919394054178
2,0.265175,0.0826942457522079,certified_box,True,0.021936240997303687,0.2807941622675125,0.5965,0.022765129711072873,0.022762780627033883,0.0008288887137691873
1,0.2651799999999999,0.082766619993858,certified_box,True,0.022289692633474384,0.2801738744230537,0.5965,0.02329210355621476,0.022822214960799017,0.0010024109227403763
2,0.2651799999999999,0.082706619993858,certified_box,True,0.02193626117226294,0.2807971661754106,0.5965,0.022765149869261474,0.022762770720358157,0.0008288886969985357
1,0.265185,0.082778992084153,certified_box,True,0.022289451728356474,0.2801777996322071,0.5965,0.023291356290215635,0.022822194233937016,0.0010019045618591598
2,0.265185,0.082718992084153,certified_box,True,0.021936287980480272,0.28080016986901735,0.5965,0.022765176660707535,0.02276274039195223,0.0008288886802272635
1,0.26519,0.0827913620242104,certified_box,True,0.02228921757244405,0.28018172182274614,0.5965,0.023290617872714418,0.022822180167098624,0.0010014003002703656
2,0.26519,0.0827313620242104,certified_box,True,0.021936321421694764,0.28080317334837673,0.5965,0.022765210085150225,0.02276271669870549,0.0008288886634554603
1,0.265195,0.0828037298151478,certified_box,True,0.02228899016862217,0.2801856410048922,0.5965,0.023289888295497056,0.022822149970072675,0.001000898126874886
2,0.265195,0.0827437298151478,certified_box,True,0.021936361495639187,0.2808061766135358,0.5965,0.022765250142322394,0.022762699640400272,0.0008288886466832072
1,0.2652,0.082816095457524,certified_box,True,0.022288769509887774,0.2801895571999068,0.5965,0.023289167541048324,0.022822104632198272,0.001000398031160548
2,0.2652,0.082756095457524,certified_box,True,0.021936408202087976,0.28080917966442787,0.5965,0.02276529683199847,0.022762689216861608,0.0008288886299104967
