Omega_lo,Omega_hi,Delta_lo,Delta_hi,alpha_upper_gap3,sigma_center_min,y_at_min,pert_bound,k4_gt_k3_margin,passed
0.2900000000000001,0.3000000000000001,0.09000000000000001,0.1,0.31752786871764926,0.03733346330852399,-0.9131230749466361,0.056909686573085566,-0.019576223264561578,False
0.2900000000000001,0.3000000000000001,0.1,0.11000000000000001,0.3185717130188681,0.03709322286878091,0.9134373747006421,0.056915506938900684,-0.019822284070119774,False
0.2900000000000001,0.3000000000000001,0.11000000000000001,0.12000000000000001,0.31972343873000203,0.03682578350742452,-0.9137814837257316,0.056921879328254626,-0.020096095820830107,False
0.3000000000000001,0.3100000000000001,0.05,0.060000000000000005,0.31826374009337177,0.03989075480337956,0.9468958760074955,0.05690885492870555,-0.017018100125325994,False
0.3000000000000001,0.3100000000000001,0.060000000000000005,0.07,0.3188421524394953,0.03977584578860692,0.9470976718374935,0.056912458425669485,-0.017136612637062565,False
0.3000000000000001,0.3100000000000001,0.07,0.08000000000000002,0.319525036385142,0.03963517289086023,-0.9473304597657553,0.05691661535295989,-0.017281442462099658,False
0.3000000000000001,0.3100000000000001,0.08000000000000002,0.09000000000000001,0.32031202556789173,0.039468950743229377,-0.9475942169515399,0.05692132530270563,-0.017452374559476257,False
0.3000000000000001,0.3100000000000001,0.09000000000000001,0.1,0.32120268243617034,0.03927743898224622,-0.9478889175425582,0.05692658781326007,-0.01764914883101385,False
0.3000000000000001,0.3100000000000001,0.1,0.11000000000000001,0.32219649186932603,0.03906094589560098,-0.9482145326876203,0.056932402369421986,-0.017871456473821004,False
0.3000000000000001,0.3100000000000001,0.11000000000000001,0.12000000000000001,0.32329285394648144,0.03881983261170431,0.948571030550692,0.05693876840269049,-0.018118935790986182,False
0.3100000000000001,0.3200000000000001,0.05,0.060000000000000005,0.3221531319633598,0.041765521796893294,0.9817260310290248,0.05692631087981058,-0.015160789082917285,False
0.3100000000000001,0.3200000000000001,0.060000000000000005,0.07,0.3227066206132019,0.04166101003066635,0.9819348183560859,0.05692991066131191,-0.015268900630645559,False
0.3100000000000001,0.3200000000000001,0.07,0.08000000000000002,0.3233600173278296,0.04153294197782901,-0.982175671659606,0.05693406330447637,-0.015401121326647359,False
0.3100000000000001,0.3200000000000001,0.08000000000000002,0.09000000000000001,0.32411294368805815,0.041381534273776666,-0.982448567356073,0.05693876840269049,-0.015557234128913827,False
0.3100000000000001,0.3200000000000001,0.09000000000000001,0.1,0.3249649512755023,0.041207044496876545,0.9827534787524286,0.05694402549573138,-0.015736980998854837,False
0.3100000000000001,0.3200000000000001,0.1,0.11000000000000001,0.3259155166230062,0.04100977332738838,-0.9830903760590903,0.05694983406998411,-0.015940060742595727,False
0.3100000000000001,0.3200000000000001,0.11000000000000001,0.12000000000000001,0.32696403550320224,0.0407900670286326,-0.9834592264044311,0.05695619355869749,-0.01616612653006489,False
