k,Omega_lo,Omega_hi,Delta_lo,Delta_hi,alpha_upper_lowrank,Yim_bound,outside_pad,Yscan,sigma_center_min,sigma_scan_lower,sigma_outside_lower,sigma_global_lower,param_pert,higher_rank_margin,passed
121,0.2,0.21000000000000002,0.05,0.060000000000000005,0.09713408547991176,26.426798898088315,1.2600000000000007,27.686798898088316,1.4165903694542408,1.366614198158052,1.2600000000000007,1.2600000000000007,1.2100000000000006,0.050000000000000044,True
121,0.2,0.21000000000000002,0.060000000000000005,0.07,0.09615995812703479,26.784491781626173,1.2600000000000007,28.044491781626174,1.4180026020617418,1.3681013711335814,1.2600000000000007,1.2600000000000007,1.2100000000000006,0.050000000000000044,True
121,0.2,0.21000000000000002,0.07,0.08000000000000002,0.09507213875620674,27.191368115635523,1.2600000000000011,28.451368115635525,1.4191530390680531,1.3692383581634286,1.2600000000000011,1.2600000000000011,1.210000000000001,0.050000000000000044,True
121,0.2,0.21000000000000002,0.08000000000000002,0.09000000000000001,0.09388306555465303,27.645256374286035,1.2600000000000002,28.905256374286036,1.4206751525426164,1.370838503621434,1.2600000000000002,1.2600000000000002,1.2100000000000002,0.050000000000000044,True
121,0.2,0.21000000000000002,0.09000000000000001,0.1,0.09260524638075412,28.1438821060635,1.2600000000000002,29.403882106063502,1.4221841415484926,1.3723470532331303,1.2600000000000002,1.2600000000000002,1.2100000000000002,0.050000000000000044,True
121,0.2,0.21000000000000002,0.1,0.11000000000000001,0.09125095914263998,28.68491241053387,1.2600000000000011,29.94491241053387,1.4236832235965107,1.37377503624562,1.2600000000000011,1.2600000000000011,1.210000000000001,0.050000000000000044,True
121,0.2,0.21000000000000002,0.11000000000000001,0.12000000000000001,0.08983201482598543,29.265995626323736,1.2600000000000002,30.525995626323738,1.425639625324516,1.3757605475037256,1.2600000000000002,1.2600000000000002,1.2100000000000002,0.050000000000000044,True
121,0.21000000000000002,0.22000000000000003,0.05,0.060000000000000005,0.11063393862822304,27.59224528739914,1.2600000000000007,28.852245287399143,1.441593616843933,1.3916762374539693,1.2600000000000007,1.2600000000000007,1.2100000000000006,0.050000000000000044,True
121,0.21000000000000002,0.22000000000000003,0.060000000000000005,0.07,0.10938640490294735,27.935019241088817,1.2600000000000007,29.19501924108882,1.4432739998013382,1.3932825284981032,1.2600000000000007,1.2600000000000007,1.2100000000000006,0.050000000000000044,True
121,0.21000000000000002,0.22000000000000003,0.07,0.08000000000000002,0.10800241023605789,28.325373783941508,1.2600000000000011,29.58537378394151,1.444666329200432,1.394691035646476,1.2600000000000011,1.2600000000000011,1.210000000000001,0.050000000000000044,True
