k,Omega_lo,Omega_hi,Delta_lo,Delta_hi,alpha_upper_lowrank,Yim_bound,outside_pad,Yscan,n_y_used,sigma_center_min,sigma_scan_lower,sigma_outside_lower,sigma_global_lower,y_at_min,param_pert,higher_rank_margin,passed
61,0.3100000000000001,0.3200000000000001,0.060000000000000005,0.07,0.2592714296324594,19.98157401207424,0.6600000000000006,20.64157401207424,827,1.0896559973393467,1.064666198293252,0.6600000000000006,0.6600000000000006,-17.792736920819443,0.6100000000000005,0.050000000000000044,True
61,0.3100000000000001,0.3200000000000001,0.07,0.08000000000000002,0.2628838732234723,20.120755453014187,0.6600000000000008,20.780755453014187,833,1.0866791133344509,1.0617022437995778,0.6600000000000008,0.6600000000000008,17.78353110882945,0.6100000000000008,0.050000000000000044,True
61,0.3100000000000001,0.3200000000000001,0.08000000000000002,0.09000000000000001,0.2672529625303431,20.277339569085502,0.6600000000000004,20.937339569085502,839,1.0832039207782869,1.0582190286910722,0.6600000000000004,0.6600000000000004,-17.78924316609651,0.6100000000000003,0.050000000000000044,True
61,0.3100000000000001,0.3200000000000001,0.09000000000000001,0.1,0.2724921417405669,20.450926629373072,0.6600000000000004,21.110926629373072,847,1.0789144508209705,1.05396063683826,0.6600000000000004,0.6600000000000004,-17.767115555689866,0.6100000000000003,0.050000000000000044,True
61,0.3100000000000001,0.3200000000000001,0.1,0.11000000000000001,0.2787501205285431,20.641087665140148,0.6600000000000008,21.301087665140148,855,1.0738832750245983,1.0489405494213895,0.6600000000000008,0.6600000000000008,17.759220629484528,0.6100000000000008,0.050000000000000044,True
61,0.3100000000000001,0.3200000000000001,0.11000000000000001,0.12000000000000001,0.28621363405638167,20.8473691385748,0.6600000000000004,21.5073691385748,863,1.0677185638900781,1.0427680196457925,0.6600000000000004,0.6600000000000004,17.764787501931853,0.6100000000000003,0.050000000000000044,True
61,0.3200000000000001,0.3300000000000001,0.05,0.060000000000000005,0.2559172845530091,20.460021994123068,0.6600000000000006,21.120021994123068,847,1.1135273126455312,1.0885627476406574,0.6600000000000006,0.6600000000000006,18.37391984358697,0.6100000000000005,0.050000000000000044,True
61,0.3200000000000001,0.3300000000000001,0.060000000000000005,0.07,0.2586407252740856,20.577895907988285,0.6600000000000006,21.237895907988285,851,1.1115470691603073,1.0865613092685569,0.6600000000000006,0.6600000000000006,18.339547760545177,0.6100000000000005,0.050000000000000044,True
61,0.3200000000000001,0.3300000000000001,0.07,0.08000000000000002,0.2619616429903904,20.713070752546614,0.6600000000000008,21.373070752546614,857,1.1087590273589985,1.0837904867602297,0.6600000000000008,0.6600000000000008,18.376845880694287,0.6100000000000008,0.050000000000000044,True
61,0.3200000000000001,0.3300000000000001,0.08000000000000002,0.09000000000000001,0.26594001422086644,20.865210279314233,0.6600000000000004,21.525210279314233,863,1.1056015954643514,1.0806303538410178,0.6600000000000004,0.6600000000000004,18.378833834774102,0.6100000000000003,0.050000000000000044,True
61,0.3200000000000001,0.3300000000000001,0.09000000000000001,0.1,0.2706518560941563,21.033946372471373,0.6600000000000004,21.693946372471373,869,1.1018848904538663,1.076891864679129,0.6600000000000004,0.6600000000000004,-18.344880918656667,0.6100000000000003,0.050000000000000044,True
61,0.3200000000000001,0.3300000000000001,0.1,0.11000000000000001,0.27619091677631796,21.218883099729865,0.6600000000000008,21.878883099729865,877,1.097392474464394,1.0724165805149306,0.6600000000000008,0.6600000000000008,18.382257946805,0.6100000000000008,0.050000000000000044,True
61,0.3200000000000001,0.3300000000000001,0.11000000000000001,0.12000000000000001,0.28266679215740975,21.419600836616933,0.6600000000000004,22.079600836616933,885,1.09215318930317,1.0671762652798475,0.6600000000000004,0.6600000000000004,18.38301608116523,0.6100000000000003,0.050000000000000044,True
61,0.3300000000000001,0.34000000000000014,0.05,0.060000000000000005,0.25554686777031393,21.060465331991168,0.6600000000000006,21.720465331991168,871,1.1348666970777226,1.109900644971985,0.6600000000000006,0.6600000000000006,18.974199600360098,0.6100000000000005,0.050000000000000044,True
61,0.3300000000000001,0.34000000000000014,0.060000000000000005,0.07,0.2580803885797807,21.174997048406,0.6600000000000006,21.834997048406,875,1.1328492863652595,1.1078664522137653,0.6600000000000006,0.6600000000000006,-18.936988286832662,0.6100000000000005,0.050000000000000044,True
61,0.3300000000000001,0.34000000000000014,0.07,0.08000000000000002,0.2611520334665373,21.30638401981905,0.6600000000000008,21.96638401981905,881,1.1304254503313291,1.1054636503088069,0.6600000000000008,0.6600000000000008,18.97096801711645,0.6100000000000008,0.050000000000000044,True
61,0.3300000000000001,0.34000000000000014,0.08000000000000002,0.09000000000000001,0.26480497590155905,21.454316581984155,0.6600000000000004,22.114316581984156,887,1.1275209850920438,1.1025612598302101,0.6600000000000004,0.6600000000000004,-18.96939119899318,0.6100000000000003,0.050000000000000044,True
61,0.3300000000000001,0.34000000000000014,0.09000000000000001,0.1,0.26909186191028284,21.618455078936623,0.6600000000000004,22.278455078936624,893,1.1242136638773939,1.0992378173763437,0.6600000000000004,0.6600000000000004,18.931691647795923,0.6100000000000003,0.050000000000000044,True
61,0.3300000000000001,0.34000000000000014,0.1,0.11000000000000001,0.2740746398732426,21.798433429950904,0.6600000000000008,22.458433429950905,901,1.120103970041403,1.095150155119236,0.6600000000000008,0.6600000000000008,-18.96489934084743,0.6100000000000008,0.050000000000000044,True
61,0.3300000000000001,0.34000000000000014,0.11000000000000001,0.12000000000000001,0.2798219149012093,21.99386278033036,0.6600000000000004,22.65386278033036,909,1.1154790447900036,1.0905298567059385,0.6600000000000004,0.6600000000000004,18.961382943888847,0.6100000000000003,0.050000000000000044,True
