Omega_lo,Omega_hi,Delta_lo,Delta_hi,Omega_center,Delta_center,alpha_upper_gap3,Ymax,sigma_center_min,y_at_min,pert_bound,k4_gt_k3_margin,passed,depth
0.2025,0.20500000000000002,0.1,0.10250000000000001,0.20375000000000001,0.10125,0.2929892191836963,13.422066718654024,0.017137765536106693,-0.5928079467405514,0.015592527799438871,0.0015452377366678219,True,2
0.2025,0.20500000000000002,0.10250000000000001,0.10500000000000001,0.20375000000000001,0.10375000000000001,0.2935236250166601,13.423226139792177,0.016948564922154616,0.5928591545074884,0.015593010891580272,0.0013555540305743435,True,2
0.2,0.2025,0.10500000000000001,0.10750000000000001,0.20125,0.10625000000000001,0.2936058657423913,13.42213656613581,0.01616802360368188,0.5816259178658854,0.015592556902557009,0.0005754667011248701,True,2
0.2,0.2025,0.10750000000000001,0.11,0.20125,0.10875000000000001,0.2941824093907498,13.42335185413837,0.01597821585796486,0.5816785803459972,0.015593063272558022,0.0003851525854068373,True,2
0.2025,0.20500000000000002,0.10500000000000001,0.10750000000000001,0.20375000000000001,0.10625000000000001,0.29407162333067893,13.424413395005384,0.016755072418037954,-0.5929115916127365,0.015593505581252609,0.0011615668367853452,True,2
0.2025,0.20500000000000002,0.10750000000000001,0.11,0.20375000000000001,0.10875000000000001,0.2946332287199981,13.425628476909377,0.016557358872653725,0.5929652577301638,0.015594011865379204,0.0009633470072745211,True,2
0.20500000000000002,0.20750000000000002,0.1,0.10250000000000001,0.20625000000000002,0.10125,0.2935020267194949,13.424371493667776,0.01794380066307486,-0.6040967172150502,0.015593488122361387,0.0023503125407134742,True,2
0.20500000000000002,0.20750000000000002,0.10250000000000001,0.10500000000000001,0.20625000000000002,0.10375000000000001,0.29402297924908455,13.425530715766882,0.017750809208786085,-0.6041488822095094,0.015593971131569129,0.0021568380772169563,True,2
0.20750000000000002,0.21,0.1,0.10250000000000001,0.20875,0.10125,0.29403256106911374,13.42670380249747,0.018600813280885375,0.604201671112385,0.01559445991770686,0.003006353363178515,True,2
0.20750000000000002,0.21,0.10250000000000001,0.10500000000000001,0.20875,0.10375000000000001,0.2945406655788601,13.427862823249276,0.01845626771304217,-0.6042538270462181,0.01559494284302082,0.0028613248700213485,True,2
0.20500000000000002,0.20750000000000002,0.10500000000000001,0.10750000000000001,0.20625000000000002,0.10625000000000001,0.29455713139152695,13.426717767198355,0.017553189657272577,0.6042022995239247,0.015594465736332497,0.00195872392094008,True,2
0.20500000000000002,0.20750000000000002,0.10750000000000001,0.11,0.20625000000000002,0.10875000000000001,0.2951044943803262,13.427932640581721,0.017350982816771984,-0.6042569688261761,0.015594971933575702,0.0017560108831962823,True,2
