k,Omega_lo,Omega_hi,Delta_lo,Delta_hi,alpha_upper_lowrank,Yim_bound,outside_pad,Yscan,sigma_center_min,sigma_scan_lower,sigma_outside_lower,sigma_global_lower,param_pert,higher_rank_margin,passed
91,0.2,0.21000000000000002,0.05,0.060000000000000005,0.09713408547991176,19.874699997735814,0.9600000000000005,20.834699997735814,1.2132658883057217,1.1634221084068321,0.9600000000000005,0.9600000000000005,0.9100000000000005,0.050000000000000044,True
91,0.2,0.21000000000000002,0.060000000000000005,0.07,0.09615995812703479,20.143708695272615,0.9600000000000005,21.103708695272616,1.214606789036858,1.164833891170649,0.9600000000000005,0.9600000000000005,0.9100000000000005,0.050000000000000044,True
91,0.2,0.21000000000000002,0.07,0.08000000000000002,0.09507213875620674,20.449706599362287,0.9600000000000009,21.409706599362288,1.216026398180774,1.1662363828334206,0.9600000000000009,0.9600000000000009,0.9100000000000008,0.050000000000000044,True
91,0.2,0.21000000000000002,0.08000000000000002,0.09000000000000001,0.09388306555465303,20.791060579008494,0.9600000000000002,21.751060579008495,1.2167764659527898,1.1668887123312104,0.9600000000000002,0.9600000000000002,0.9100000000000001,0.050000000000000044,True
91,0.2,0.21000000000000002,0.09000000000000001,0.1,0.09260524638075412,21.16606009629571,0.9600000000000002,22.12606009629571,1.2185691468152025,1.168735678129851,0.9600000000000002,0.9600000000000002,0.9100000000000001,0.050000000000000044,True
91,0.2,0.21000000000000002,0.1,0.11000000000000001,0.09125095914263998,21.572950655856072,0.9600000000000009,22.532950655856073,1.220052365832426,1.1702007050893815,0.9600000000000009,0.9600000000000009,0.9100000000000008,0.050000000000000044,True
91,0.2,0.21000000000000002,0.11000000000000001,0.12000000000000001,0.08983201482598543,22.009963652855035,0.9600000000000002,22.969963652855036,1.2215058184377672,1.1715711148446044,0.9600000000000002,0.9600000000000002,0.9100000000000001,0.050000000000000044,True
91,0.21000000000000002,0.22000000000000003,0.05,0.060000000000000005,0.11063393862822304,20.75119273680434,0.9600000000000005,21.711192736804342,1.2333183804758374,1.1835220668593138,0.9600000000000005,0.9600000000000005,0.9100000000000005,0.050000000000000044,True
91,0.21000000000000002,0.22000000000000003,0.060000000000000005,0.07,0.10938640490294735,21.008981412719663,0.9600000000000005,21.968981412719664,1.2345005050948101,1.1845710018840832,0.9600000000000005,0.9600000000000005,0.9100000000000005,0.050000000000000044,True
91,0.21000000000000002,0.22000000000000003,0.07,0.08000000000000002,0.10800241023605789,21.302553837509745,0.9600000000000009,22.262553837509746,1.2359730812523884,1.186057041257972,0.9600000000000009,0.9600000000000009,0.9100000000000008,0.050000000000000044,True
