Omega_over_gamma,Delta_over_gamma_fixed,dipolar_gap_exact_cubic_over_gamma,dipolar_gap_numeric_block_over_gamma,strong_drive_asymptote_over_gamma,abs_difference_exact_minus_numeric
1.6475,0.18,0.2529521759141612,0.25295217591416064,0.25,5.551115123125783e-16
1.6500000000000001,0.18,0.25294332322690366,0.2529433232269034,0.25,2.7755575615628914e-16
1.6525,0.18,0.25293451022535623,0.2529345102253559,0.25,3.3306690738754696e-16
1.655,0.18,0.2529257366728723,0.2529257366728719,0.25,4.440892098500626e-16
1.6575,0.18,0.2529170023345687,0.25291700233456865,0.25,5.551115123125783e-17
1.6600000000000001,0.18,0.2529083069773067,0.2529083069773057,0.25,9.992007221626409e-16
1.6625,0.18,0.2528996503696788,0.2528996503696784,0.25,4.440892098500626e-16
1.665,0.18,0.25289103228199167,0.25289103228199195,0.25,2.7755575615628914e-16
1.6675,0.18,0.2528824524862543,0.2528824524862532,0.25,1.1102230246251565e-15
1.67,0.18,0.25287391075615684,0.25287391075615673,0.25,1.1102230246251565e-16
1.6725,0.18,0.25286540686706155,0.2528654068670617,0.25,1.6653345369377348e-16
1.675,0.18,0.2528569405959849,0.25285694059598496,0.25,5.551115123125783e-17
1.6775,0.18,0.25284851172158385,0.2528485117215839,0.25,5.551115123125783e-17
1.68,0.18,0.2528401200241412,0.2528401200241413,0.25,1.1102230246251565e-16
1.6825,0.18,0.2528317652855508,0.2528317652855507,0.25,1.1102230246251565e-16
1.685,0.18,0.25282344728930495,0.2528234472893052,0.25,2.7755575615628914e-16
1.6875,0.18,0.2528151658204781,0.25281516582047736,0.25,7.216449660063518e-16
1.69,0.18,0.25280692066571436,0.2528069206657142,0.25,1.6653345369377348e-16
1.6925000000000001,0.18,0.2527987116132147,0.25279871161321443,0.25,2.7755575615628914e-16
1.695,0.18,0.25279053845272,0.25279053845272015,0.25,1.6653345369377348e-16
1.6975,0.18,0.25278240097550103,0.2527824009755013,0.25,2.7755575615628914e-16
1.7,0.18,0.25277429897434495,0.25277429897434445,0.25,4.996003610813204e-16
1.7025000000000001,0.18,0.2527662322435382,0.25276623224353795,0.25,2.7755575615628914e-16
1.705,0.18,0.2527582005788574,0.2527582005788576,0.25,2.220446049250313e-16
1.7075,0.18,0.252750203777557,0.2527502037775571,0.25,5.551115123125783e-17
1.71,0.18,0.25274224163835274,0.252742241638352,0.25,7.216449660063518e-16
1.7125000000000001,0.18,0.252734313961411,0.2527343139614104,0.25,6.106226635438361e-16
1.715,0.18,0.25272642054833605,0.2527264205483361,0.25,5.551115123125783e-17
1.7175,0.18,0.25271856120215935,0.25271856120215946,0.25,1.1102230246251565e-16
1.72,0.18,0.2527107357273246,0.2527107357273246,0.25,0.0
1.7225000000000001,0.18,0.2527029439296761,0.2527029439296768,0.25,6.661338147750939e-16
1.725,0.18,0.2526951856164491,0.25269518561644855,0.25,5.551115123125783e-16
1.7275,0.18,0.25268746059625363,0.25268746059625347,0.25,1.6653345369377348e-16
1.73,0.18,0.2526797686790665,0.2526797686790667,0.25,2.220446049250313e-16
1.7325,0.18,0.25267210967621945,0.2526721096762193,0.25,1.6653345369377348e-16
1.735,0.18,0.2526644834003835,0.25266448340038306,0.25,4.440892098500626e-16
1.7375,0.18,0.25265688966556277,0.25265688966556255,0.25,2.220446049250313e-16
1.74,0.18,0.25264932828708,0.2526493282870792,0.25,7.771561172376096e-16
1.7425,0.18,0.252641799081565,0.25264179908156464,0.25,3.3306690738754696e-16
1.745,0.18,0.25263430186694624,0.2526343018669459,0.25,3.3306690738754696e-16
1.7475,0.18,0.2526268364624375,0.25262683646243733,0.25,1.6653345369377348e-16
1.75,0.18,0.2526194026885278,0.2526194026885275,0.25,2.7755575615628914e-16
1.7525,0.18,0.25261200036696974,0.2526120003669694,0.25,3.3306690738754696e-16
1.7550000000000001,0.18,0.2526046293207703,0.2526046293207705,0.25,1.6653345369377348e-16
1.7575,0.18,0.25259728937418024,0.25259728937418013,0.25,1.1102230246251565e-16
1.76,0.18,0.25258998035268154,0.2525899803526815,0.25,5.551115123125783e-17
1.7625,0.18,0.2525827020829789,0.25258270208297867,0.25,2.220446049250313e-16
1.7650000000000001,0.18,0.2525754543929884,0.25257545439298895,0.25,5.551115123125783e-16
1.7675,0.18,0.2525682371118308,0.25256823711183046,0.25,3.3306690738754696e-16
1.77,0.18,0.2525610500698138,0.2525610500698136,0.25,1.6653345369377348e-16
1.7725,0.18,0.2525538930984305,0.2525538930984308,0.25,2.7755575615628914e-16
1.7750000000000001,0.18,0.2525467660303453,0.25254676603034487,0.25,4.440892098500626e-16
1.7775,0.18,0.2525396686993837,0.2525396686993835,0.25,2.220446049250313e-16
1.78,0.18,0.25253260094052443,0.2525326009405244,0.25,5.551115123125783e-17
1.7825,0.18,0.25252556258988856,0.25252556258988845,0.25,1.1102230246251565e-16
1.7850000000000001,0.18,0.25251855348473107,0.2525185534847306,0.25,4.440892098500626e-16
1.7875,0.18,0.2525115734634302,0.25251157346343,0.25,1.6653345369377348e-16
1.79,0.18,0.25250462236547977,0.25250462236547966,0.25,1.1102230246251565e-16
1.7925,0.18,0.2524977000314781,0.25249770003147826,0.25,1.6653345369377348e-16
1.795,0.18,0.2524908063031207,0.2524908063031212,0.25,4.996003610813204e-16
1.7975,0.18,0.2524839410231904,0.2524839410231896,0.25,7.771561172376096e-16
1.8,0.18,0.2524771040355461,0.2524771040355462,0.25,1.1102230246251565e-16
1.8025,0.18,0.25247029518511943,0.25247029518511954,0.25,1.1102230246251565e-16
1.805,0.18,0.25246351431790137,0.2524635143179008,0.25,5.551115123125783e-16
1.8075,0.18,0.25245676128093286,0.2524567612809325,0.25,3.885780586188048e-16
1.81,0.18,0.2524500359223013,0.252450035922301,0.25,3.3306690738754696e-16
1.8125,0.18,0.2524433380911266,0.2524433380911264,0.25,2.220446049250313e-16
1.815,0.18,0.2524366676375578,0.2524366676375577,0.25,1.1102230246251565e-16
1.8175000000000001,0.18,0.2524300244127581,0.2524300244127577,0.25,3.885780586188048e-16
1.82,0.18,0.2524234082689027,0.25242340826890275,0.25,5.551115123125783e-17
1.8225,0.18,0.25241681905916846,0.25241681905916824,0.25,2.220446049250313e-16
1.825,0.18,0.25241025663772587,0.2524102566377249,0.25,9.992007221626409e-16
1.8275000000000001,0.18,0.25240372085972795,0.2524037208597277,0.25,2.7755575615628914e-16
1.83,0.18,0.25239721158130773,0.25239721158130757,0.25,1.6653345369377348e-16
1.8325,0.18,0.252390728659568,0.2523907286595679,0.25,1.1102230246251565e-16
1.835,0.18,0.2523842719525707,0.2523842719525706,0.25,5.551115123125783e-17
1.8375000000000001,0.18,0.25237784131933316,0.2523778413193323,0.25,8.881784197001252e-16
1.84,0.18,0.2523714366198181,0.2523714366198182,0.25,1.1102230246251565e-16
1.8425,0.18,0.2523650577149279,0.2523650577149281,0.25,2.220446049250313e-16
1.845,0.18,0.25235870446649517,0.2523587044664952,0.25,5.551115123125783e-17
1.8475000000000001,0.18,0.2523523767372754,0.25235237673727545,0.25,5.551115123125783e-17
1.85,0.18,0.2523460743909418,0.25234607439094026,0.25,1.5543122344752192e-15
1.8525,0.18,0.2523397972920738,0.25233979729207373,0.25,5.551115123125783e-17
1.855,0.18,0.2523335453061549,0.2523335453061546,0.25,3.3306690738754696e-16
1.8575,0.18,0.25232731829956156,0.2523273182995617,0.25,1.1102230246251565e-16
1.86,0.18,0.25232111613955793,0.25232111613955777,0.25,1.6653345369377348e-16
1.8625,0.18,0.252314938694288,0.252314938694288,0.25,0.0
1.865,0.18,0.2523087858327686,0.25230878583276856,0.25,5.551115123125783e-17
1.8675,0.18,0.25230265742488356,0.2523026574248836,0.25,5.551115123125783e-17
1.87,0.18,0.25229655334137513,0.2522965533413748,0.25,3.3306690738754696e-16
1.8725,0.18,0.25229047345383904,0.2522904734538385,0.25,5.551115123125783e-16
1.875,0.18,0.2522844176347158,0.2522844176347156,0.25,2.220446049250313e-16
1.8775,0.18,0.2522783857572851,0.2522783857572848,0.25,3.3306690738754696e-16
1.8800000000000001,0.18,0.25227237769566035,0.25227237769566035,0.25,0.0
1.8825,0.18,0.2522663933247796,0.25226639332477957,0.25,5.551115123125783e-17
1.885,0.18,0.2522604325204002,0.2522604325204004,0.25,2.220446049250313e-16
1.8875,0.18,0.2522544951590938,0.2522544951590939,0.25,1.1102230246251565e-16
1.8900000000000001,0.18,0.2522485811182372,0.2522485811182371,0.25,1.1102230246251565e-16
1.8925,0.18,0.25224269027600943,0.25224269027600954,0.25,1.1102230246251565e-16
1.895,0.18,0.25223682251138096,0.252236822511381,0.25,5.551115123125783e-17
1.8975,0.18,0.2522309777041116,0.2522309777041116,0.25,0.0
1.9000000000000001,0.18,0.25222515573474336,0.2522251557347435,0.25,1.6653345369377348e-16
1.9025,0.18,0.25221935648459204,0.2522193564845918,0.25,2.220446049250313e-16
1.905,0.18,0.2522135798357452,0.25221357983574477,0.25,4.440892098500626e-16
1.9075,0.18,0.2522078256710524,0.25220782567105227,0.25,1.1102230246251565e-16
1.9100000000000001,0.18,0.2522020938741215,0.25220209387412085,0.25,6.661338147750939e-16
1.9125,0.18,0.2521963843293109,0.25219638432931024,0.25,6.661338147750939e-16
1.915,0.18,0.2521906969217266,0.2521906969217269,0.25,3.3306690738754696e-16
1.9175,0.18,0.25218503153721517,0.25218503153721494,0.25,2.220446049250313e-16
1.92,0.18,0.2521793880623554,0.25217938806235485,0.25,5.551115123125783e-16
1.9225,0.18,0.2521737663844558,0.2521737663844563,0.25,4.996003610813204e-16
1.925,0.18,0.25216816639155015,0.2521681663915495,0.25,6.661338147750939e-16
1.9275,0.18,0.252162587972386,0.2521625879723863,0.25,2.7755575615628914e-16
1.93,0.18,0.2521570310164263,0.25215703101642517,0.25,1.1102230246251565e-15
1.9325,0.18,0.2521514954138391,0.25215149541383886,0.25,2.220446049250313e-16
1.935,0.18,0.2521459810554939,0.252145981055494,0.25,1.1102230246251565e-16
1.9375,0.18,0.2521404878329566,0.25214048783295634,0.25,2.7755575615628914e-16
1.94,0.18,0.25213501563848256,0.2521350156384825,0.25,5.551115123125783e-17
1.9425000000000001,0.18,0.2521295643650136,0.2521295643650134,0.25,2.220446049250313e-16
1.945,0.18,0.2521241339061706,0.252124133906171,0.25,3.885780586188048e-16
1.9475,0.18,0.2521187241562503,0.25211872415625025,0.25,5.551115123125783e-17
1.95,0.18,0.2521133350102182,0.2521133350102183,0.25,1.1102230246251565e-16
1.9525000000000001,0.18,0.25210796636370525,0.25210796636370514,0.25,1.1102230246251565e-16
1.955,0.18,0.25210261811300133,0.25210261811300155,0.25,2.220446049250313e-16
1.9575,0.18,0.25209729015505183,0.2520972901550516,0.25,2.220446049250313e-16
1.96,0.18,0.25209198238745056,0.25209198238745073,0.25,1.6653345369377348e-16
1.9625000000000001,0.18,0.25208669470843714,0.25208669470843703,0.25,1.1102230246251565e-16
1.965,0.18,0.2520814270168916,0.25208142701689074,0.25,8.881784197001252e-16
1.9675,0.18,0.2520761792123255,0.2520761792123256,0.25,1.1102230246251565e-16
1.97,0.18,0.25207095119488576,0.2520709511948862,0.25,4.440892098500626e-16
1.9725000000000001,0.18,0.25206574286534233,0.2520657428653419,0.25,4.440892098500626e-16
1.975,0.18,0.25206055412508555,0.2520605541250849,0.25,6.661338147750939e-16
1.9775,0.18,0.25205538487612156,0.2520553848761217,0.25,1.6653345369377348e-16
1.98,0.18,0.25205023502107027,0.25205023502107066,0.25,3.885780586188048e-16
1.9825000000000002,0.18,0.25204510446315764,0.2520451044631578,0.25,1.6653345369377348e-16
1.985,0.18,0.25203999310621106,0.25203999310621117,0.25,1.1102230246251565e-16
1.9875,0.18,0.25203490085465663,0.2520349008546565,0.25,1.1102230246251565e-16
1.99,0.18,0.25202982761351445,0.25202982761351445,0.25,0.0
1.9925,0.18,0.252024773288393,0.2520247732883928,0.25,2.220446049250313e-16
1.995,0.18,0.25201973778548564,0.25201973778548564,0.25,0.0
1.9975,0.18,0.25201472101156674,0.2520147210115664,0.25,3.3306690738754696e-16
2.0,0.18,0.2520097228739857,0.2520097228739857,0.25,0.0
