Omega_lo,Omega_hi,Delta_lo,Delta_hi,Omega_center,Delta_center,alpha_upper_lowrank,Ymax,sigma_center_min,y_at_min,pert_bound,k3_exclusion_margin,passed
0.3100000000000001,0.3200000000000001,0.11000000000000001,0.12000000000000001,0.3150000000000001,0.11500000000000002,0.28621363405638167,7.229827107199729,0.0366170773969683,0.7410572784879728,0.03903728388399961,-0.0024202064870313053,False
0.3200000000000001,0.3300000000000001,0.05,0.060000000000000005,0.3250000000000001,0.05500000000000001,0.2559172845530091,7.221495689952325,0.06186458900557821,0.7582570474449941,0.03902686961244028,0.02283771939313793,True
0.3200000000000001,0.3300000000000001,0.060000000000000005,0.07,0.3250000000000001,0.065,0.2586407252740856,7.224015503859332,0.05995320041388391,-0.7585216279052291,0.03903001937982408,0.02092318103405983,True
0.3200000000000001,0.3300000000000001,0.07,0.08000000000000002,0.3250000000000001,0.07500000000000001,0.2619616429903904,7.226921889712107,0.057605908987573784,-0.7588267984197712,0.03903365236213996,0.018572256625433825,True
0.3200000000000001,0.3300000000000001,0.08000000000000002,0.09000000000000001,0.3250000000000001,0.08500000000000002,0.26594001422086644,7.230214381330612,0.05477485220863577,-0.759172510039714,0.03903776797666334,0.015737084231972426,True
0.3200000000000001,0.3300000000000001,0.09000000000000001,0.1,0.3250000000000001,0.095,0.2706518560941563,7.233892451509076,0.05139969405505917,0.7595587074084529,0.03904236556438632,0.01235732849067285,True
0.3200000000000001,0.3300000000000001,0.1,0.11000000000000001,0.3250000000000001,0.10500000000000001,0.27619091677631796,7.237955512435815,0.04740670580946681,0.7599853288057599,0.03904744439054464,0.008359261418922175,True
0.3200000000000001,0.3300000000000001,0.11000000000000001,0.12000000000000001,0.3250000000000001,0.11500000000000002,0.28266679215740975,7.242402916159802,0.042711188692337095,-0.760452306196779,0.0390530036451999,0.0036581850471371913,True
0.3300000000000001,0.34000000000000014,0.05,0.060000000000000005,0.33500000000000013,0.05500000000000001,0.25554686777031393,7.234473028493506,0.06596564779314755,0.7957920331342851,0.039043091285617,0.026922556507530553,True
0.3300000000000001,0.34000000000000014,0.060000000000000005,0.07,0.33500000000000013,0.065,0.2580803885797807,7.236988323881696,0.06419765778066396,0.7960687156269861,0.039046235404852185,0.02515142237581177,True
0.3300000000000001,0.34000000000000014,0.07,0.08000000000000002,0.33500000000000013,0.07500000000000001,0.2611520334665373,7.239889501919211,0.062040028489681515,-0.7963878452111128,0.039049861877398895,0.02299016661228262,True
0.3300000000000001,0.34000000000000014,0.08000000000000002,0.09000000000000001,0.33500000000000013,0.08500000000000002,0.26480497590155905,7.24317609892235,0.059458578981630025,-0.7967493708814581,0.03905397012365273,0.020404608857977298,True
0.3300000000000001,0.34000000000000014,0.09000000000000001,0.1,0.33500000000000013,0.095,0.26909186191028284,7.24684759050444,0.05641192931472474,0.7971532349554886,0.03905855948813051,0.01735336982659423,True
0.3300000000000001,0.34000000000000014,0.1,0.11000000000000001,0.33500000000000013,0.10500000000000001,0.2740746398732426,7.250903391991925,0.05285195895233585,0.7975993731191116,0.03906362923998974,0.013788329712346108,True
0.3300000000000001,0.34000000000000014,0.11000000000000001,0.12000000000000001,0.33500000000000013,0.11500000000000002,0.2798219149012093,7.255342858886822,0.048726504894288085,-0.7980877144775498,0.039069178573608566,0.009657326320679518,True
0.34000000000000014,0.35000000000000014,0.05,0.060000000000000005,0.34500000000000014,0.05500000000000001,0.25521285820921885,7.2478134633832845,0.06945440254369135,0.8153790146306203,0.039059766829229174,0.03039463571446218,True
0.34000000000000014,0.35000000000000014,0.060000000000000005,0.07,0.34500000000000014,0.065,0.2575788920763967,7.250324130685469,0.06781021581435566,0.8156614647021154,0.03906290516335686,0.0287473106509988,True
0.34000000000000014,0.35000000000000014,0.07,0.08000000000000002,0.34500000000000014,0.07500000000000001,0.26043430625797315,7.253219974604383,0.06581414972698564,-0.815987247142993,0.039066524968255356,0.026747624758730285,True
0.34000000000000014,0.35000000000000014,0.08000000000000002,0.09000000000000001,0.34500000000000014,0.08500000000000002,0.26381069464145784,7.256500534003977,0.06344128036199959,0.8163563100754478,0.039070625667504834,0.024370654694494752,True
0.34000000000000014,0.35000000000000014,0.09000000000000001,0.1,0.34500000000000014,0.095,0.26774537907333,7.260165287374662,0.06066236900103061,0.8167685948296501,0.03907520660921835,0.021587162391812256,True
0.34000000000000014,0.35000000000000014,0.1,0.11000000000000001,0.34500000000000014,0.10500000000000001,0.2722806323420722,7.264213653245615,0.05744466506249701,0.8172240359901322,0.03908026706655687,0.01836439799594014,True
0.34000000000000014,0.35000000000000014,0.11000000000000001,0.12000000000000001,0.34500000000000014,0.11500000000000002,0.27746124619652845,7.268644990643029,0.05375414493610184,-0.8177225614473409,0.03908580623830391,0.014668338697797927,True
