Omega_over_gamma,Delta_over_gamma,k,alpha_over_gamma,min_sigma_min_Mk_on_boundary,y_at_min_sigma,min_abs_det_Mk_on_boundary,y_at_min_abs_det,min_Re_Sigma_minus,min_Re_Sigma_plus
0.276,0.093,3,0.28398200533863344,0.02419073841324909,0.627,0.0783528791820558,0.6255000000000001,0.026694693579514782,0.025436287058368232
0.276,0.094,3,0.28419365121558665,0.024101070024501188,0.627,0.07807095221538624,0.6255000000000001,0.026700605674640488,0.025428701740112736
0.276,0.095,3,0.2844076313493851,0.024010137431496537,0.6275,0.07778645490983799,0.6255000000000001,0.026706508550913756,0.025421108241817536
0.276,0.096,3,0.2846239471282339,0.023917775034835328,0.6275,0.07749940998358236,0.6255000000000001,0.026712402206478088,0.025413506570957076
0.276,0.097,3,0.2848425999029719,0.023824555642723132,0.6275,0.0772098409444251,0.6255000000000001,0.026718286639199375,0.025405896734736307
0.276,0.098,3,0.2850635909849749,0.02373048527951491,0.6275,0.07691777211547962,0.6255000000000001,0.026724161846651984,0.02539827874008065
0.276,0.099,3,0.285286921644018,0.02363557019879759,0.6275,0.07662200747439835,0.626,0.026730027826104577,0.025390652593625867
0.276,0.1,3,0.28551259310608446,0.02353981689136662,0.6275,0.07632098708535709,0.626,0.026735884574505583,0.025383018301707687
0.276,0.101,3,0.2857406065511401,0.02344323209346445,0.6275,0.07601747657491259,0.626,0.02674173208846837,0.02537537587035134
0.276,0.10200000000000001,3,0.28597096311085335,0.023345489619133727,0.628,0.07571150272399399,0.626,0.02674757036425603,0.02536772530526085
0.276,0.10300000000000001,3,0.2862036638662717,0.023246156248552825,0.628,0.0754030932470501,0.626,0.026753399397765932,0.02536006661180825
0.276,0.104,3,0.28643870984545133,0.02314599279396133,0.628,0.07509227682267088,0.626,0.026759219184513846,0.02535239979502255
0.276,0.105,3,0.28667610202104066,0.023045006680395188,0.628,0.0747767008861975,0.6265000000000001,0.026765029719617767,0.025344724859578577
0.276,0.106,3,0.285131460593654,0.02443692906354905,0.628,0.07951311397314224,0.626,0.0267597901289895,0.02532772575872279
0.276,0.107,3,0.2800780486689835,0.0287687853350727,0.628,0.0943470225792874,0.6255000000000001,0.026732842995466657,0.025292461873835236
0.276,0.108,3,0.27569377490334,0.03254294007808522,0.628,0.107454336888959,0.6245,0.02671003649907095,0.02526076057945465
0.276,0.109,3,0.27180355476764073,0.0359051072519812,0.628,0.11927140366384985,0.624,0.02669027411000836,0.025231686674887597
0.276,0.11,3,0.2682939435175573,0.03894977681490543,0.628,0.13009175572366047,0.6235,0.026672846540490056,0.0252046345288795
0.276,0.111,3,0.2650871874439585,0.04174175565082074,0.628,0.14010887357026747,0.6225,0.02665726837580062,0.025179189193050795
0.276,0.112,3,0.2621276139347018,0.04432747441561335,0.628,0.1494713239078527,0.622,0.026643192519826116,0.025155053623791016
0.276,0.11299999999999999,3,0.2593739467811526,0.04674137595203288,0.628,0.1582848929590375,0.621,0.026630361950063353,0.025132007617199945
0.276,0.11399999999999999,3,0.25679470218960765,0.049009744806307015,0.628,0.16663027095521463,0.6205,0.02661858084604109,0.025109883219622462
0.276,0.11499999999999999,3,0.254365293592316,0.05115311659073882,0.628,0.17457477039335834,0.62,0.026607696451898828,0.025088549271212537
0.276,0.11599999999999999,3,0.25206613628245983,0.05318785600409057,0.628,0.1821688417677401,0.619,0.026597587213428038,0.025067901290614047
0.276,0.11699999999999999,3,0.24988136379707354,0.05512722596803747,0.628,0.18945325277246947,0.6185,0.02658815475079962,0.02504785462630705
0.276,0.118,3,0.24779793306996814,0.0569821332357507,0.628,0.19646486439938532,0.618,0.02657931826693162,0.025028339683243528
0.276,0.119,3,0.24580498482573737,0.05876166151540873,0.628,0.20323249960123863,0.6175,0.026571010553746003,0.025009298511599495
0.276,0.12,3,0.24389337634677646,0.06047346104652507,0.628,0.20977880120819462,0.6165,0.026563175076781284,0.024990682315193555
0.276,0.121,3,0.2420553335619249,0.06212403611672174,0.6285000000000001,0.21612588335651553,0.616,0.026555763805784175,0.024972449596398858
0.276,0.122,3,0.2402841875536524,0.06371884757725602,0.6285000000000001,0.22229223836132764,0.6155,0.026548735572743367,0.024954564751291094
0.276,0.123,3,0.2385741719588536,0.06526285035130407,0.6285000000000001,0.2282933656378251,0.615,0.02654205481015757,0.02493699698951978
0.276,0.124,3,0.23692026506200314,0.0667602508448162,0.6285000000000001,0.23414188510780584,0.614,0.026535690568215232,0.024919719492479966
0.276,0.125,3,0.23531806520540802,0.06821473695396489,0.6285000000000001,0.2398498993940837,0.6135,0.02652961573978317,0.024902708749114367
0.276,0.126,3,0.2337636913893584,0.06962956107528143,0.6285000000000001,0.24542878337825133,0.613,0.026523806442430135,0.024885944026005396
0.276,0.127,3,0.23225370316313426,0.07100760702213929,0.6285000000000001,0.2508878764876414,0.6125,0.026518241520649476,0.02486940694030247
0.276,0.128,3,0.2307850354631148,0.07235144446846682,0.6285000000000001,0.2562355202779212,0.612,0.026512902141170094,0.0248530811123254
0.276,0.129,3,0.2293549451570968,0.0736633736218853,0.6285000000000001,0.2614785273679928,0.611,0.026507771461137124,0.024836951880565984
0.276,0.13,3,0.22796096684747086,0.07494546216726188,0.6285000000000001,0.2666237273091163,0.6105,0.026502834353901487,0.024821006066041772
0.276,0.131,3,0.22660087606442017,0.07619957603954636,0.6285000000000001,0.27167787945903893,0.61,0.026498077180769544,0.02480523177603996
0.276,0.132,3,0.22527265840741467,0.0774274052287344,0.6285000000000001,0.27664650725052947,0.6095,0.02649348759973045,0.02478961823956692
0.276,0.133,3,0.22397448351205013,0.07863048555402535,0.6285000000000001,0.2815346395994304,0.609,0.0264890544041674,0.024774155668518042
0.276,0.134,3,0.2227046829598742,0.07981021714361926,0.6285000000000001,0.2863468692680307,0.6085,0.0264847673860598,0.024758835139864918
0.276,0.135,3,0.2214617314321038,0.08096788020374322,0.6285000000000001,0.29108676877490164,0.6075,0.026480617219325864,0.024743648495134052
0.276,0.136,3,0.22024423054906128,0.08210464854294479,0.6285000000000001,0.29575849334076393,0.607,0.026476595359833294,0.024728588254202148
0.276,0.137,3,0.2190508949464777,0.08322160122647682,0.6285000000000001,0.30036599013022575,0.6065,0.026472693959287193,0.02471364754101583
0.276,0.138,3,0.21788054022523626,0.08431961839410339,0.629,0.30491253737647706,0.606,0.02646890579073581,0.024698820019298774
0.276,0.139,3,0.21673207247845014,0.08539969293658096,0.629,0.30940116750983804,0.6055,0.026465224183854302,0.0246840998366682
0.276,0.14,3,0.21560447915314448,0.08646271596962143,0.629,0.3138346915639449,0.605,0.026461642968498747,0.024669481575867035
0.276,0.14100000000000001,3,0.21449682104647122,0.0875094761793446,0.629,0.3182157205936925,0.6045,0.02645815642528796,0.02465496021204534
0.276,0.14200000000000002,3,0.21340822527063943,0.08854070662275924,0.629,0.32254587098533427,0.6035,0.02645475924218388,0.024640531075207292
0.276,0.14300000000000002,3,0.21233787904844442,0.08955708992517478,0.629,0.3268282359981189,0.603,0.026451446476213336,0.02462618981708744
0.276,0.14400000000000002,3,0.21128502422381454,0.09055926287935638,0.629,0.3310649444692388,0.6025,0.02644821351961438,0.024611932381840295
0.276,0.14500000000000002,3,0.21024895239019253,0.09154782052765893,0.629,0.33525797320550965,0.602,0.026445056069804296,0.024597754980025133
0.276,0.14600000000000002,3,0.20922900055469915,0.09252331979573884,0.629,0.3394091743700944,0.6015,0.02644197010266073,0.024583654065448587
0.276,0.14700000000000002,3,0.20822454726850764,0.0934862827360149,0.629,0.3435202859282065,0.601,0.026438951848684743,0.02456962631449426
0.276,0.148,3,0.20723500916422696,0.09443719943038303,0.629,0.34759294100946847,0.6005,0.026435997771679015,0.024555668607623673
0.276,0.149,3,0.20625983784968765,0.09537653059451531,0.629,0.35162797104934773,0.5995,0.026433104549627662,0.024541778012778716
0.276,0.15,3,0.205298517114771,0.09630456864562438,0.6295,0.3556275137965472,0.599,0.026430269057509285,0.02452795177045452
0.277,0.06,3,0.2632839569430748,0.0396354729458155,0.628,0.13185231235305506,0.623,0.026596168171752768,0.025786053895897117
0.277,0.061,3,0.2637994143910422,0.039253460329301215,0.628,0.13052179305084993,0.623,0.02660465495070588,0.025780842242733328
0.277,0.062,3,0.2643293970146513,0.03886022201501503,0.628,0.12915242468430987,0.6235,0.026613209798579545,0.025775685476715524
0.277,0.063,3,0.2648743950101041,0.03845535647992852,0.628,0.127742074684021,0.6235,0.026621835841681735,0.02577058611141515
0.277,0.064,3,0.2654349329769281,0.03803843398840297,0.628,0.12629189944075964,0.6235,0.02663053642477551,0.025765546840040676
0.277,0.065,3,0.26601157321756047,0.037608993889946825,0.628,0.12480039949901907,0.624,0.026639315132053802,0.02576057055278232
0.277,0.066,3,0.26660491945532777,0.0371665415753721,0.628,0.12326158120485137,0.624,0.026648175810772105,0.025755660356367352
0.277,0.067,3,0.2672156210369041,0.03671036606965711,0.6285000000000001,0.12167825385836714,0.624,0.02665712259795886,0.02575081959617614
0.277,0.068,3,0.26784437769792513,0.0362397130943913,0.6285000000000001,0.12004868236118868,0.624,0.02666615995070333,0.025746051881336184
0.277,0.069,3,0.26849194498593015,0.035754300209530715,0.6285000000000001,0.11836665032472565,0.6245,0.02667529268061921,0.025741361113293375
0.277,0.06999999999999999,3,0.269159140453842,0.03525345585830281,0.6285000000000001,0.11663345588460794,0.6245,0.02668452599320328,0.02573675151846118
0.277,0.071,3,0.2698468507608384,0.03473645167879841,0.6285000000000001,0.11484770996832028,0.6245,0.02669386553295841,0.02573222768567406
0.277,0.072,3,0.27055603984694526,0.03420249579573742,0.6285000000000001,0.11300230088687933,0.625,0.026703317435337753,0.025727794609328027
0.277,0.073,3,0.2712877583846741,0.033650725067574605,0.6285000000000001,0.11109815523747509,0.625,0.02671288838680182,0.025723457739288316
0.277,0.074,3,0.2720431547578149,0.03308019608523344,0.6285000000000001,0.10913337654145766,0.625,0.02672258569457771,0.02571922303889285
0.277,0.075,3,0.272823487877041,0.032489874670504404,0.6285000000000001,0.10709874734347273,0.6255000000000001,0.026732417368087787,0.025715097052697342
0.277,0.076,3,0.2736301422184321,0.03187811779374488,0.629,0.1049964605184328,0.6255000000000001,0.026742392214501347,0.02571108698601476
0.277,0.077,3,0.27446464556989236,0.031243956230901423,0.629,0.1028212737641455,0.626,0.026752519951491045,0.025707200798828638
0.277,0.078,3,0.27532869009957284,0.030586178393012663,0.629,0.10056526689619821,0.626,0.026762811341096485,0.0257034473173478
0.277,0.079,3,0.27622415753050344,0.02990323441874966,0.629,0.09822881239087462,0.626,0.026773278349678964,0.02569983636737643
0.277,0.08,3,0.2771531494321542,0.029193393454744553,0.629,0.09580191281374127,0.6265000000000001,0.026783934340391034,0.025696378934881463
0.277,0.081,3,0.2781180239444226,0.02845471350191229,0.629,0.0932803868090441,0.6265000000000001,0.02679479430652247,0.025693087360764564
0.277,0.08199999999999999,3,0.2791214406646357,0.02768500458758235,0.629,0.09065934406942057,0.627,0.026805875156723523,0.02568997557906091
0.277,0.08299999999999999,3,0.2801664160005653,0.026881661070651194,0.6295,0.08792480932326571,0.627,0.026817196066746533,0.025687059410841907
0.277,0.08399999999999999,3,0.2812563920928902,0.026041141940198017,0.6295,0.08507531313474824,0.627,0.026828778917437665,0.025684356930372992
0.277,0.08499999999999999,3,0.28239532354659835,0.025160944169822046,0.6295,0.08209436561482085,0.6275,0.026840648845937176,0.025681888926145518
0.277,0.086,3,0.2826736947705891,0.025006361337002916,0.6295,0.08158983818305897,0.6275,0.026847203834765215,0.025674772681927197
0.277,0.087,3,0.2828675728332406,0.02492395385197812,0.6295,0.08133163209638868,0.6275,0.026853215181042226,0.025667181759125184
0.277,0.088,3,0.28306375461232597,0.024840676349153077,0.6295,0.08107080466372638,0.6275,0.02685921711254647,0.0256595824453179
0.277,0.089,3,0.28326224161365354,0.02475653344268757,0.6295,0.08080737477205079,0.6275,0.02686520962825762,0.02565197474953562
0.277,0.09,3,0.28346303531907496,0.02467152991990394,0.6295,0.08053982519876607,0.628,0.026871192726964352,0.02564435868060543
0.277,0.091,3,0.283666137184735,0.024585326285301697,0.63,0.08026773103689892,0.628,0.02687716640725279,0.025636734247142533
0.277,0.092,3,0.2838715486392796,0.02449768866341142,0.63,0.07999303513946038,0.628,0.02688313066749467,0.02562910145754144
0.277,0.093,3,0.28407927108203423,0.02440918900662982,0.63,0.07971575824628932,0.628,0.02688908550583527,0.025621460319966972
0.277,0.094,3,0.2842893058811308,0.024319832574502518,0.63,0.07943592180836186,0.628,0.026895030920180984,0.02561381084234514
0.277,0.095,3,0.28450165437160474,0.024229624824398974,0.63,0.07915354801050285,0.628,0.026900966908186708,0.025606153032353866
0.277,0.096,3,0.2847163178534408,0.02413857141828685,0.63,0.07886833672443075,0.6285000000000001,0.026906893467242784,0.025598486897413533
0.277,0.097,3,0.28493329758958696,0.02404667822972089,0.63,0.07857712053288535,0.6285000000000001,0.026912810594461805,0.02559081244467742
0.277,0.098,3,0.2851525948039184,0.02395395135106983,0.63,0.07828337336818508,0.6285000000000001,0.026918718286664995,0.025583129681021895
0.277,0.099,3,0.285374210679163,0.023859460242565116,0.6305000000000001,0.07798711961811605,0.6285000000000001,0.02692461654036837,0.025575438613036575
0.277,0.1,3,0.28559814635478037,0.023764038206405307,0.6305000000000001,0.07768838450851044,0.6285000000000001,0.026930505351768497,0.02556773924701421
0.277,0.101,3,0.2858244029248047,0.02366778311808859,0.6305000000000001,0.07738719413022964,0.6285000000000001,0.026936384716728032,0.0255600315889405
0.277,0.10200000000000001,3,0.2860529814356331,0.023570701681535224,0.6305000000000001,0.0770830013704792,0.629,0.026942254630760894,0.02555231564448369
0.277,0.10300000000000001,3,0.2862838828837766,0.023472800851129922,0.6305000000000001,0.07677280173757803,0.629,0.026948115089017097,0.02554459141898403
0.277,0.104,3,0.2865171082135622,0.02337408784034179,0.6305000000000001,0.07646016004520036,0.629,0.026953966086267316,0.02553685891744306
0.277,0.105,3,0.2867526583147941,0.023274541417406674,0.631,0.07614510500931737,0.629,0.026959807616887058,0.025529118144512784
0.277,0.106,3,0.2869905340203609,0.02317308762113836,0.631,0.0758276663357471,0.629,0.026965639674840572,0.025521369104484597
0.277,0.107,3,0.2872307361038074,0.023070824055446897,0.631,0.07550787475232715,0.629,0.02697146225366433,0.025513611801278153
0.277,0.108,3,0.28486515074401764,0.025151153489240775,0.631,0.08264316134841845,0.629,0.026961003657721427,0.02549216052142817
0.277,0.109,3,0.2801232751345432,0.029223440793592466,0.631,0.09673790765247489,0.628,0.02693572159358799,0.025458297614661826
0.277,0.11,3,0.275942733883312,0.03282803249290995,0.631,0.10937521892915218,0.6275,0.026913938375315343,0.025427443955971362
0.277,0.111,3,0.272191668777321,0.03607461303235197,0.631,0.120893308581257,0.627,0.026894820585380192,0.025398889767956307
0.277,0.112,3,0.26878009065905806,0.039038101264980765,0.631,0.13151741653176088,0.626,0.02687780042239754,0.02537215096288155
0.277,0.11299999999999999,3,0.26564391671564286,0.04177188641678957,0.631,0.14141114920207495,0.6255000000000001,0.02686247415986528,0.02534688296689184
0.277,0.11399999999999999,3,0.26273590499537497,0.04431535191552677,0.631,0.1506991644754604,0.625,0.026848544578667425,0.02532283183651265
0.277,0.11499999999999999,3,0.26002022017842913,0.04669838886365321,0.631,0.15947156342353094,0.624,0.02683578650825969,0.02529980498159261
0.277,0.11599999999999999,3,0.25746902321547,0.04894423036287179,0.631,0.16780246669889537,0.6235,0.026824025228173256,0.025277652804476063
0.277,0.11699999999999999,3,0.25506024605712774,0.05107130194893006,0.631,0.17575107482216126,0.623,0.026813122390445976,0.025256256726055984
0.277,0.118,3,0.25277609047508887,0.0530944705254892,0.631,0.18336272148249766,0.622,0.026802966532270354,0.025235521111659973
0.277,0.119,3,0.25060198586094984,0.05502591183419535,0.631,0.19067597779266088,0.6215,0.026793466495359342,0.025215367667580695
0.277,0.12,3,0.24852584739239433,0.05687572817155876,0.631,0.1977245661207854,0.621,0.02678454674584414,0.025195731453735846
0.277,0.121,3,0.2465375363332854,0.05865239796364573,0.631,0.20453545724269584,0.6205,0.02677614397209421,0.02517655798350058
0.277,0.122,3,0.24462845974692438,0.060363109327881206,0.631,0.21112984809081578,0.6195,0.026768204563256532,0.025157801073129364
0.277,0.123,3,0.2427912684820971,0.06201401182814603,0.631,0.21752888290060932,0.619,0.02676068270817305,0.025139421219421438
0.277,0.124,3,0.24101962579145825,0.06361040941293204,0.631,0.22375011359283242,0.6185,0.026753538939887123,0.02512138435696566
0.277,0.125,3,0.23930802760867992,0.06515691032286676,0.631,0.22980837569431664,0.618,0.026746739005834942,0.025103660892945148
0.277,0.126,3,0.23765166120598955,0.06665747061187505,0.6315,0.235715943733432,0.617,0.026740252979860768,0.025086224948122286
0.277,0.127,3,0.2360462927756007,0.06811564481136458,0.6315,0.24148415089615455,0.6165,0.026734054556367678,0.025069053753181057
0.277,0.128,3,0.23448817709269804,0.06953463836145655,0.6315,0.24712419948228642,0.616,0.026728120483439456,0.025052127163660193
0.277,0.129,3,0.2329739842369061,0.07091724169379961,0.6315,0.2526451580370691,0.6155,0.026722430103263466,0.02503542726649088
0.277,0.13,3,0.2315007396356091,0.07226594798566643,0.6315,0.258055148700098,0.615,0.026716964976306656,0.025018938058067004
0.277,0.131,3,0.2300657746153665,0.07358299446371651,0.6315,0.26336107478410015,0.614,0.026711708571522295,0.025002645178735437
0.277,0.132,3,0.22866668531871925,0.07487039672829694,0.6315,0.2685690746234746,0.6135,0.026706646009097182,0.024986535692199205
0.277,0.133,3,0.22730129833768511,0.07612997747254689,0.6315,0.27368606398821577,0.613,0.026701763845364677,0.024970597900980288
0.277,0.134,3,0.2259676417830538,0.07736339066423335,0.6315,0.2787174697130719,0.6125,0.02669704989182677,0.024954821191064562
0.277,0.135,3,0.2246639207854621,0.07857214202758409,0.6315,0.28366824179886146,0.612,0.026692493061972578,0.024939195900338204
0.277,0.136,3,0.22338849663458585,0.0797576064871091,0.6315,0.28854290860585696,0.6115,0.02668808324090544,0.02492371320655483
0.277,0.137,3,0.22213986892424,0.08092104310083742,0.6315,0.29334525059670147,0.6105,0.026683811173807064,0.024908365031439218
0.277,0.138,3,0.22091666019604114,0.08206360790630558,0.6315,0.2980788430329182,0.61,0.02667966837005281,0.024893143958204373
0.277,0.139,3,0.21971760267172766,0.08318636502140285,0.6315,0.302747875246257,0.6095,0.026675647020405174,0.024878043160281384
0.277,0.14,3,0.21854152674081143,0.08429029627830739,0.6315,0.3073555980667285,0.609,0.026671739925193744,0.024863056339472885
0.277,0.14100000000000001,3,0.21738735093084446,0.08537620578353233,0.632,0.3119050222025313,0.6085,0.026667940431771404,0.024848177672066325
0.277,0.14200000000000002,3,0.21625407313593523,0.08644498250526313,0.632,0.31639894171404986,0.608,0.026664242379839605,0.02483340176170265
0.277,0.14300000000000002,3,0.21514076291786602,0.0874974650790342,0.632,0.3208399546594385,0.6075,0.02666064005347946,0.024818723598003946
0.277,0.14400000000000002,3,0.21404655472547968,0.08853438028877833,0.632,0.32522985607789145,0.6065,0.02665712813892136,0.024804138520131632
0.277,0.14500000000000002,3,0.21297064190336237,0.08955640552026119,0.632,0.32957133631366475,0.606,0.026653701687245544,0.024789642184582864
0.277,0.14600000000000002,3,0.21191227138156177,0.09056417320841494,0.632,0.33386672746095536,0.6055,0.026650356081335605,0.02477523053664417
0.277,0.14700000000000002,3,0.21087073895509362,0.09155827479135586,0.632,0.3381180038193534,0.605,0.026647087006513935,0.024760899785012364
0.277,0.148,3,0.20984538507594977,0.09253926423565667,0.632,0.342327016696033,0.6045,0.02664389042437528,0.02474664637916795
0.277,0.149,3,0.20883559109195637,0.09350766118774521,0.632,0.3464955045848468,0.604,0.026640762549408087,0.024732466989148598
0.277,0.15,3,0.20784077587644745,0.09446395379825916,0.632,0.350625102303313,0.6035,0.026637699828052894,0.024718358487421783
0.278,0.06,3,0.26315356848823096,0.04006837033895202,0.6305000000000001,0.1344355021504653,0.6255000000000001,0.026787755045556524,0.025971852739910442
0.278,0.061,3,0.2636621765262911,0.03969188292013091,0.6305000000000001,0.13311106211164497,0.626,0.0267962610195341,0.0259665662451422
0.278,0.062,3,0.26418493927918496,0.03930428710520266,0.631,0.13174847716620144,0.626,0.02680483323306935,0.02596133305278409
0.278,0.063,3,0.2647223196646335,0.03890512625773748,0.631,0.13034815374991643,0.626,0.026813474662919435,0.025956155548879735
0.278,0.064,3,0.26527481221935356,0.03849424678244883,0.631,0.12890828604110968,0.6265000000000001,0.026822188488266188,0.025951036285501133
0.278,0.065,3,0.26584294603717895,0.038071214913211346,0.631,0.12742416990895106,0.6265000000000001,0.026830978109551613,0.02594597799628112
0.278,0.066,3,0.2664272880677336,0.037635565813912954,0.631,0.12589817596564232,0.6265000000000001,0.026839847169623274,0.025940983613862018
0.278,0.067,3,0.26702844683063853,0.03718680053418306,0.631,0.12432878534577266,0.6265000000000001,0.026848799577541986,0.025936056289553543
0.278,0.068,3,0.26764707661036685,0.036724382572373974,0.631,0.1227100912181953,0.627,0.02685783953546897,0.025931199415547203
0.278,0.069,3,0.2682838822091587,0.03624773398280962,0.631,0.1210437502242561,0.627,0.02686697156912851,0.02592641665010019
0.278,0.06999999999999999,3,0.268939624350512,0.03575623095208454,0.631,0.11932852990765808,0.627,0.02687620056243904,0.025921711946182473
0.278,0.071,3,0.26961512584425884,0.035249163415499433,0.6315,0.11755814400484019,0.6275,0.026885531797023875,0.025917089584179723
0.278,0.072,3,0.27031127864721355,0.03472527637802907,0.6315,0.11573319627364394,0.6275,0.026894970997460434,0.025912554209367694
0.278,0.073,3,0.27102905198185656,0.03418430611071484,0.6315,0.11385245215599027,0.6275,0.026904524383308977,0.02590811087502591
0.278,0.074,3,0.2717695017112808,0.03362538452972128,0.6315,0.11190817934263965,0.628,0.0269141987291914,0.02590376509225017
0.278,0.075,3,0.2725337812136273,0.0330475633655407,0.6315,0.1099014677322865,0.628,0.026924001434479056,0.025899522887764252
0.278,0.076,3,0.2733231540563937,0.03244980376413991,0.6315,0.10782963832389164,0.6285000000000001,0.026933940604514928,0.025895390871337298
0.278,0.077,3,0.27413900884410886,0.03183096411169645,0.6315,0.10568340592624118,0.6285000000000001,0.02694402514576449,0.025891376314805384
0.278,0.078,3,0.27498287670708305,0.031189785702646213,0.6315,0.10346487427603179,0.6285000000000001,0.026954264877893545,0.025887487245200482
0.278,0.079,3,0.27585645202147074,0.030524875771841948,0.6315,0.10116698455057216,0.629,0.026964670666557302,0.025883732555147317
0.278,0.08,3,0.2767616171116042,0.02983396341358285,0.632,0.09878329503547094,0.629,0.02697525458171584,0.02588012213455063
0.278,0.081,3,0.27770047189849545,0.02911594437199128,0.632,0.09631280923031595,0.629,0.026986030087657053,0.025876667028737966
0.278,0.08199999999999999,3,0.2786753697433866,0.028368932500592286,0.632,0.09374293667688481,0.6295,0.026997012272736532,0.025873379629752846
0.278,0.08299999999999999,3,0.2796889611209783,0.02759074355945932,0.632,0.09107210488548602,0.6295,0.02700821812931944,0.02587027390956476
0.278,0.08399999999999999,3,0.2807442472853635,0.026778904586620102,0.632,0.08829081127928287,0.63,0.027019666897800165,0.025867365706800472
0.278,0.08499999999999999,3,0.28184464682491356,0.025930599313812447,0.632,0.08538799534397079,0.63,0.027031380493282662,0.02586467308254179
0.278,0.086,3,0.2827828867460299,0.025220347701066244,0.632,0.0829690856147401,0.63,0.027042073759063156,0.025861075003303757
0.278,0.087,3,0.282975314632098,0.025138601298803236,0.6325000000000001,0.08271083455082333,0.6305000000000001,0.02704812001246327,0.02585342076372117
0.278,0.088,3,0.28317002662050667,0.025055620373524042,0.6325000000000001,0.08244855721146568,0.6305000000000001,0.027054156648833375,0.02584575798124705
0.278,0.089,3,0.28336702413158493,0.02497177444192826,0.6325000000000001,0.08218365090213697,0.6305000000000001,0.027060183666423026,0.025838086664859084
0.278,0.09,3,0.2835663085616591,0.024887068110835128,0.6325000000000001,0.08191613459577281,0.6305000000000001,0.027066201063288928,0.025830406823332604
0.278,0.091,3,0.28376788128135677,0.024801506158418442,0.6325000000000001,0.08164602790745594,0.6305000000000001,0.027072208837283604,0.025822718465232077
0.278,0.092,3,0.28397174363386307,0.024715093539987427,0.6325000000000001,0.08137335111462171,0.6305000000000001,0.027078206986043834,0.02581502159890252
0.278,0.093,3,0.28417789693315054,0.024627835393946185,0.6325000000000001,0.08109812517784185,0.6305000000000001,0.027084195506978773,0.025807316232460714
0.278,0.094,3,0.2843863424621606,0.024539737047952526,0.6325000000000001,0.08081682089925803,0.631,0.027090174397257836,0.025799602373786295
0.278,0.095,3,0.2845970814709554,0.02445013085597737,0.633,0.08053284467716283,0.631,0.027096143653798314,0.025791880030512734
0.278,0.096,3,0.284810115174822,0.02435939561604106,0.633,0.0802463240990032,0.631,0.027102103273252645,0.025784149210018082
0.278,0.097,3,0.2850254447523433,0.024267819821588404,0.633,0.07995728217728683,0.631,0.027108053251995442,0.025776409919415672
0.278,0.098,3,0.2852430713434215,0.0241754093244035,0.633,0.07966574270291743,0.631,0.02711399358611021,0.025768662165544562
0.278,0.099,3,0.2854629960472702,0.024082170192323227,0.633,0.07937173026980303,0.631,0.027119924271375797,0.025760905954959928
0.278,0.1,3,0.285685219920354,0.023988108716549234,0.633,0.07907200905540768,0.6315,0.027125845303252495,0.025753141293923247
0.278,0.101,3,0.28590974397429886,0.02389323141918845,0.633,0.07876907803975149,0.6315,0.027131756676867912,0.025745368188392334
0.278,0.10200000000000001,3,0.28613656917374675,0.023797014828420743,0.6335,0.07846368521686997,0.6315,0.027137658387002418,0.02573758664401124
0.278,0.10300000000000001,3,0.28636569643417936,0.02369944886339326,0.6335,0.07815585761807477,0.6315,0.027143550428074432,0.025729796666100004
0.278,0.104,3,0.28659712661968867,0.023601068626146988,0.6335,0.07784562319137031,0.6315,0.027149432794125267,0.025721998259644187
0.278,0.105,3,0.2868308605407153,0.02350188128994459,0.6335,0.07753284610808353,0.632,0.027155305478803734,0.025714191429284394
0.278,0.106,3,0.28706689895173126,0.023401894292145214,0.6335,0.0772135496761891,0.632,0.02716116847535039,0.025706376179305462
0.278,0.107,3,0.28730524254888656,0.02330111534319977,0.6335,0.07689186336964435,0.632,0.027167021776581483,0.02569855251362565
0.278,0.108,3,0.2875458919676071,0.023199552435952748,0.6335,0.07656781793604925,0.632,0.02717286537487255,0.02569072043578556
0.278,0.109,3,0.2877888477801489,0.023096248173729444,0.634,0.0762414451712884,0.632,0.027178699262141715,0.025682879948937
0.278,0.11,3,0.2845000662640829,0.02595062019687968,0.634,0.08612222675300041,0.6315,0.027162293286799227,0.025656393661146002
0.278,0.111,3,0.2800405446100522,0.029787720509484604,0.634,0.09954324430052805,0.631,0.02713852411798722,0.025623795707051613
0.278,0.112,3,0.27605481270467946,0.033230209666141396,0.634,0.11173701880249585,0.6305000000000001,0.027117728703929152,0.025593755074649668
0.278,0.11299999999999999,3,0.2724427650499081,0.03636131261986298,0.634,0.12295265316614623,0.6295,0.02709926856553122,0.025565728685726048
0.278,0.11399999999999999,3,0.2691329550855404,0.03924048099810253,0.634,0.13336862216694054,0.629,0.027082688810363187,0.02553932923086375
0.278,0.11499999999999999,3,0.26607272792338543,0.04191156278398549,0.634,0.1431236010629734,0.6285000000000001,0.02706765470956706,0.02551427142394479
0.278,0.11599999999999999,3,0.2632222055656791,0.04440778806650002,0.634,0.15231917621408664,0.6275,0.027053913112287012,0.025490339288400245
0.278,0.11699999999999999,3,0.26055047738054193,0.04675492967813943,0.634,0.16103352915673613,0.627,0.02704126804622882,0.025467365460446673
0.278,0.118,3,0.2580331023135018,0.048973377080957024,0.634,0.16933362890584838,0.6265000000000001,0.027029564741616184,0.025445217630550146
0.278,0.119,3,0.2556504200874953,0.051079539459546346,0.634,0.17727094986500264,0.626,0.027018678842514837,0.02542378938259093
