Omega_over_gamma,Delta_over_gamma,gap_k1_over_gamma,gap_k2_over_gamma,gap_k3_over_gamma,gap_k4_over_gamma,winner_k_among_1_to_4
0.99875,0.0,0.24999999999999994,0.4183581943534688,0.5378858059020613,0.6366391203013553,1
1.0,0.0,0.24999999999999978,0.41852195550632976,0.5381287488919171,0.6369579138304537,1
0.0,0.1,0.5,0.5,0.5,0.5,1
0.00125,0.1,3.004824361170187e-06,9.014560762840424e-06,1.802938457687258e-05,3.0049558894070624e-05,1
0.0025,0.1,1.2019497479707481e-05,3.6059895486723166e-05,7.212400096150888e-05,0.00012021602642909148,1
0.00375,0.1,2.704461952577927e-05,8.11409630109166e-05,0.00016230324895679575,0.0002705528292314253,1
0.005,0.1,4.808119099999594e-05,0.0001442660331814296,0.0002885995010873554,0.00048114919228686443,1
0.00625,0.1,7.513061305908862e-05,0.0002254466945334292,0.0004510581620561104,0.0007521304111954237,1
0.0075,0.1,0.00010819468797219026,0.00032469786506977643,0.0006497377523381748,0.0010836582360291055,1
0.00875,0.1,0.00014727561970808616,0.00044203780615899806,0.0008847100162707551,0.0014759313695359702,1
0.01,0.1,0.0001923760146538271,0.0005774881395827395,0.0011560600551035888,0.0019291860832763134,1
0.01125,0.1,0.0002434988824653324,0.0007310738677697085,0.0014638864855865596,0.002443696956166562,1
0.0125,0.1,0.00030064763705051837,0.000902823397260176,0.0018083016247847253,0.0030197777408581964,1
0.01375,0.1,0.0003638260976858098,0.0010927685654524436,0.0021894317019328217,0.0036577823643942162,1
0.015,0.1,0.00043303849026674073,0.0013009446706897711,0.0026074170982675142,0.004358106070703541,1
0.01625,0.1,0.0005082894486937581,0.0015273905057546255,0.0030624126159106767,0.005121186713693734,1
0.0175,0.1,0.0005895840163941332,0.001772148394843678,0.003554587777020399,0.005947506211052954,1
0.01875,0.1,0.0006769276479811397,0.0020352642341081723,0.004084127154577581,0.006837592170338205,1
0.02,0.1,0.0007703262110520541,0.0023167875358476625,0.00465123073634615,0.007792019700592118,1
0.02125,0.1,0.0008697859881258331,0.002616771476460354,0.005256114323715536,0.00881141342457216,1
0.0225,0.1,0.000975313678722362,0.002935272948257973,0.005899009967330914,0.009896449708765378,1
0.02375,0.1,0.001086916401584883,0.0032723526152640204,0.006580166441628544,0.011047859130724102,1
0.025,0.1,0.0012046016970469738,0.0036280749731261125,0.0072998497606144505,0.012266429205933859,1
0.02625,0.1,0.0013283775295461896,0.004002508413283053,0.008058343737481084,0.013553007399484335,1
0.0275,0.1,0.0014582522902864604,0.004395725291535269,0.0088559505909295,0.014908504451320782,1
0.02875,0.1,0.0015942348000506491,0.004807802001189156,0.009692991601361096,0.016333898047866845,1
0.03,0.1,0.0017363343121664357,0.005238819050943834,0.01056980782044475,0.017830236877459625,1
0.03125,0.1,0.0018845605156271445,0.005688861147718889,0.011486760837922952,0.019398645112404623,1
0.0325,0.1,0.0020389235383701408,0.006158017284622394,0.012444233609933509,0.021040327366693985,1
0.03375,0.1,0.0021994339507153634,0.006646380834281589,0.013442631353575984,0.022756574185708027,1
0.035,0.1,0.0023661027689672017,0.007154049647774129,0.014482382512952318,0.02454876813272137,1
0.03625,0.1,0.002538941459181779,0.007681126159412516,0.01556393980247642,0.026418390547028825,1
0.0375,0.1,0.0027179619411032696,0.008227717497655244,0.016687781333871363,0.028367029060273767,1
0.03875,0.1,0.002903176592272418,0.008793935602440184,0.017854411833980715,0.030396385971493082,1
0.04,0.1,0.0030945982523102877,0.009379897349251648,0.019064363961307645,0.03250828759795003,1
0.04125,0.1,0.003292240227380805,0.009985724680261591,0.020318199730084027,0.034704694738557286,1
0.0425,0.1,0.003496116294835865,0.010611544742907545,0.021616512051674006,0.03698771441036887,1
0.043750000000000004,0.1,0.0037062407080473243,0.01125749003629666,0.022959926404251027,0.03935961304708773,1
0.045,0.1,0.0039226282014289265,0.01192369856585357,0.024349102642962788,0.041822831382996105,1
0.04625,0.1,0.004145293995652648,0.012610314006665065,0.02578473696426326,0.0443800012875852,1
0.0475,0.1,0.004374253803064643,0.013317485876000032,0.027267564039735667,0.047033964867339025,1
0.04875,0.1,0.004609523833304669,0.014045369715527785,0.02879835933662923,0.0497877962140154,1
0.05,0.1,0.004851120799133371,0.014794127283794402,0.030377941644481852,0.052644826256500334,1
0.051250000000000004,0.1,0.005099061922473815,0.015563926759553388,0.03200717582968149,0.05560867126997245,1
0.0525,0.1,0.00535336494067102,0.01635494295660553,0.0336869758426531,0.058683265717174866,1
0.05375,0.1,0.005614048112975778,0.01716735755083895,0.035418308005643606,0.061872900249137705,1
0.055,0.1,0.005881130227258433,0.018001359320226264,0.03720219461285046,0.06518226588649524,1
0.05625,0.1,0.006154630606958424,0.018857144398587107,0.03903971787903084,0.06861650565058179,1
0.0575,0.1,0.006434569118275155,0.019734916543994507,0.04093202427781546,0.07218127523370248,1
0.058750000000000004,0.1,0.0067209661776087,0.020634887422768346,0.04288032931689847,0.0758828147151056,1
0.06,0.1,0.007013842759253361,0.021557276910081323,0.04488592280421089,0.07972803387777087,1
0.06125,0.1,0.00731322040335676,0.02250231340828352,0.04695017466734421,0.08372461441032418,1
0.0625,0.1,0.007619121224144446,0.02347023418414253,0.04907454139807486,0.08788113325842148,1
0.06375,0.1,0.007931567918424857,0.024461285726300637,0.0512605732052,0.09220721272338271,1
0.065,0.1,0.00825058377437863,0.025475724124355437,0.05350992197232655,0.09671370474430008,1
0.06625,0.1,0.008576192680640207,0.026513815471097574,0.055824350133308526,0.10141291937124529,1
0.0675,0.1,0.008908419135683326,0.027575836289563734,0.05820574059717074,0.10631891109132112,1
0.06875,0.1,0.009247288257516459,0.028662073986718647,0.06065610787740808,0.1114478419527992,1
0.07,0.1,0.00959282579369889,0.029772827335735205,0.06317761060832278,0.11681844822037706,1
0.07125000000000001,0.1,0.009945058131688889,0.03090840698901852,0.06577256566478333,0.12245264902131786,1
0.0725,0.1,0.010304012309529577,0.03206913602432298,0.06844346414286258,0.1283763535268683,1
0.07375,0.1,0.01066971602689025,0.033255350526523196,0.07119298950915574,0.1346205518633558,1
0.075,0.1,0.011042197656466073,0.034467400207839456,0.07402403828863417,0.1412228217422023,1
0.07625,0.1,0.011421486255755786,0.035705649069593566,0.07693974373781352,0.14822946195097822,1
0.0775,0.1,0.01180761157922243,0.03697047610885709,0.07994350304599909,0.15569860327011956,1
0.07875,0.1,0.012200604090856194,0.0382622760736952,0.08303900872792726,0.1637049049199221,1
0.08,0.1,0.012600494977147644,0.039581460271070165,0.08623028502366858,0.17234694808837378,1
0.08125,0.1,0.013007316160488003,0.04092845743188225,0.08952173031607877,0.18175949230873928,1
0.0825,0.1,0.013421100313009415,0.04230371463808855,0.09291816682599796,0.19213516523589796,1
0.08375,0.1,0.013841880870881673,0.04370769831734941,0.0964248991693387,0.2037662797296151,1
0.085,0.1,0.014269692049079685,0.04514089531123628,0.1000477837841045,0.21713555088230932,1
0.08625000000000001,0.1,0.014704568856639053,0.0466038140236845,0.10379331179563754,0.23315057286732274,1
0.08750000000000001,0.1,0.015146547112417696,0.04809698565709781,0.10766870863685613,0.25395996471107396,1
0.08875,0.1,0.015595663461377501,0.04962096554434845,0.11168205475191725,0.2888572583160026,1
0.09,0.1,0.016051955391412298,0.0511763345858453,0.11584243309651558,0.3169506037996667,1
0.09125,0.1,0.01651546125073347,0.05276370080189924,0.12016011106979917,0.3103982954491162,1
0.0925,0.1,0.01698622026583929,0.05438370101181638,0.12464676722015519,0.30640999646339845,1
0.09375,0.1,0.017464272560087743,0.05603700265251812,0.12931577694443996,0.3035409627442084,1
0.095,0.1,0.01794965917289422,0.0577243057510442,0.13418257705495581,0.301320130196857,1
0.09625,0.1,0.018442422079580523,0.059446345067070104,0.13926513750298367,0.29952837831365614,1
0.0975,0.1,0.018942604211896336,0.06120389242362654,0.14458458135299043,0.29804430463123793,1
0.09875,0.1,0.019450249479241705,0.06299775924652583,0.15016601408499178,0.2967930327907366,1
0.1,0.1,0.01996540279061551,0.06482879933572847,0.15603965538711356,0.2957248721728814,1
0.10125,0.1,0.020488110077320376,0.06669791189497581,0.1622424198099818,0.29480503481622566,1
0.10250000000000001,0.1,0.021018418316451654,0.0686060448496429,0.16882018425113224,0.29400814989187674,1
0.10375000000000001,0.1,0.021556375555203122,0.07055419848693492,0.17583114491149282,0.29331510680812345,1
0.105,0.1,0.022102030936020506,0.07254342945746034,0.18335097799280312,0.2927111280460561,1
0.10625,0.1,0.022655434722638895,0.07457485518289358,0.19148114556795023,0.2921845357328644,1
0.1075,0.1,0.023216638327038283,0.07664965872114106,0.20036304924395243,0.2917259309797636,1
0.10875,0.1,0.023785694337357485,0.07876909414830398,0.21020398357357814,0.29132762983569604,1
0.11,0.1,0.024362656546800657,0.08093449252599477,0.22132962670837208,0.2909832647748451,1
0.11125,0.1,0.02494757998358564,0.08314726853360838,0.23430602210985674,0.2906874963765974,1
0.1125,0.1,0.025540520941970943,0.08540892785822388,0.25029154948245624,0.29043580037762523,1
0.11375,0.1,0.026141537014411687,0.08772107545047625,0.27256510012794477,0.29022430751498896,1
0.115,0.1,0.02675068712489173,0.0900854247735201,0.32552551217071,0.2900496811238211,1
0.11625,0.1,0.027368031563480083,0.09250380819482001,0.3149700740485118,0.2899090222405251,1
0.11750000000000001,0.1,0.027993632022170895,0.09497818869793545,0.31001277127210847,0.2897997950790058,1
0.11875000000000001,0.1,0.028627551632056658,0.09751067312479866,0.3066502105436574,0.2897197678232329,1
0.12,0.1,0.029269855001899908,0.10010352719980686,0.30410131437103527,0.28966696509043954,1
0.12125,0.1,0.029920608258161424,0.10275919263725282,0.3020570334788449,0.289639629396498,1
0.1225,0.1,0.03057987908655399,0.10548030669572936,0.30036022217434183,0.28963618964303195,1
0.12375,0.1,0.031247736775188106,0.10826972462052409,0.2989190560283334,0.2896552351378618,1
0.125,0.1,0.031924252259387415,0.11113054551196706,0.2976748292083489,0.28969549401709827,1
0.12625,0.1,0.032609498168245044,0.11406614228008512,0.2965875519001695,0.2897558151992168,1
0.1275,0.1,0.033303548873009486,0.11708019650154528,0.29562866408337696,0.28983515319616426,1
0.12875,0.1,0.034006480537379286,0.12017673919433643,0.29477700607606755,0.2899325552528832,1
0.13,0.1,0.03471837116980436,0.12336019878348677,0.2940164339593731,0.290047150397677,1
0.13125,0.1,0.03543930067788434,0.1266354578674486,0.2933343309797267,0.2901781400709765,1
0.1325,0.1,0.03616935092497103,0.13000792083778415,0.2927206371605382,0.2903247900658542,1
0.13375,0.1,0.036908605789078786,0.13348359499447568,0.2921671936417307,0.29048642356489524,1
0.135,0.1,0.03765715122421921,0.13706918859295913,0.29166728609408643,0.2906624150983769,1
0.13625,0.1,0.03841507532428129,0.14077223034082942,0.29121531845787807,0.2908521852805264,1
0.1375,0.1,0.039182468389584,0.14460121635619314,0.2908065745500541,0.29105519620605647,1
0.13875,0.1,0.03995942299623842,0.1485657926932474,0.29043704044900986,0.29127094740956383,1
0.14,0.1,0.040746034068462444,0.15267698452142422,0.29010326987049173,0.2914989723067302,1
0.14125000000000001,0.1,0.04154239895400358,0.15694748736324823,0.2898022805609918,0.29173883504969705,1
0.14250000000000002,0.1,0.04234861750282923,0.16139204217583286,0.28953147346751085,0.2919901277397711,1
0.14375000000000002,0.1,0.04316479214925953,0.16602792569016955,0.28928856889819454,0.2922524679495831,1
0.145,0.1,0.04399102799772661,0.17087560231013083,0.28907155553957853,0.2925254965141723,1
0.14625,0.1,0.04482743291235444,0.1759596075240101,0.28887864932835067,0.29280887555652346,1
0.1475,0.1,0.045674117610569276,0.1813097715286755,0.2887082599657291,0.2931022867181806,1
0.14875,0.1,0.04653119576095918,0.18696295752761644,0.2885589634229874,0.2934054295697645,1
0.15,0.1,0.047398784085623896,0.19296560543472455,0.28842947919002565,0.29371802017977067,1
0.15125,0.1,0.04827700246726152,0.1993775874067263,0.2883186513131216,0.29403978982301004,1
0.1525,0.1,0.049165974061265785,0.20627830533872643,0.2882254324853737,0.2943704838125825,1
0.15375,0.1,0.05006582541311792,0.21377685283306885,0.2881488706156456,0.29470986044139613,1
0.155,0.1,0.050976686581380534,0.22203011390898814,0.28808809742448904,0.2950576900210797,1
0.15625,0.1,0.05189869126662314,0.2312779353705274,0.2880423187089669,0.2954137540076641,1
0.1575,0.1,0.05283197694662847,0.24192023042065328,0.2880108059902348,0.29577784420479003,1
0.15875,0.1,0.05377668501825897,0.25471927471945804,0.28799288931361544,0.2961497620362691,1
0.16,0.1,0.05473296094637818,0.2715219872184609,0.2879879510145336,0.29652931788086584,1
0.16125,0.1,0.05570095442027119,0.3009194353496907,0.2879954202981884,0.296916330462999,1
0.1625,0.1,0.05668081951801664,0.3195685175920934,0.2880147685081138,0.2973106262938018,1
0.16375,0.1,0.05767271487931373,0.31330488725750494,0.2880455049806843,0.2977120391575743,1
0.165,0.1,0.05867680388729883,0.3094309156498981,0.28808717340019036,0.2981204096393373,1
0.16625,0.1,0.05969325485992627,0.30657693517825635,0.2881393485832984,0.29853558468951824,1
0.1675,0.1,0.06072224125153239,0.30430864520792056,0.288201633633305,0.2989574172223587,1
0.16875,0.1,0.061763941865252,0.30242620796023917,0.2882736574140785,0.29938576574494574,1
0.17,0.1,0.06281854107700671,0.30081951578688987,0.2883550723012937,0.29982049401409544,1
0.17125,0.1,0.06388622907184123,0.2994208679643961,0.28844555217508216,0.30026147071863407,1
0.17250000000000001,0.1,0.06496720209344879,0.29818541507477436,0.28854479062345934,0.3007085691848409,1
0.17375000000000002,0.1,0.06606166270778895,0.29708178929449525,0.28865249933041676,0.3011616671030718,1
0.17500000000000002,0.1,0.06716982008179023,0.29608712554620537,0.28876840662623626,0.30162064627375224,1
0.17625,0.1,0.06829189027818636,0.29518420407840995,0.2888922561807186,0.3020853923711461,1
0.1775,0.1,0.06942809656765539,0.2943597095648247,0.2890238058226752,0.3025557947234006,1
0.17875,0.1,0.07057866975950453,0.29360311847352094,0.28916282647123454,0.30303174610759126,1
0.18,0.1,0.07174384855226718,0.2929059595252784,0.28930910116644026,0.3035131425585325,1
0.18125,0.1,0.07292387990568852,0.2922613057585319,0.28946242418819557,0.3039998831902718,1
0.1825,0.1,0.07411901943571692,0.29166341582695415,0.2896226002540408,0.3044918700293096,1
0.18375,0.1,0.07532953183425611,0.29110747455325175,0.2897894437873842,0.30498900785860117,1
0.185,0.1,0.07655569131559797,0.2905894013315476,0.28996277824886235,0.3054912040715667,1
0.18625,0.1,0.07779778209163257,0.2901057060295048,0.29014243552436786,0.30599836853533774,1
0.1875,0.1,0.07905609887812909,0.28965337885023984,0.29032825536404455,0.3065104134625582,1
0.18875,0.1,0.08033094743460434,0.2892298049303456,0.29052008486723147,0.3070272532911383,1
0.19,0.1,0.08162264514052694,0.28883269725797095,0.2907177780088415,0.3075488045713713,1
0.19125,0.1,0.08293152161089659,0.2884600433636632,0.2909211952032908,0.3080749858598991,1
0.1925,0.1,0.0842579193545174,0.2881100625063348,0.291130202902371,0.3086057176200498,1
0.19375,0.1,0.08560219447863987,0.28778117095560685,0.2913446732239727,0.30914092212809446,1
0.195,0.1,0.08696471744401063,0.28747195359042793,0.2915644836088232,0.30968052338505475,1
0.19625,0.1,0.08834587387480322,0.28718114047613935,0.291789516502755,0.3102244470336261,1
0.1975,0.1,0.08974606542836816,0.28690758740274597,0.2920196590622006,0.3107726202799463,1
0.19875,0.1,0.09116571073027901,0.28665025960261004,0.29225480288095695,0.31132497181983476,1
0.2,0.1,0.09260524638075412,0.2864082180407564,0.2924948437363343,0.31188143176925226,1
0.20125,0.1,0.09406512803920744,0.286180607802436,0.2927396813530959,0.31244193159867684,1
0.2025,0.1,0.09554583159445496,0.2859666482024208,0.2929892191836963,0.3130064040711673,1
0.20375000000000001,0.1,0.09704785442896693,0.28576562431694363,0.2932433642034536,0.3135747831838969,1
0.20500000000000002,0.1,0.09857171678654902,0.28557687969837053,0.2935020267194949,0.31414700411290114,1
0.20625000000000002,0.1,0.10011796325395766,0.2853998100787491,0.2937651201923358,0.31472300316088136,1
0.20750000000000002,0.1,0.10168716436823214,0.28523385790462097,0.29403256106911374,0.31530271770785584,1
0.20875,0.1,0.10327991836300132,0.2850785075741368,0.29430426862758147,0.31588608616451075,1
0.21,0.1,0.10489685306868995,0.2849332812703539,0.2945801648300066,0.3164730479280547,1
0.21125,0.1,0.10653862798349037,0.2847977353029039,0.2948601741862686,0.3170635433404824,1
0.2125,0.1,0.10820593653417587,0.28467145688502027,0.29514422362541953,0.3176575136490457,1
0.21375,0.1,0.10989950854840899,0.2845540612848865,0.2954322423751333,0.3182549009688625,1
0.215,0.1,0.11162011296316304,0.2844451893000724,0.29572416184842876,0.31885564824751333,1
0.21625,0.1,0.11336856079732466,0.2843445050118432,0.29601991553717016,0.31945969923150264,1
0.2175,0.1,0.1151457084205775,0.28425169378276105,0.2963194389118486,0.3200669984345206,1
0.21875,0.1,0.11695246115534758,0.28416646046644967,0.2966226693272216,0.3206774911073706,1
0.22,0.1,0.11878977725412299,0.2840885278030038,0.2969295459333795,0.3212911232094794,1
0.22125,0.1,0.12065867230091898,0.28401763497727667,0.2972400095918931,0.3219078413819234,1
0.2225,0.1,0.1225602240933305,0.28395353632051346,0.2975540027966907,0.3225275929218641,1
0.22375,0.1,0.12449557807066611,0.2838960001384912,0.2978714695993306,0.32315032575834224,1
0.225,0.1,0.12646595336446248,0.2838448076515624,0.2981923555384135,0.3237759884293317,1
0.22625,0.1,0.1284726495605428,0.28379975203398145,0.29851660757282944,0.3244045300600246,1
0.2275,0.1,0.13051705427726196,0.2837606375414911,0.29884417401863,0.32503590034224217,1
0.22875,0.1,0.13260065168318783,0.2837272787175735,0.2991750044892321,0.3256700495149521,1
0.23,0.1,0.1347250321000304,0.28369949966996316,0.29950904983884014,0.3263069283458142,1
0.23125,0.1,0.1368919028640503,0.28367713341005585,0.299846262108772,0.3269464881137014,1
0.2325,0.1,0.13910310065274054,0.28366002124872186,0.30018659447660767,0.3275886805921684,1
0.23375,0.1,0.14136060552481666,0.2836480122428301,0.30053000120793466,0.32823345803379417,1
0.23500000000000001,0.1,0.14366655697258318,0.28364096268741673,0.3008764376105365,0.32888077315537606,1
0.23625000000000002,0.1,0.1460232723492325,0.28363873564905134,0.3012258599909017,0.329530579123929,1
0.23750000000000002,0.1,0.14843326811315535,0.2836412005364167,0.3015782256128931,0.33018282954343736,1
0.23875000000000002,0.1,0.1508992844316507,0.2836482327045908,0.3019334926584734,0.33083747844235323,1
0.24,0.1,0.15342431381380972,0.2836597130898923,0.3022916201903351,0.3314944802617595,1
0.24125,0.1,0.1560116346055074,0.28367552787247047,0.3026525681163682,0.33215378984422994,1
0.2425,0.1,0.15866485039002085,0.2836955681641572,0.303016297155817,0.3328153624232779,1
0.24375,0.1,0.16138793661214051,0.2837197297193107,0.303382768807075,0.3334791536134381,1
0.245,0.1,0.1641852961043865,0.28374791266666316,0.3037519453169891,0.3341451194009017,1
0.24625,0.1,0.16706182567325836,0.2837800212603293,0.3041237896516123,0.3348132161347002,1
0.2475,0.1,0.17002299654733777,0.28381596364837486,0.3044982654683223,0.33548340051840053,1
0.24875,0.1,0.1730749523644578,0.28385565165745663,0.3048753370892187,0.3361556296023226,1
0.25,0.1,0.1762246295808364,0.28389900059220835,0.3052549694757604,0.3368298607761923,1
0.25125000000000003,0.1,0.17947990686923881,0.2839459290481719,0.30563712820454414,0.33750605176227,1
0.2525,0.1,0.18284979246243227,0.2839963587371936,0.30602177944418574,0.33818416060890594,1
0.25375000000000003,0.1,0.18634466184534243,0.28405021432427485,0.30640888993323345,0.3388641456845013,1
0.255,0.1,0.18997656326682555,0.2841074232750134,0.306798426959082,0.3395459656718623,1
0.25625,0.1,0.19375961614712234,0.2841679157127837,0.3071903583378053,0.34022957956292693,1
0.2575,0.1,0.1977105391372852,0.2842316242849439,0.3075846523948857,0.3409149466538493,1
0.25875,0.1,0.20184936299638895,0.2842984840373717,0.30798127794678987,0.3416020265404272,1
0.26,0.1,0.20620041333020445,0.28436843229671377,0.30838020428334334,0.3422907791138492,1
0.26125,0.1,0.21079369837187223,0.28444140855979566,0.3087814011508671,0.3429811645567581,1
0.2625,0.1,0.2156669244147556,0.2845173543896583,0.30918483873604324,0.34367314333958965,1
0.26375,0.1,0.2208685209499769,0.2845962133177528,0.30959048765046737,0.34436667621722933,1
0.265,0.1,0.22646236411472825,0.2846779307518624,0.30999831891586505,0.34506172422589143,1
0.26625,0.1,0.23253551507283787,0.28476245388934446,0.3104083039499289,0.34575824868030364,1
0.2675,0.1,0.23921168058301406,0.2848497316353348,0.3108204145527578,0.34645621117108316,1
0.26875,0.1,0.24667649900830707,0.28493971452556954,0.3112346228938578,0.34715557356238713,1
0.27,0.1,0.25523017738456144,0.28503235465350935,0.3116509014997082,0.3478562979897617,1
0.27125,0.1,0.265414149538508,0.2851276056014904,0.3120692232418121,0.34855834685820203,1
0.2725,0.1,0.27839185107995645,0.2852254223756343,0.31248956132526934,0.34926168284042514,1
0.27375,0.1,0.29764714791108327,0.2853257613442543,0.312911889277817,0.34996626887530635,2
0.275,0.1,0.3308352895633611,0.28542858017957184,0.3133361809393105,0.3506720681665315,2
0.27625,0.1,0.31747718844430534,0.2855338378024814,0.3137624104516515,0.35137904418138177,2
0.2775,0.1,0.31159950926539765,0.2856414943302218,0.3141905522491211,0.35208716064970713,2
0.27875,0.1,0.307741642299412,0.2857515110267305,0.31462058104909846,0.35279638156304705,2
0.28,0.1,0.3048305970441207,0.2858638502555517,0.31505247184318985,0.35350667117388457,2
0.28125,0.1,0.3024770421940311,0.2859784754351081,0.3154861998886729,0.354217993995052,2
0.28250000000000003,0.1,0.3004940177544743,0.28609535099622435,0.3159217407003279,0.35493031479925746,2
0.28375,0.1,0.2987765900688996,0.2862144423417471,0.3163590700425809,0.3556435986187296,2
0.28500000000000003,0.1,0.2972596521623383,0.28633571580814526,0.3167981639219746,0.356357810745001,2
0.28625,0.1,0.29589987078515356,0.28645913862897315,0.31723899857992693,0.35707291672875546,2
0.28750000000000003,0.1,0.29466686567981754,0.2865846789000922,0.3176815504858045,0.35778888237981404,2
0.28875,0.1,0.29353846634330294,0.28671230554654226,0.3181257963302665,0.35850567376721093,2
0.29,0.1,0.29249796919645393,0.2868419882909778,0.3185717130188688,0.35922325721933085,2
0.29125,0.1,0.29153245827508445,0.2869736976235745,0.3190192776659469,0.3599415993241645,2
0.2925,0.1,0.2906317284984037,0.28710740477332763,0.31946846758872455,0.36066066692961124,2
0.29375,0.1,0.2897875684787209,0.2872430816806594,0.31991926030167933,0.36138042714386404,2
0.295,0.1,0.28899326727248914,0.2873807009712795,0.32037163351112186,0.3621008473358711,2
0.29625,0.1,0.28824326576203285,0.2875202359312077,0.3208255651100091,0.3628218951358282,2
0.2975,0.1,0.2875329043885919,0.2876616604829165,0.3212810331729594,0.3635435384357646,1
0.29875,0.1,0.2868582368208918,0.2878049491625191,0.32173801595146617,0.3642657453901296,1
0.3,0.1,0.28621588981745083,0.28795007709796683,0.322196491869327,0.364988484416474,1
0.30125,0.1,0.28560295612941844,0.28809701998817766,0.3226564395182367,0.3657117241961409,1
0.3025,0.1,0.28501691147538444,0.2882457540830644,0.3231178376535817,0.36643543367499987,1
0.30375,0.1,0.2844555493455705,0.2883962561644246,0.32358066519038964,0.36715958206421373,1
0.305,0.1,0.2839169292091686,0.28854850352761907,0.3240449011994655,0.36788413884103344,1
0.30625,0.1,0.28339933493370584,0.28870247396403104,0.324510524903672,0.36860907374961405,1
0.3075,0.1,0.28290124108070686,0.2888581457442451,0.3249775156743791,0.3693343568018429,1
0.30875,0.1,0.2824212853443527,0.2890154976019263,0.32544585302805656,0.37005995827820826,1
0.31,0.1,0.2819582458305534,0.28917450871834566,0.32591551662300644,0.3707858487286432,1
0.31125,0.1,0.28151102218616014,0.2893351587075417,0.32638648625624467,0.37151199897340786,1
0.3125,0.1,0.2810786198173872,0.2894974276020749,0.3268587418605074,0.37223838010396354,1
0.31375000000000003,0.1,0.28066013660697753,0.28966129583934896,0.32733226350139977,0.37296496348384556,1
0.315,0.1,0.2802547516676695,0.28982674424847016,0.3278070313746443,0.37369172074954893,1
0.31625000000000003,0.1,0.27986171576674457,0.28999375403762184,0.32828302580348184,0.374418623811382,1
0.3175,0.1,0.27948034313088044,0.29016230678194005,0.32876022723615644,0.3751456448543516,1
0.31875000000000003,0.1,0.279110004398109,0.29033238441184,0.3292386162435394,0.3758727563390002,1
0.32,0.1,0.2787501205285432,0.29050396920180116,0.3297181735168367,0.3765999310022496,1
0.32125,0.1,0.27840015752076075,0.29067704375957926,0.3301988798654208,0.37732714185822647,1
0.3225,0.1,0.278059621808637,0.2908515910158155,0.33068071621475226,0.37805436219906857,1
0.32375,0.1,0.2777280562356138,0.2910275942140452,0.331163663604395,0.3787815655957089,1
0.325,0.1,0.2774050365211945,0.2912050369010724,0.3316477031861345,0.3795087258986285,1
0.32625,0.1,0.27709016814884113,0.2913839029177006,0.3321328162221764,0.3802358172386105,1
0.3275,0.1,0.27678308361607995,0.2915641763898018,0.33261898408344465,0.38096281402743837,1
0.32875,0.1,0.27648343999715025,0.29174584171971124,0.3331061882479458,0.3816896909585713,1
0.33,0.1,0.27619091677631796,0.29192888357793945,0.3335944102992305,0.3824164230078031,1
0.33125,0.1,0.2759052139163987,0.2921132868951672,0.3340836319249276,0.3831429854338721,1
0.3325,0.1,0.2756260501323659,0.29229903685453645,0.3345738349153475,0.3838693537790432,1
0.33375,0.1,0.27535316134432847,0.29248611888421683,0.33506500116216414,0.3845955038696474,1
0.335,0.1,0.275086299287878,0.29267451865021976,0.33555711265717414,0.3853214118165998,1
0.33625,0.1,0.27482523026288164,0.2928642220494759,0.33605015149111334,0.3860470540158477,1
0.3375,0.1,0.27456973400442114,0.29305521520314826,0.3365440998525292,0.386772407148814,1
0.33875,0.1,0.27431960266177974,0.2932474844501748,0.33703894002674983,0.38749744818277465,1
0.34,0.1,0.27407463987324276,0.2934410163410343,0.3375346543948782,0.3882221543711883,1
0.34125,0.1,0.273834659926077,0.2936357976317212,0.33803122543286757,0.3889465032540106,1
0.3425,0.1,0.27359948699240305,0.2938318152779291,0.3385286357106389,0.38967047265793064,1
0.34375,0.1,0.2733689544328404,0.2940290564294216,0.3390268678912727,0.3903940406965802,1
0.34500000000000003,0.1,0.27314290416081416,0.2942275084246028,0.33952590473022315,0.3911171857706823,1
0.34625,0.1,0.27292118606125265,0.29442715878525383,0.340025729074618,0.3918398865681758,1
0.34750000000000003,0.1,0.2727036574581647,0.29462799521145716,0.3405263238625815,0.3925621220642534,1
0.34875,0.1,0.27249018262622876,0.2948300055766788,0.341027672122616,0.39328387152138594,1
0.35000000000000003,0.1,0.2722806323420722,0.2950331779230082,0.34152975697303006,0.3940051144892721,1
0.35125,0.1,0.27207488347141995,0.2952375004565658,0.34203256162139833,0.394725830804755,1
0.3525,0.1,0.27187281858871165,0.2954429615430422,0.3425360693640817,0.39544600059166873,1
0.35375,0.1,0.27167432562615507,0.29564954970339374,0.34304026358577694,0.3961656042606555,1
0.355,0.1,0.2714792975495103,0.29585725360966614,0.34354512775910023,0.39688462250890555,1
0.35625,0.1,0.2712876320581955,0.2960660620809578,0.34405064544423314,0.39760303631986954,1
0.3575,0.1,0.27109923130753627,0.29627596407950335,0.3445568002885651,0.3983208269629014,1
0.35875,0.1,0.27091400165122814,0.29648694870688785,0.3450635760264075,0.39903797599284735,1
0.36,0.1,0.27073185340225614,0.29669900520037235,0.345570956478728,0.3997544652496072,1
0.36125,0.1,0.2705527006107057,0.29691212292933516,0.34607892555290476,0.400470276857608,1
0.3625,0.1,0.27037646085704076,0.2971262913918306,0.3465874672425362,0.4011853932252457,1
0.36375,0.1,0.2702030550595776,0.2973415002112418,0.3470965656272509,0.40189979704427414,1
