k,Omega_lo,Omega_hi,Delta_lo,Delta_hi,alpha_upper_lowrank,Yim_bound,outside_pad,Yscan,sigma_center_min,sigma_scan_lower,sigma_outside_lower,sigma_global_lower,param_pert,higher_rank_margin,passed
101,0.2,0.21000000000000002,0.05,0.060000000000000005,0.09713408547991176,22.05873296451997,1.0600000000000005,23.11873296451997,1.28415033104981,1.2343254755228263,1.0600000000000005,1.0600000000000005,1.0100000000000005,0.050000000000000044,True
101,0.2,0.21000000000000002,0.060000000000000005,0.07,0.09615995812703479,22.357303057390435,1.0600000000000005,23.417303057390434,1.28526234892682,1.2354382998685434,1.0600000000000005,1.0600000000000005,1.0100000000000005,0.050000000000000044,True
101,0.2,0.21000000000000002,0.07,0.08000000000000002,0.09507213875620674,22.69692710478666,1.060000000000001,23.756927104786662,1.286592697956317,1.2366831872319746,1.060000000000001,1.060000000000001,1.010000000000001,0.050000000000000044,True
101,0.2,0.21000000000000002,0.08000000000000002,0.09000000000000001,0.09388306555465303,23.07579251076767,1.0600000000000003,24.13579251076767,1.2878597261085343,1.2379923862102533,1.0600000000000003,1.0600000000000003,1.0100000000000002,0.050000000000000044,True
101,0.2,0.21000000000000002,0.09000000000000001,0.1,0.09260524638075412,23.49200076621832,1.0600000000000003,24.55200076621832,1.2894504474071,1.2395480068253553,1.0600000000000003,1.0600000000000003,1.0100000000000002,0.050000000000000044,True
101,0.2,0.21000000000000002,0.1,0.11000000000000001,0.09125095914263998,23.94360457408198,1.060000000000001,25.003604574081983,1.2910545130420252,1.2412465358028189,1.060000000000001,1.060000000000001,1.010000000000001,0.050000000000000044,True
101,0.2,0.21000000000000002,0.11000000000000001,0.12000000000000001,0.08983201482598543,24.42864097734465,1.0600000000000003,25.488640977344648,1.2933158963050326,1.2433381688984744,1.0600000000000003,1.0600000000000003,1.0100000000000002,0.050000000000000044,True
101,0.21000000000000002,0.22000000000000003,0.05,0.060000000000000005,0.11063393862822304,23.031543587002588,1.0600000000000005,24.09154358700259,1.3061362131099978,1.2561537575353035,1.0600000000000005,1.0600000000000005,1.0100000000000005,0.050000000000000044,True
101,0.21000000000000002,0.22000000000000003,0.060000000000000005,0.07,0.10938640490294735,23.317660688842704,1.0600000000000005,24.377660688842703,1.307699536328359,1.2577453136053212,1.0600000000000005,1.0600000000000005,1.0100000000000005,0.050000000000000044,True
101,0.21000000000000002,0.22000000000000003,0.07,0.08000000000000002,0.10800241023605789,23.643493819653667,1.060000000000001,24.70349381965367,1.308796091967043,1.2589906608790322,1.060000000000001,1.060000000000001,1.010000000000001,0.050000000000000044,True
