Omega_over_gamma,Delta_over_gamma,gap1_over_gamma,gap2_over_gamma,gap2_minus_gap1,winner_k
0.2664,0.0854,0.28919819754179543,0.2814688479186217,-0.007729349623173731,2
0.2664,0.0854125,0.2884878069539344,0.28147144485962644,-0.0070163620943079485,2
0.2664,0.085425,0.28789884529855914,0.28147404219585564,-0.006424803102703491,2
0.2664,0.0854375,0.2873857013848375,0.2814766399273164,-0.00590906145752107,2
0.2664,0.08545,0.2869256932648702,0.281479238054013,-0.005446455210857237,2
0.2664,0.0854625,0.28650558899285433,0.2814818365759507,-0.005023752416903615,2
0.2664,0.085475,0.28611687115842566,0.28148443549313606,-0.0046324356652895915,2
0.2664,0.0854875,0.28575367515754535,0.2814870348055725,-0.004266640351972828,2
0.2664,0.08549999999999999,0.28541175939583185,0.28148963451326664,-0.003922124882565214,2
0.26641250000000005,0.0854,0.29223821848579934,0.28147004619550026,-0.010768172290299083,2
0.26641250000000005,0.0854125,0.29048098405570005,0.281472642876672,-0.009008341179028045,2
0.26641250000000005,0.085425,0.28942227465896453,0.2814752399530239,-0.007947034705940603,2
0.26641250000000005,0.0854375,0.2886735457989722,0.28147783742456073,-0.007195708374411469,2
0.26641250000000005,0.08545,0.2880628217686081,0.2814804352912869,-0.006582386477321178,2
0.26641250000000005,0.0854625,0.28753516449170485,0.2814830335532092,-0.006052130938495659,2
0.26641250000000005,0.085475,0.2870645747700197,0.281485632210332,-0.005578942559687661,2
0.26641250000000005,0.0854875,0.2866363034643964,0.2814882312626601,-0.005148072201736298,2
0.26641250000000005,0.08549999999999999,0.2862410275500912,0.2814908307101992,-0.004750196839891974,2
0.266425,0.0854,0.2922197307629879,0.281471244685851,-0.01074848607713691,2
0.266425,0.0854125,0.2922488913522661,0.28147384110723694,-0.010775050245029172,2
0.266425,0.085425,0.29227810327331827,0.2814764379237568,-0.010801665349561451,2
0.266425,0.0854375,0.2908594367706063,0.28147903513541556,-0.009380401635190772,2
0.266425,0.08545,0.2896582581628408,0.28148163274221843,-0.008176625420622363,2
0.266425,0.0854625,0.2888648028391415,0.28148423074417034,-0.007380572094971172,2
0.266425,0.085475,0.2882300338379572,0.28148682914127726,-0.006743204696679939,2
0.266425,0.0854875,0.2876867607705864,0.28148942793354303,-0.006197332837043379,2
0.266425,0.08549999999999999,0.28720496440436655,0.28149202712097426,-0.005712937283392283,2
0.2664375,0.0854,0.29220128043752674,0.2814724433896416,-0.010728837047885131,2
0.2664375,0.0854125,0.29223039599025297,0.2814750395512882,-0.010755356438964747,2
0.2664375,0.085425,0.29225956265806463,0.2814776361080213,-0.010781926550043341,2
0.2664375,0.0854375,0.2922887806690352,0.2814802330598487,-0.01080854760918648,2
0.2664375,0.08545,0.292318050252947,0.2814828304067737,-0.010835219846173305,2
0.2664375,0.0854625,0.29134444922870895,0.28148542814880195,-0.009859021079906993,2
0.2664375,0.085475,0.28990896572282476,0.28148802628593744,-0.00842093943688732,2
0.2664375,0.0854875,0.2890623161995377,0.28149062481818804,-0.007571691381349666,2
0.2664375,0.08549999999999999,0.28840077980913936,0.2814932237455571,-0.0069075560635822875,2
0.26645,0.0854,0.29218286733777654,0.2814736423068378,-0.01070922503093874,2
0.26645,0.0854125,0.2922119380496062,0.281476238208791,-0.010735699840815238,2
0.26645,0.085425,0.2922410596613635,0.2814788345057854,-0.010762225155578065,2
0.26645,0.0854375,0.29227023239948086,0.28148143119782637,-0.010788801201654485,2
0.26645,0.08545,0.2922994564920885,0.28148402828492003,-0.010815428207168465,2
0.26645,0.0854625,0.2923287321690061,0.28148662576706995,-0.010842106401936169,2
0.26645,0.085475,0.29235805966174255,0.2814892236442821,-0.01086883601746047,2
0.26645,0.0854875,0.2923874392034662,0.2814918219165626,-0.010895617286903636,2
0.26645,0.08549999999999999,0.2901785299067324,0.2814944205839147,-0.008684109322817657,2
0.26646250000000005,0.0854,0.29216449129334676,0.28147484143740803,-0.010689649855938732,2
0.26646250000000005,0.0854125,0.2921935173584997,0.28147743707971384,-0.010716080278785844,2
0.26646250000000005,0.085425,0.29222259410995927,0.2814800331170148,-0.010742560992944461,2
0.26646250000000005,0.0854375,0.29225172177253983,0.2814826295493152,-0.010769092223224641,2
0.26646250000000005,0.08545,0.2922809005727347,0.28148522637662254,-0.01079567419611216,2
0.26646250000000005,0.0854625,0.29231013073869316,0.28148782359894076,-0.010822307139752407,2
0.26646250000000005,0.085475,0.2923394125002835,0.28149042121627554,-0.010848991284007958,2
0.26646250000000005,0.0854875,0.2923687460890813,0.2814930192286308,-0.010875726860450519,2
0.26646250000000005,0.08549999999999999,0.2923981317383949,0.28149561763601366,-0.010902514102381244,2
0.266475,0.0854,0.2921461521350811,0.2814760407813186,-0.010670111353762501,2
0.266475,0.0854125,0.2921751337463972,0.28147863616402263,-0.010696497582374564,2
0.266475,0.085425,0.29220416583191505,0.28148123194167546,-0.010722933890239594,2
0.266475,0.0854375,0.29223324861484345,0.2814838281142823,-0.010749420500561158,2
0.266475,0.08545,0.29226238232005297,0.28148642468184953,-0.010775957638203437,2
0.266475,0.0854625,0.29229156717405563,0.2814890216443817,-0.010802545529673913,2
0.266475,0.085475,0.2923208034050644,0.2814916190018846,-0.010829184403179815,2
0.266475,0.0854875,0.29235009124297967,0.28149421675436237,-0.0108558744886173,2
0.266475,0.08549999999999999,0.2923794309194176,0.28149681490182116,-0.010882616017596436,2
0.2664875,0.0854,0.2921278496950654,0.28147724033853605,-0.01065060935652934,2
0.2664875,0.0854125,0.2921567870440044,0.28147983546168354,-0.010676951582320848,2
0.2664875,0.085425,0.29218577465654105,0.281482430979734,-0.010703343676807031,2
0.2664875,0.0854375,0.29221481275429695,0.2814850268926941,-0.010729785861602836,2
0.2664875,0.08545,0.29224390156052454,0.28148762320056736,-0.010756278359957183,2
0.2664875,0.0854625,0.29227304130013754,0.2814902199033592,-0.01078282139677833,2
0.2664875,0.085475,0.2923022321996929,0.28149281700107587,-0.010809415198617056,2
0.2664875,0.0854875,0.2923314744874249,0.28149541449372195,-0.010836059993702962,2
0.2664875,0.08549999999999999,0.29236076839330094,0.2814980123813024,-0.010862756011998542,2
0.2665,0.0854,0.29210958380660534,0.2814784401090271,-0.010631143697578227,2
0.2665,0.0854125,0.29213847708326096,0.2814810349726644,-0.010657442110596549,2
0.2665,0.085425,0.29216742041439336,0.2814836302311593,-0.010683790183234065,2
0.2665,0.0854375,0.29219641402006086,0.28148622588451666,-0.010710188135544196,2
0.2665,0.08545,0.29222545812191963,0.2814888219327417,-0.010736636189177917,2
0.2665,0.0854625,0.29225455294326874,0.28149141837584013,-0.010763134567428612,2
0.2665,0.085475,0.29228369870904936,0.28149401521381684,-0.010789683495232516,2
0.2665,0.0854875,0.29231289564587326,0.2814966124466762,-0.010816283199197085,2
0.2665,0.08549999999999999,0.29234214398201613,0.2814992100744259,-0.010842933907590224,2
