Omega_over_gamma,Delta_over_gamma,alpha_over_gamma,min_sigma_min_Mk_on_boundary,y_at_min_sigma,min_abs_det_Mk_on_boundary,y_at_min_abs_det
0.2657,0.07819999999999999,0.27996375731428147,0.023255472059199554,0.59775,0.06894978306708689,0.596
0.2657,0.0783,0.27998283503359,0.02324728703454392,0.59775,0.06892621739606207,0.596
0.2657,0.0784,0.2800019380125494,0.023239092119130708,0.59775,0.06890262416861778,0.596
0.2657,0.0785,0.2800210662540048,0.023230887316764474,0.59775,0.06887900339994191,0.596
0.2657,0.0786,0.28004021976080623,0.02322266737032439,0.5978,0.06885535510526888,0.596
0.2657,0.07869999999999999,0.2800593985357976,0.023214434101104853,0.5978,0.06883166873691977,0.59605
0.2657,0.0788,0.2800786025818275,0.02320619093916872,0.5978,0.06880793478925995,0.59605
0.2657,0.0789,0.2800978319017399,0.023197937888360352,0.5978,0.06878417330438191,0.59605
0.2657,0.079,0.2801170864983828,0.023189674952537934,0.5978,0.06876038429768035,0.59605
0.2657,0.0791,0.28013636637460243,0.023181402135578195,0.5978,0.06873656778461404,0.59605
0.2657,0.07919999999999999,0.280155671533242,0.02317311944137779,0.5978,0.06871272378071006,0.59605
0.2657,0.0793,0.2801750019771482,0.023164826873847688,0.5978,0.06868885230154727,0.59605
0.2657,0.0794,0.2801943577091667,0.023156524436917653,0.5978,0.06866494730707898,0.5961
0.2657,0.0795,0.2802137387321407,0.02314820334212426,0.59785,0.06864098992472906,0.5961
0.2657,0.07959999999999999,0.2802331450489163,0.02313987234044989,0.59785,0.06861700505638031,0.5961
0.2657,0.0797,0.2802525766623357,0.023131531463768805,0.59785,0.06859299271777966,0.5961
0.2657,0.0798,0.28027203357524344,0.02312318071605163,0.59785,0.06856895292472964,0.5961
0.2657,0.0799,0.2802915157904824,0.023114820101287292,0.59785,0.06854488569309806,0.5961
0.2657,0.08,0.28031102331089675,0.02310644962348197,0.59785,0.06852079103881083,0.5961
0.2657,0.08009999999999999,0.28033055613932717,0.023098069286661922,0.59785,0.06849666547071838,0.59615
0.2657,0.0802,0.28035011427861645,0.02308967909486985,0.59785,0.06847248466382658,0.59615
0.2657,0.0803,0.2803696977316056,0.02308127469011634,0.5979,0.06844827642404934,0.59615
0.2657,0.0804,0.2803893065011369,0.02307285584541796,0.5979,0.06842404076747709,0.59615
0.2657,0.0805,0.2804089405900486,0.02306442714027689,0.5979,0.06839977771027297,0.59615
0.2657,0.08059999999999999,0.28042860000118247,0.023055988578777137,0.5979,0.0683754872686532,0.59615
0.2657,0.0807,0.28044828473737743,0.023047540165023073,0.5979,0.06835116945890365,0.59615
0.2657,0.0808,0.2804679948014711,0.023039081903138286,0.5979,0.0683268213648693,0.5962
0.2657,0.0809,0.28048773019630463,0.02303061379726173,0.5979,0.0683024171539012,0.5962
0.2657,0.081,0.2805074909247127,0.02302213585155481,0.5979,0.06827798556509147,0.5962
0.2657,0.08109999999999999,0.2805272769895349,0.023013647388934858,0.59795,0.06825352661488683,0.5962
0.2657,0.0812,0.28054708839360565,0.023005140702319234,0.59795,0.06822904031981002,0.5962
0.2657,0.0813,0.2805669251397613,0.022996624170541758,0.59795,0.06820452669644254,0.5962
0.2657,0.0814,0.2805867872308371,0.0229880977978063,0.59795,0.06817998576143205,0.5962
0.2657,0.0815,0.2806066746696661,0.02297956158833559,0.59795,0.06815541318421095,0.59625
0.2657,0.08159999999999999,0.28062658745908464,0.022971015546369062,0.59795,0.06813078560020559,0.59625
0.2657,0.0817,0.28064652560192266,0.022962459676169434,0.59795,0.0681061306953779,0.59625
0.2657,0.0818,0.28066648910101416,0.02295389398201491,0.59795,0.06808144848654368,0.59625
0.2657,0.0819,0.2806864779591894,0.022945318468204873,0.59795,0.06805673899059263,0.59625
0.2657,0.08199999999999999,0.28070649217927923,0.022936726188069037,0.598,0.06803200222447726,0.59625
0.2657,0.08209999999999999,0.2807265317641134,0.022928121836033436,0.598,0.06800723820521765,0.59625
0.2657,0.0822,0.28074659671652136,0.02291950765918297,0.598,0.06798243918252832,0.5962999999999999
0.2657,0.0823,0.28076668703932994,0.022910883661862714,0.598,0.0679575882673619,0.5962999999999999
0.2657,0.0824,0.2807868027353659,0.0229022498484364,0.598,0.06793271009041693,0.5962999999999999
0.2657,0.08249999999999999,0.28080694380745663,0.02289360622328626,0.598,0.06790780466888688,0.5962999999999999
0.2657,0.08259999999999999,0.2808271102584269,0.022884952790815774,0.598,0.06788287202003773,0.5962999999999999
0.2657,0.0827,0.2808473020911016,0.022876289555446638,0.598,0.06785791216120027,0.5962999999999999
0.2657,0.0828,0.28086751930830217,0.02286761160917127,0.59805,0.06783292510978038,0.5962999999999999
0.2657,0.0829,0.28088776191285353,0.02285891944795022,0.59805,0.06780789767419482,0.5963499999999999
0.2657,0.08299999999999999,0.28090802990757413,0.022850217478826696,0.59805,0.06778282348084884,0.5963499999999999
0.2657,0.0831,0.28092832329528633,0.02284150570626793,0.59805,0.06775772208684058,0.5963499999999999
0.2657,0.0832,0.2809486420788086,0.022832784134764278,0.59805,0.06773259350975347,0.5963499999999999
0.2657,0.0833,0.2809689862609589,0.02282405276882497,0.59805,0.06770743776723928,0.5963499999999999
0.2657,0.0834,0.28098935584455487,0.022815311612979793,0.59805,0.06768225487701687,0.5963499999999999
0.2657,0.08349999999999999,0.28100975083241214,0.022806560671778404,0.59805,0.06765704485687732,0.5963499999999999
0.2657,0.0836,0.28103017122734514,0.022797796302660298,0.5981,0.06763178703569829,0.5963999999999999
0.2657,0.0837,0.2810506170321679,0.022789016348174315,0.5981,0.06760648962853621,0.5963999999999999
0.2657,0.0838,0.28107108824969185,0.022780226603485554,0.5981,0.06758116508396081,0.5963999999999999
0.2657,0.0839,0.2810915848827298,0.022771427073190537,0.5981,0.06755581341994393,0.5963999999999999
0.2657,0.08399999999999999,0.2811121069340902,0.022762617761909618,0.5981,0.06753043465453573,0.5963999999999999
0.2657,0.0841,0.2796047994559581,0.024033406074511703,0.5981,0.07146878979097303,0.5962
0.2657,0.0842,0.27815627183020625,0.025255275945305442,0.5981,0.07527204415773894,0.596
0.2657,0.0843,0.27689419816429883,0.02632117431194418,0.59805,0.07860324833067969,0.5958
0.2657,0.0844,0.27576457412745453,0.0272762763266512,0.59805,0.08159880214542824,0.59565
0.2657,0.08449999999999999,0.27473519535596447,0.02814751511795045,0.59805,0.08434006550838999,0.5954499999999999
0.2657,0.0846,0.27378503810322236,0.028952473202553435,0.59805,0.08688019978833345,0.5952999999999999
0.2657,0.0847,0.27289948627182875,0.02970337496254812,0.59805,0.0892561902339534,0.59515
0.2657,0.0848,0.27206789543541227,0.030409119830056747,0.598,0.0914949753505344,0.595
0.2657,0.0849,0.27128223140311886,0.03107642777732969,0.598,0.09361689441928334,0.5949
0.2657,0.08499999999999999,0.27053625537354303,0.031710522239930726,0.598,0.09563772982337092,0.59475
0.2657,0.0851,0.26982500932756176,0.032315550699839476,0.598,0.09757008727490829,0.5946
0.2657,0.0852,0.26914447664998625,0.0328948733076509,0.598,0.09942413155963217,0.5945
0.2657,0.0853,0.26849135017589304,0.033451256853094295,0.598,0.10120824913510378,0.5943499999999999
0.2657,0.0854,0.26786286883378785,0.03398701137536781,0.598,0.10292945465946593,0.59425
0.2657,0.08549999999999999,0.26725669962327864,0.0345040888642442,0.598,0.10459367912870386,0.5941
0.2657,0.0856,0.2666708504471327,0.03500415615983328,0.598,0.1062059505432844,0.594
0.2657,0.0857,0.2661036044835666,0.03548864628987801,0.59795,0.10777066806704588,0.5939
0.2657,0.0858,0.26555346993438317,0.03595881045808187,0.59795,0.1092916183466041,0.5938
0.2657,0.0859,0.2650191409662298,0.03641574240054857,0.59795,0.11077209598439879,0.59365
0.2657,0.086,0.26449946694315507,0.03686040503666162,0.59795,0.11221504535281736,0.59355
0.2657,0.0861,0.263993427897636,0.0372936519729396,0.59795,0.11362306709669744,0.5934499999999999
0.2657,0.0862,0.2635001147618487,0.03771624403790901,0.59795,0.11499847376643332,0.5933499999999999
0.2657,0.0863,0.26301871327761006,0.03812886274041665,0.59795,0.11634333789807431,0.5932499999999999
0.2657,0.0864,0.2625484907823085,0.03853212132263553,0.59795,0.11765952537009956,0.59315
0.2657,0.0865,0.2620887852670608,0.038926573912675136,0.59795,0.11894872303499769,0.59305
0.2657,0.0866,0.2616389962476382,0.039312723161036615,0.59795,0.12021246178177303,0.59295
0.2657,0.0867,0.26119857709444366,0.03969102665673065,0.59795,0.1214521359197303,0.59285
0.2657,0.0868,0.26076702854668243,0.04006190235292481,0.59795,0.1226690195755519,0.59275
0.2657,0.08689999999999999,0.2603438931948747,0.04042573318264558,0.59795,0.12386428064731607,0.59265
0.2657,0.087,0.2599287507609416,0.04078287100735751,0.59795,0.12503899274564603,0.59255
0.2657,0.0871,0.2595212140394695,0.04113363765629783,0.5979,0.126194145465713,0.5924499999999999
0.2657,0.0872,0.25912092539056153,0.04147833503761609,0.5979,0.12733065326631912,0.5923499999999999
0.2657,0.0873,0.25872755369541944,0.04181724039838854,0.5979,0.1284493631801102,0.5922499999999999
0.2657,0.08739999999999999,0.25834079170230034,0.0421506110070123,0.5979,0.12955106153738905,0.59215
0.2657,0.0875,0.25796035370343995,0.04247868610174157,0.5979,0.13063646650585586,0.5921
0.2657,0.0876,0.2575859734939291,0.04280168859843425,0.5979,0.13170626481916625,0.592
0.2657,0.0877,0.2572174025718862,0.043119826596446205,0.5979,0.13276110032409705,0.5919
0.2657,0.0878,0.25685440854600344,0.04343329471104975,0.5979,0.13380156887235561,0.5918
0.2657,0.08789999999999999,0.25649677372205415,0.043742275256140745,0.5979,0.13482822885871967,0.5917
0.2657,0.088,0.25614429384439796,0.04404693929727699,0.5979,0.13584158426324594,0.59165
0.2657,0.0881,0.2557967769722581,0.0443474475919701,0.5979,0.1368421390914859,0.59155
0.2657,0.0882,0.255454042473569,0.04464395143161576,0.5979,0.1378303650577833,0.5914499999999999
0.2657,0.08829999999999999,0.25511592012171186,0.04493659339734496,0.5979,0.13880669953936275,0.5913499999999999
0.2657,0.08839999999999999,0.25478224928261706,0.045225508040273886,0.5979,0.1397715260152592,0.5912999999999999
0.2657,0.0885,0.2544528781814173,0.045510822495194905,0.5979,0.14072525999273305,0.5912
0.2657,0.0886,0.2541276632393687,0.04579265703547821,0.5979,0.141668274137272,0.5911
0.2657,0.0887,0.25380646847301297,0.04607112557589622,0.5979,0.14260089665857073,0.59105
0.2657,0.08879999999999999,0.25348916494855755,0.046346336129249335,0.5979,0.14352346642655275,0.59095
0.2657,0.08889999999999999,0.2531756302854626,0.046618391221817275,0.5979,0.14443631271592383,0.59085
0.2657,0.089,0.25286574820388924,0.046887388272112404,0.5979,0.14533971060104964,0.5908
0.2657,0.0891,0.2525594081113834,0.04715341993680243,0.5979,0.14623395508072465,0.5907
0.2657,0.0892,0.25225650472473615,0.047416574427198176,0.5979,0.14711933155752993,0.5906
0.2657,0.08929999999999999,0.2519569377234218,0.04767693579931929,0.5979,0.1479960624346226,0.59055
0.2657,0.0894,0.2516606114314651,0.04793458422017035,0.5979,0.14886442605010758,0.5904499999999999
0.2657,0.0895,0.25136743452495064,0.048189596212559624,0.5979,0.14972464901346166,0.5903999999999999
0.2657,0.0896,0.25107731976267406,0.04844204477599484,0.59785,0.15057694085518195,0.5902999999999999
0.2657,0.0897,0.2507901837377771,0.0486919991438689,0.59785,0.15142154575079686,0.5902
0.2657,0.08979999999999999,0.2505059466483786,0.04893952699330493,0.59785,0.15225863137659573,0.59015
0.2657,0.0899,0.25022453208546247,0.04918469235605372,0.59785,0.15308842790540178,0.59005
0.2657,0.09,0.24994586683648584,0.049427556587031976,0.59785,0.15391110560112511,0.59
0.26580000000000004,0.074,0.2758586471580401,0.02641254569381698,0.59775,0.07874700871589028,0.5954999999999999
0.26580000000000004,0.0741,0.2759611761974035,0.026333781337573445,0.59775,0.07850277016841438,0.5954999999999999
0.26580000000000004,0.0742,0.2760641998525079,0.02625461701112012,0.59775,0.07825734883869774,0.59555
0.26580000000000004,0.07429999999999999,0.2761677229865339,0.026175048698239233,0.59775,0.07801069261210021,0.59555
0.26580000000000004,0.0744,0.27627175054642805,0.026095064325546705,0.5978,0.07776284896721396,0.59555
0.26580000000000004,0.0745,0.27637628756492816,0.02601466677301336,0.5978,0.07751374833977714,0.5956
0.26580000000000004,0.0746,0.27648133916264894,0.025933852693574507,0.5978,0.07726341542653078,0.5956
0.26580000000000004,0.0747,0.27658691055022855,0.025852617782829115,0.5978,0.07701183963556119,0.59565
0.26580000000000004,0.07479999999999999,0.2766930070305543,0.025770957660133403,0.5978,0.07675896740510776,0.59565
0.26580000000000004,0.0749,0.2767996340010503,0.02568886786671177,0.5978,0.07650484635887421,0.59565
0.26580000000000004,0.075,0.27690679695604126,0.025606343863704053,0.5978,0.07624940198437706,0.5957
0.26580000000000004,0.0751,0.27701450148919043,0.02552337753334186,0.59785,0.0759926635526864,0.5957
0.26580000000000004,0.0752,0.27712275329602737,0.025439961931875504,0.59785,0.075734612559517,0.59575
0.26580000000000004,0.07529999999999999,0.2772315581765378,0.025356097927730196,0.59785,0.07547520208864326,0.59575
0.26580000000000004,0.0754,0.27734092203786465,0.025271780639615587,0.59785,0.0752144757152302,0.59575
0.26580000000000004,0.0755,0.27745085089707466,0.02518700509536948,0.59785,0.07495234947598443,0.5958
0.26580000000000004,0.0756,0.27756135088403616,0.025101766229578354,0.59785,0.07468886566463127,0.5958
0.26580000000000004,0.07569999999999999,0.2776724282443853,0.02501605888112723,0.59785,0.07442398904428879,0.59585
0.26580000000000004,0.07579999999999999,0.2777840893425932,0.02492987779066608,0.59785,0.07415768792005616,0.59585
0.26580000000000004,0.0759,0.27789634066514174,0.024843208475691023,0.5979,0.0738899973536434,0.59585
0.26580000000000004,0.076,0.27800918882380365,0.0247560540864885,0.5979,0.07362081912205934,0.5959
0.26580000000000004,0.0761,0.2781226405590456,0.02466840947761175,0.5979,0.07335021751255404,0.5959
0.26580000000000004,0.07619999999999999,0.27823670274353873,0.024580268968125943,0.5979,0.07307813114986568,0.59595
0.26580000000000004,0.07629999999999999,0.2783513823858053,0.02449162676476278,0.5979,0.07280455267450892,0.59595
0.26580000000000004,0.0764,0.278466686633988,0.024402476958805704,0.5979,0.07252949085969779,0.596
0.26580000000000004,0.0765,0.2785826227797535,0.02431281352286354,0.5979,0.07225286708008131,0.596
0.26580000000000004,0.0766,0.27869919826234346,0.024222624159658288,0.59795,0.07197473815830416,0.596
0.26580000000000004,0.07669999999999999,0.2788164206727703,0.024131904908465604,0.59795,0.07169501951852424,0.59605
0.26580000000000004,0.0768,0.2789342977581615,0.024040653107686123,0.59795,0.0714137378529616,0.59605
0.26580000000000004,0.0769,0.2790528374262786,0.02394886221878817,0.59795,0.071130863015934,0.5961
0.26580000000000004,0.077,0.2791720477501907,0.02385652556651589,0.59795,0.07084635296832159,0.5961
0.26580000000000004,0.0771,0.2792919369731315,0.023763636334873193,0.59795,0.07056024450010709,0.59615
0.26580000000000004,0.07719999999999999,0.2794125135135415,0.023670187562956937,0.59795,0.07027242724942448,0.59615
0.26580000000000004,0.0773,0.27953378597030193,0.02357616828714363,0.598,0.0699829716353997,0.59615
0.26580000000000004,0.0774,0.27965576312816987,0.02348156858505574,0.598,0.0696917977917088,0.5962
0.26580000000000004,0.0775,0.2797784539634259,0.023386387446036414,0.598,0.06939891084696037,0.5962
0.26580000000000004,0.0776,0.2798605550184737,0.023325264971144302,0.598,0.06921151500882854,0.59625
0.26580000000000004,0.07769999999999999,0.27987946626622107,0.023317151001939977,0.598,0.06918813203903904,0.59625
0.26580000000000004,0.0778,0.2798984027336864,0.023309027138286413,0.598,0.06916472145533818,0.59625
0.26580000000000004,0.0779,0.2799173644237012,0.023300893383899998,0.598,0.06914128327259741,0.59625
0.26580000000000004,0.078,0.27993635133910416,0.023292749742507963,0.598,0.0691178175057284,0.59625
0.26580000000000004,0.0781,0.27995536348272604,0.02328459386362693,0.59805,0.06909432416972225,0.59625
0.26580000000000004,0.07819999999999999,0.2799744008574036,0.02327642183945514,0.59805,0.06907080327961244,0.59625
0.26580000000000004,0.0783,0.2799934634659699,0.0232682399224591,0.59805,0.06904725485050169,0.59625
0.26580000000000004,0.0784,0.28001255131125913,0.023260048116408378,0.59805,0.06902365347546503,0.5962999999999999
0.26580000000000004,0.0785,0.2800316643961054,0.023251846425089245,0.59805,0.06900001952583507,0.5962999999999999
0.26580000000000004,0.0786,0.28005080272334254,0.02324363485230547,0.59805,0.06897635802581917,0.5962999999999999
0.26580000000000004,0.07869999999999999,0.28006996629580294,0.02323541340187914,0.59805,0.06895266899067477,0.5962999999999999
0.26580000000000004,0.0788,0.28008915511632143,0.02322718207764692,0.59805,0.06892895243571298,0.5962999999999999
0.26580000000000004,0.0789,0.2801083691877318,0.023218940883463664,0.59805,0.06890520837630673,0.5962999999999999
0.26580000000000004,0.079,0.2801276085128652,0.023210684523819677,0.5981,0.06888143682789591,0.5962999999999999
0.26580000000000004,0.0791,0.2801468730945556,0.023202414849105887,0.5981,0.06885761778420424,0.5963499999999999
0.26580000000000004,0.07919999999999999,0.2801661629356346,0.023194135298771894,0.5981,0.0688337604650829,0.5963499999999999
0.26580000000000004,0.0793,0.2801854780389365,0.023185845876711634,0.5981,0.06880987564605202,0.5963499999999999
0.26580000000000004,0.0794,0.2802048184072891,0.023177546586841413,0.5981,0.06878596334271588,0.5963499999999999
0.26580000000000004,0.0795,0.2802241840435277,0.023169237433089223,0.5981,0.06876202357072014,0.5963499999999999
0.26580000000000004,0.07959999999999999,0.2802435749504827,0.023160918419404354,0.5981,0.06873805634578367,0.5963499999999999
0.26580000000000004,0.0797,0.28026299113098396,0.02315258954975385,0.5981,0.06871406168368759,0.5963499999999999
0.26580000000000004,0.0798,0.280282432587862,0.023144250466634417,0.59815,0.06869002302727677,0.5963999999999999
0.26580000000000004,0.0799,0.2803018993239474,0.023135893028414276,0.59815,0.06866594234505201,0.5963999999999999
0.26580000000000004,0.08,0.28032139134207046,0.023127525728689566,0.59815,0.06864183421526432,0.5963999999999999
0.26580000000000004,0.08009999999999999,0.2803409086450598,0.023119148571468767,0.59815,0.06861769865385635,0.5963999999999999
0.26580000000000004,0.0802,0.2803604512357428,0.023110761560778573,0.59815,0.06859353567683561,0.5963999999999999
0.26580000000000004,0.0803,0.2803800191169502,0.023102364700661418,0.59815,0.0685693453002624,0.5963999999999999
0.26580000000000004,0.0804,0.28039961229150845,0.023093957995180502,0.59815,0.06854512754027021,0.5963999999999999
0.26580000000000004,0.0805,0.28041923076224384,0.02308554144841709,0.59815,0.06852086732233659,0.5964499999999999
0.26580000000000004,0.08059999999999999,0.28043887453198546,0.0230771150644679,0.59815,0.06849656329359488,0.5964499999999999
0.26580000000000004,0.0807,0.2804585436035576,0.02306867369384636,0.5982,0.06847223187154734,0.5964499999999999
0.26580000000000004,0.0808,0.28047823797978666,0.023060218643942657,0.5982,0.06844787307248826,0.5964499999999999
0.26580000000000004,0.0809,0.280497957663497,0.023051753751479123,0.5982,0.0684234869127796,0.5964499999999999
0.26580000000000004,0.081,0.28051770265751386,0.023043279020596306,0.5982,0.0683990734088443,0.5964499999999999
0.26580000000000004,0.08109999999999999,0.28053747296466097,0.023034794455455154,0.5982,0.06837463257717166,0.5964499999999999
0.26580000000000004,0.0812,0.28055726858776037,0.02302630006023551,0.5982,0.06835014884406149,0.5965
0.26580000000000004,0.0813,0.2805770895296351,0.023017795839134984,0.5982,0.06832562149584898,0.5965
0.26580000000000004,0.0814,0.28059693579310746,0.023009281796369643,0.5982,0.0683010668105369,0.5965
0.26580000000000004,0.0815,0.2806168073809973,0.023000756106927697,0.59825,0.06827648480478773,0.5965
0.26580000000000004,0.08159999999999999,0.28063670429612586,0.022992213310510358,0.59825,0.06825187549532485,0.5965
0.26580000000000004,0.0817,0.2806566265413127,0.02298366068719627,0.59825,0.06822723889893924,0.5965
0.26580000000000004,0.0818,0.2806765741193761,0.022975098241246498,0.59825,0.06820257503248918,0.5965
0.26580000000000004,0.0819,0.280696547033134,0.022966525976941408,0.59825,0.06817786582559056,0.59655
0.26580000000000004,0.08199999999999999,0.2807165452854037,0.022957943898580475,0.59825,0.06815311519566081,0.59655
0.26580000000000004,0.08209999999999999,0.2807365688790023,0.02294935201048164,0.59825,0.06812833728684235,0.59655
0.26580000000000004,0.0822,0.2807566178167434,0.02294075031698455,0.59825,0.06810353211617183,0.59655
0.26580000000000004,0.0823,0.280776692101443,0.022932138822445502,0.59825,0.0680786997007442,0.59655
0.26580000000000004,0.0824,0.28079679173591426,0.02292350902346513,0.5982999999999999,0.0680538400577273,0.59655
0.26580000000000004,0.08249999999999999,0.28081691672297104,0.022914868678310874,0.5982999999999999,0.06802895320435146,0.59655
0.26580000000000004,0.08259999999999999,0.2808370670654236,0.022906218527058358,0.5982999999999999,0.06800401655997651,0.5966
0.26580000000000004,0.0827,0.2808572427660837,0.022897558574109956,0.5982999999999999,0.06797904269706624,0.5966
0.26580000000000004,0.0828,0.2808774438277612,0.022888888823889262,0.5982999999999999,0.06795404161553192,0.5966
0.26580000000000004,0.0829,0.2808976702532641,0.022880209280839517,0.5982999999999999,0.06792901333278802,0.5966
0.26580000000000004,0.08299999999999999,0.28091792204540217,0.022871519949422412,0.5982999999999999,0.06790395786631058,0.5966
0.26580000000000004,0.0831,0.28093819920698043,0.022862820834122017,0.5982999999999999,0.06787887523365388,0.5966
0.26580000000000004,0.0832,0.2809585017408052,0.02285410510790137,0.5983499999999999,0.0678537654524351,0.5966
0.26580000000000004,0.0833,0.2809788296496814,0.022845377054681208,0.5983499999999999,0.0678285994017033,0.59665
0.26580000000000004,0.0834,0.2809991829364124,0.022836639212675074,0.5983499999999999,0.0678034023658065,0.59665
0.26580000000000004,0.08349999999999999,0.2810195616038007,0.02282789158641338,0.5983499999999999,0.06777817817365016,0.59665
0.26580000000000004,0.0836,0.2810399656546473,0.022819134180446943,0.5983499999999999,0.0677529268430366,0.59665
0.26580000000000004,0.0837,0.2810603950917536,0.02281036699934527,0.5983499999999999,0.06772764839183446,0.59665
0.26580000000000004,0.0838,0.2810808499179173,0.022801590047700708,0.5983499999999999,0.06770234283798927,0.59665
0.26580000000000004,0.0839,0.28110133013593647,0.022792803330124612,0.5983499999999999,0.06767700579571599,0.5967
0.26580000000000004,0.08399999999999999,0.2811218357486071,0.02278400091989372,0.5983999999999999,0.06765161276823707,0.5967
0.26580000000000004,0.0841,0.2811423667587256,0.0227751851772932,0.5983999999999999,0.06762619263088404,0.5967
0.26580000000000004,0.0842,0.2811629231690856,0.022766359664019742,0.5983999999999999,0.06760074540178683,0.5967
0.26580000000000004,0.0843,0.2803811710719442,0.023429452021040166,0.5983999999999999,0.06965627916780129,0.5966
0.26580000000000004,0.0844,0.27885360930389946,0.02471739546063562,0.5983499999999999,0.07366063479302723,0.5963999999999999
0.26580000000000004,0.08449999999999999,0.27753712106142203,0.02582878868437446,0.5983499999999999,0.07713075246329558,0.5962
0.26580000000000004,0.0846,0.2763668682523908,0.026817865221563892,0.5983499999999999,0.08023038259268818,0.596
0.26580000000000004,0.0847,0.2753055200924944,0.027715841345992368,0.5983499999999999,0.08305383572058606,0.59585
0.26580000000000004,0.0848,0.27432926567263616,0.02854262909622333,0.5983499999999999,0.08566131119658886,0.5957
0.26580000000000004,0.0849,0.2734218234754981,0.02931184478744703,0.5983499999999999,0.08809397395452312,0.59555
0.26580000000000004,0.08499999999999999,0.2725714831298485,0.030033274671572782,0.5982999999999999,0.09038145668403182,0.5953999999999999
0.26580000000000004,0.0851,0.27176949148834945,0.030714247609346306,0.5982999999999999,0.09254592664128598,0.59525
0.26580000000000004,0.0852,0.27100910436665254,0.03136040547292762,0.5982999999999999,0.09460447636610975,0.5951
0.26580000000000004,0.0853,0.270284996402226,0.031976202733785486,0.5982999999999999,0.09657059718503355,0.595
0.26580000000000004,0.0854,0.2695928764823109,0.0325652289371682,0.5982999999999999,0.09845514151450607,0.59485
0.26580000000000004,0.08549999999999999,0.26892922749648174,0.03313042631957083,0.5982999999999999,0.10026708260906027,0.59475
0.26580000000000004,0.0856,0.26829112458270854,0.03367424179453595,0.5982999999999999,0.10201377980214771,0.5946
0.26580000000000004,0.0857,0.26767610475213244,0.03419873597762972,0.5982999999999999,0.10370154135537676,0.5945
0.26580000000000004,0.0858,0.26708207119418303,0.034705660240293874,0.59825,0.1053356674693331,0.5943499999999999
0.26580000000000004,0.0859,0.2665072216197328,0.03519652396898351,0.59825,0.10692072850022356,0.59425
0.26580000000000004,0.086,0.26594999365539296,0.035672636369536964,0.59825,0.10846071987647635,0.59415
0.26580000000000004,0.0861,0.2654090225813583,0.03613513939612141,0.59825,0.10995910733626132,0.59405
0.26580000000000004,0.0862,0.2648831081675761,0.036585037409106604,0.59825,0.11141892727843036,0.5939
0.26580000000000004,0.0863,0.26437118832509265,0.03702321921160755,0.59825,0.11284288645592458,0.5938
0.26580000000000004,0.0864,0.26387231793678884,0.037450475754730844,0.59825,0.11423340121886728,0.5937
0.26580000000000004,0.0865,0.2633856516762353,0.037867514507655894,0.59825,0.11559262294489357,0.5936
0.26580000000000004,0.0866,0.26291042993400376,0.03827497122897979,0.59825,0.11692248594002044,0.5934999999999999
0.26580000000000004,0.0867,0.262445967191718,0.03867341969099237,0.59825,0.11822473679459682,0.5933999999999999
0.26580000000000004,0.0868,0.2619916423433821,0.03906337977539528,0.59825,0.11950095883169053,0.5932999999999999
0.26580000000000004,0.08689999999999999,0.26154689058006153,0.03944532426151994,0.59825,0.12075259261417504,0.5932
0.26580000000000004,0.087,0.26111119654029125,0.03981968455594415,0.59825,0.12198095325980139,0.5931
0.26580000000000004,0.0871,0.2606840884933437,0.04018685438069746,0.5982,0.1231872451506673,0.593
0.26580000000000004,0.0872,0.26026513337132584,0.04054719616488917,0.5982,0.1243725745006761,0.5929
0.26580000000000004,0.0873,0.25985393250372185,0.04090104509242339,0.5982,0.12553796014981217,0.5928
0.26580000000000004,0.08739999999999999,0.2594501179367953,0.04124870921755981,0.5982,0.12668434288160862,0.5927
0.26580000000000004,0.0875,0.25905334924289514,0.041590473560640544,0.5982,0.12781259350319776,0.5926
0.26580000000000004,0.0876,0.2586633107423501,0.041926602432206965,0.5982,0.12892350904400302,0.59255
0.26580000000000004,0.0877,0.25827970907467995,0.04225734146493097,0.5982,0.13001784257087162,0.5924499999999999
0.26580000000000004,0.0878,0.2579022710669469,0.04258291939700151,0.5982,0.1310963010715749,0.5923499999999999
0.26580000000000004,0.08789999999999999,0.2575307418561104,0.04290354964303928,0.5982,0.13215953773143904,0.5922499999999999
0.26580000000000004,0.088,0.25716488322933967,0.043219431682693564,0.5982,0.13320816331858137,0.59215
0.26580000000000004,0.0881,0.2568044721522614,0.04353075229202743,0.5982,0.1342427432724235,0.5921
0.26580000000000004,0.0882,0.25644929945976214,0.04383768663892158,0.5982,0.1352638001259722,0.592
0.26580000000000004,0.08829999999999999,0.2560991686879734,0.044140399260374316,0.5982,0.13627185793693933,0.5919
0.26580000000000004,0.08839999999999999,0.25575389502932483,0.04443904493684481,0.5982,0.13726739137016192,0.5918
0.26580000000000004,0.0885,0.2554133043951858,0.04473376947659393,0.5982,0.1382508388665396,0.59175
0.26580000000000004,0.0886,0.2550772325728836,0.045024710421067725,0.5982,0.13922260787632917,0.59165
0.26580000000000004,0.0887,0.25474552446576204,0.045311997680811365,0.5982,0.14018311984123885,0.59155
0.26580000000000004,0.08879999999999999,0.25441803340653835,0.04559575411005815,0.5982,0.14113275207436704,0.5914499999999999
0.26580000000000004,0.08889999999999999,0.25409462053548193,0.0458760960270872,0.5982,0.14207182989560768,0.5913999999999999
0.26580000000000004,0.089,0.2537751542361163,0.04615313368645441,0.5982,0.14300071997173922,0.5912999999999999
