Omega_over_gamma,Delta_over_gamma,gap1_over_gamma,gap2_over_gamma,alpha_over_gamma,winner_k,gap2_minus_gap1
0.26485,0.08285000000000001,0.2695100954285624,0.2807938818949283,0.2695100954285624,1,0.011283786466365908
0.26485,0.0829,0.2691363716495184,0.280804075619926,0.2691363716495184,1,0.011667703970407561
0.26485,0.08295000000000001,0.26877210860487283,0.28081427574291196,0.26877210860487283,1,0.012042167138039128
0.26485,0.083,0.2684166862763643,0.2808244822642548,0.2684166862763643,1,0.012407795987890546
0.26485,0.08305,0.2680695487170116,0.2808346951843199,0.2680695487170116,1,0.012765146467308308
0.26485,0.08310000000000001,0.26773019517697677,0.28084491450347526,0.26773019517697677,1,0.013114719326498492
0.26485,0.08315,0.2673981727479234,0.28085514022208713,0.2673981727479234,1,0.01345696747416375
0.26485,0.08320000000000001,0.26707307022007065,0.280865372340523,0.26707307022007065,1,0.013792302120452349
0.26485,0.08325,0.26675451291633884,0.28087561085914853,0.26675451291633884,1,0.01412109794280969
0.26485,0.0833,0.2664421583201801,0.2808858557783313,0.2664421583201801,1,0.014443697458151217
0.26485,0.08335000000000001,0.2661356923530615,0.28089610709843826,0.2661356923530615,1,0.01476041474537676
0.26485,0.0834,0.2658348261874912,0.28090636481983494,0.2658348261874912,1,0.015071538632343728
0.26485,0.08345000000000001,0.26553929350432487,0.2809166289428892,0.26553929350432487,1,0.015377335438564343
0.26485,0.0835,0.26524884812104954,0.2809268994679665,0.26524884812104954,1,0.015678051346916966
0.26485,0.08355,0.26496326193147146,0.28093717639543414,0.26496326193147146,1,0.01597391446396268
0.26485,0.08360000000000001,0.2646823231083543,0.28094745972565693,0.2646823231083543,1,0.01626513661730261
0.26485,0.08365,0.26440583452910255,0.2809577494590023,0.26440583452910255,1,0.01655191492989977
0.26485,0.08370000000000001,0.2641336123916102,0.28096804559583594,0.2641336123916102,1,0.01683443320422573
0.26485,0.08375,0.2638654849929615,0.28097834813652495,0.2638654849929615,1,0.017112863143563473
0.26485,0.0838,0.2636012916481588,0.28098865708143317,0.2636012916481588,1,0.01738736543327435
0.26485,0.08385000000000001,0.2633408817297995,0.2809989724309298,0.2633408817297995,1,0.01765809070113028
0.26485,0.0839,0.2630841138125277,0.28100929418537796,0.2630841138125277,1,0.017925180372850236
0.26485,0.08395000000000001,0.26283085490867275,0.2810196223451443,0.26283085490867275,1,0.018188767436471576
0.26485,0.084,0.26258097978347494,0.28102995691059457,0.26258097978347494,1,0.018448977127119626
0.26485,0.08405,0.26233437033998774,0.28104029788209467,0.26233437033998774,1,0.018705927542106926
0.26485,0.08410000000000001,0.262090915065222,0.28105064526001056,0.262090915065222,1,0.018959730194788582
0.26485,0.08415,0.2618505085302075,0.2810609990447073,0.2618505085302075,1,0.0192104905144998
0.26485,0.08420000000000001,0.2616130509377502,0.28107135923655,0.2616130509377502,1,0.019458308298799798
0.26485,0.08425,0.26137844771240903,0.28108172583590424,0.26137844771240903,1,0.019703278123495205
0.26485,0.0843,0.26114660912796867,0.28109209884313574,0.26114660912796867,1,0.019945489715167075
0.26485,0.08435000000000001,0.26091744996835486,0.2811024782586085,0.26091744996835486,1,0.020185028290253648
0.26485,0.0844,0.26069088921833494,0.2811128640826902,0.26069088921833494,1,0.020421974864355263
0.26485,0.08445000000000001,0.26046684978093193,0.28112325631574236,0.26046684978093193,1,0.020656406534810434
0.26485,0.0845,0.2602452582187392,0.2811336549581321,0.2602452582187392,1,0.02088839673939291
0.26485,0.08455,0.26002604451674255,0.2811440600102247,0.26002604451674255,1,0.021118015493482134
0.26485,0.08460000000000001,0.2598091418644987,0.2811544714723841,0.2598091418644987,1,0.021345329607885377
0.26485,0.08465,0.2595944864557619,0.2811648893449757,0.2595944864557619,1,0.021570402889213802
0.26485,0.08470000000000001,0.2593820173039203,0.281175313628363,0.2593820173039203,1,0.021793296324442712
0.26485,0.08475,0.25917167607170355,0.2811857443229109,0.25917167607170355,1,0.02201406825120733
0.26485,0.0848,0.25896340691385217,0.2811961814289839,0.25896340691385217,1,0.022232774515131726
0.26485,0.08485000000000001,0.2587571563315765,0.2812066249469469,0.2587571563315765,1,0.02244946861537045
0.26485,0.0849,0.25855287303773944,0.2812170748771638,0.25855287303773944,1,0.02266420183942436
0.26485,0.08495000000000001,0.25835050783179386,0.2812275312199988,0.25835050783179386,1,0.022877023388204965
0.26485,0.085,0.2581500134836604,0.2812379939758163,0.2581500134836604,1,0.02308798049215588
0.26485,0.08505,0.2579513446257461,0.2812484631449795,0.2579513446257461,1,0.023297118519233384
0.26485,0.08510000000000001,0.25775445765243754,0.28125893872785346,0.25775445765243754,1,0.023504481075415917
0.26485,0.08515,0.2575593106264479,0.281269420724801,0.2575593106264479,1,0.02371011009835311
0.26485,0.08520000000000001,0.25736586319144367,0.28127990913618683,0.25736586319144367,1,0.023914045944743167
0.26485,0.08525,0.25717407649044527,0.281290403962374,0.25717407649044527,1,0.02411632747192871
0.26485,0.0853,0.2569839130895577,0.28130090520372597,0.2569839130895577,1,0.024316992114168268
0.26485,0.08535000000000001,0.2567953369065981,0.2813114128606065,0.2567953369065981,1,0.0245160759540084
0.26485,0.0854,0.25660831314424676,0.28132192693337926,0.25660831314424676,1,0.024713613789132505
0.26485,0.08545000000000001,0.25642280822737507,0.28133244742240665,0.25642280822737507,1,0.024909639195031585
0.26485,0.0855,0.2562387897442373,0.28134297432805294,0.2562387897442373,1,0.025104184583815636
0.26489999999999997,0.0825,0.2737967602884268,0.28072763376554744,0.2737967602884268,1,0.006930873477120625
0.26489999999999997,0.08255,0.2732808211652753,0.2807377786392413,0.2732808211652753,1,0.007456957473966019
0.26489999999999997,0.0826,0.2727869846453813,0.2807479299053698,0.2727869846453813,1,0.007960945259988472
0.26489999999999997,0.08265,0.27231284100960085,0.28075808756429854,0.27231284100960085,1,0.008445246554697694
0.26489999999999997,0.08270000000000001,0.2718563854666759,0.2807682516163965,0.2718563854666759,1,0.008911866149720615
0.26489999999999997,0.08275,0.2714159290259652,0.2807784220620268,0.2714159290259652,1,0.009362493036061625
0.26489999999999997,0.0828,0.27099003309332537,0.280788598901559,0.27099003309332537,1,0.009798565808233628
0.26489999999999997,0.08285000000000001,0.2705774605032025,0.2807987821353582,0.2705774605032025,1,0.010221321632155667
0.26489999999999997,0.0829,0.27017713820561584,0.2808089717637911,0.27017713820561584,1,0.010631833558175263
0.26489999999999997,0.08295000000000001,0.2697881283883016,0.280819167787224,0.2697881283883016,1,0.011031039398922415
0.26489999999999997,0.083,0.2694096058150731,0.2808293702060212,0.2694096058150731,1,0.011419764390948106
0.26489999999999997,0.08305,0.2690408398199591,0.2808395790205524,0.2690408398199591,1,0.011798739200593322
0.26489999999999997,0.08310000000000001,0.26868117983933404,0.2808497942311818,0.26868117983933404,1,0.012168614391847743
0.26489999999999997,0.08315,0.2683300436681868,0.2808600158382753,0.2683300436681868,1,0.0125299721700885
0.26489999999999997,0.08320000000000001,0.26798690783895984,0.28087024384219866,0.26798690783895984,1,0.012883336003238821
0.26489999999999997,0.08325,0.2676512996723609,0.28088047824331863,0.2676512996723609,1,0.013229178570957734
0.26489999999999997,0.0833,0.26732279065839787,0.28089071904200047,0.26732279065839787,1,0.013567928383602601
0.26489999999999997,0.08335000000000001,0.2670009909053844,0.2809009662386105,0.2670009909053844,1,0.013899975333226067
0.26489999999999997,0.0834,0.2666855444537553,0.28091121983351386,0.2666855444537553,1,0.014225675379758551
0.26489999999999997,0.08345000000000001,0.2663761252955845,0.28092147982707627,0.2663761252955845,1,0.01454535453149175
0.26489999999999997,0.0835,0.2660724339741787,0.2809317462196642,0.2660724339741787,1,0.014859312245485534
0.26489999999999997,0.08355,0.26577419466377544,0.2809420190116421,0.26577419466377544,1,0.015167824347866676
0.26489999999999997,0.08360000000000001,0.26548115264900973,0.28095229820337553,0.26548115264900973,1,0.015471145554365795
0.26489999999999997,0.08365,0.26519307213932364,0.28096258379523054,0.26519307213932364,1,0.015769511655906898
0.26489999999999997,0.08370000000000001,0.2649097343654849,0.2809728757875725,0.2649097343654849,1,0.016063141422087646
0.26489999999999997,0.08375,0.26463093591502285,0.28098317418076546,0.26463093591502285,1,0.016352238265742614
0.26489999999999997,0.0838,0.26435648727088223,0.280993478975175,0.26435648727088223,1,0.01663699170429278
0.26489999999999997,0.08385000000000001,0.26408621152387657,0.2810037901711677,0.26408621152387657,1,0.016917578647291154
0.26489999999999997,0.0839,0.2638199432342805,0.2810141077691072,0.2638199432342805,1,0.017194164534826695
0.26489999999999997,0.08395000000000001,0.2635575274220433,0.28102443176935804,0.2635575274220433,1,0.017466904347314738
