winner_side,Omega_center,Delta_center,alpha_center,y_center,sigma_center,worst_sigma,max_diff,sigma_minus_diff,passed,box_status
1,0.26624999999999993,0.08535000000000004,,,,,,,False,crosses_boundary
1,0.26624999999999993,0.08545000000000004,,,,,,,False,crosses_boundary
1,0.26624999999999993,0.08555000000000004,0.2784498375456655,0.5994999999999999,0.02528616906160959,0.023342704878145253,0.0025234256726370543,0.022762743388972537,True,certified_box
2,0.2663499999999999,0.08385,0.28114497003539934,0.6,0.022914848917925335,0.022899643726811948,0.000978884576888198,0.02193596434103714,True,certified_box
2,0.2663499999999999,0.08395,0.28116537301635575,0.6,0.022906075678578098,0.0228908733291608,0.0009788851562657754,0.02192719052231232,True,certified_box
2,0.2663499999999999,0.08405,0.281185801263896,0.6,0.022897292686100457,0.022882093198530146,0.0009788857362239343,0.021918406949876523,True,certified_box
2,0.2663499999999999,0.08415,0.28120625478073924,0.6,0.02288849994504659,0.022873303339525433,0.0009788863167635449,0.021909613628283045,True,certified_box
2,0.2663499999999999,0.08425,0.2812267335696088,0.6,0.022879697459987157,0.02286450375677256,0.0009788868978854875,0.02190081056210167,True,certified_box
2,0.2663499999999999,0.08435000000000001,0.2812472376332204,0.6,0.022870885235517432,0.022855694454918165,0.0009788874795907318,0.0218919977559267,True,certified_box
2,0.2663499999999999,0.08445000000000001,0.28126776697429345,0.6,0.022862063276249737,0.022846875438630745,0.0009788880618799237,0.02188317521436981,True,certified_box
2,0.2663499999999999,0.08455000000000001,0.28128832159554223,0.6,0.02285323158681939,0.022838046712596885,0.0009788886447541262,0.021874342942065264,True,certified_box
2,0.2663499999999999,0.08465000000000002,0.281308901499683,0.6,0.022844390171879093,0.022829208281526674,0.0009788892282142614,0.021865500943664833,True,certified_box
2,0.2663499999999999,0.08475000000000002,0.28132950668942813,0.6,0.02283553903610567,0.02282036015014939,0.000978889812261054,0.021856649223844615,True,certified_box
2,0.2663499999999999,0.08485000000000002,0.2813501371674884,0.6,0.02282667818419509,0.022811502323214473,0.0009788903968956139,0.021847787787299476,True,certified_box
2,0.2663499999999999,0.08495000000000003,0.2813707929365757,0.6,0.02281780762086295,0.02280263480549617,0.0009788909821186159,0.021838916638744335,True,certified_box
2,0.2663499999999999,0.08505000000000003,0.2813914739993978,0.6,0.02280892735084779,0.022793757601784245,0.0009788915679310554,0.021830035782916736,True,certified_box
2,0.2663499999999999,0.08515000000000003,0.28141218035866133,0.6,0.022800037378908608,0.022784870716893776,0.0009788921543338613,0.021821145224574748,True,certified_box
2,0.2663499999999999,0.08525000000000003,0.2814329120170734,0.6,0.022791137709823814,0.022775974155658532,0.0009788927413277705,0.021812244968496042,True,certified_box
2,0.2663499999999999,0.08535000000000004,0.28145366897733615,0.6,0.02278222834839587,0.022767067922935886,0.0009788933289137847,0.021803335019482086,True,certified_box
2,0.2663499999999999,0.08545000000000004,,,,,,,False,crosses_boundary
2,0.2663499999999999,0.08555000000000004,,,,,,,False,crosses_boundary
2,0.2664499999999999,0.08385,0.28115481032293116,0.6,0.022936453722928633,0.022920989924703622,0.0009788832518148167,0.021957570471113817,True,certified_box
2,0.2664499999999999,0.08395,0.2811751970270637,0.6,0.022927740317342543,0.022912241675913707,0.000978883830900757,0.021948856486441785,True,certified_box
2,0.2664499999999999,0.08405,0.2811956089743775,0.6,0.02291901727033332,0.022903483732070077,0.0009788844105660156,0.021940132859767307,True,certified_box
2,0.2664499999999999,0.08415,0.28121604616758045,0.6,0.0229102845866321,0.02289471164320281,0.0009788849908112462,0.021931399595820855,True,certified_box
2,0.2664499999999999,0.08425,0.28123650860938115,0.6,0.022901542270989252,0.022885915394146777,0.0009788855716374115,0.02192265669935184,True,certified_box
2,0.2664499999999999,0.08435000000000001,0.2812569963024831,0.6,0.022892790328179133,0.022877109426989204,0.0009788861530454812,0.021913904175133652,True,certified_box
2,0.2664499999999999,0.08445000000000001,0.28127750924959216,0.6,0.022884028762993332,0.022868293746376275,0.0009788867350362068,0.021905142027957125,True,certified_box
2,0.2664499999999999,0.08455000000000001,0.28129804745340964,0.6,0.022875257580247287,0.022859468356977185,0.0009788873176104823,0.021896370262636806,True,certified_box
2,0.2664499999999999,0.08465000000000002,0.28131861091663757,0.6,0.022866476784776,0.022850633263480056,0.00097888790076925,0.021887588884006753,True,certified_box
2,0.2664499999999999,0.08475000000000002,0.2813391996419762,0.6,0.022857686381435406,0.022841788470592875,0.000978888484513326,0.02187879789692208,True,certified_box
2,0.2664499999999999,0.08485000000000002,0.2813598136321233,0.6,0.02284888637510317,0.0228329339830453,0.000978889068843754,0.021869997306259416,True,certified_box
2,0.2664499999999999,0.08495000000000003,0.2813804528897759,0.6,0.022840076770678466,0.022824069805589844,0.0009788896537611907,0.021861187116917275,True,certified_box
2,0.2664499999999999,0.08505000000000003,0.28140111741763046,0.6,0.022831257573080178,0.022815195942996976,0.0009788902392667174,0.02185236733381346,True,certified_box
