Omega_over_gamma,Delta_over_gamma,k,alpha_over_gamma,min_abs_Fk_on_boundary,y_at_min_abs_Fk,min_Re_Fk_on_boundary,y_at_min_Re_Fk,min_Re_Sigma_minus,y_at_min_Re_Sigma_minus,min_Re_Sigma_plus,y_at_min_Re_Sigma_plus,min_Re_R_minus_1,min_Re_R_plus_1
0.36,0.12000000000000001,11,0.28076340937167515,0.9042789854868208,3.435,-0.1397855964618187,6.0,0.3715105960110831,6.0,0.3186333471850301,6.0,0.4930539304802834,0.4457828036020198
0.36,0.12000000000000001,12,0.28076340937167515,0.9908461973265468,3.7649999999999997,-0.08380771720427192,6.0,0.44738516774643083,6.0,0.38441732291057024,6.0,0.5598466594570543,0.5009770696689833
0.36,0.13,3,0.2866733029181081,0.13461313045938034,0.855,-0.28162182304984057,6.0,0.01663958675269896,6.0,0.013981080297032874,6.0,0.2321744498467543,0.22668147848596246
0.36,0.13,4,0.2866733029181081,0.2343052023054892,1.17,-0.27768622481060207,6.0,0.03902283603787843,6.0,0.03279998208028059,6.0,0.24537705402513846,0.23779388621254194
0.36,0.13,5,0.2866733029181081,0.3367794867661615,1.4849999999999999,-0.2720590779644576,6.0,0.0673132710621555,6.0,0.05660636233256263,6.0,0.26261471184340757,0.25223359908746595
0.36,0.13,6,0.2866733029181081,0.4365107428666012,1.7999999999999998,-0.26415945480149844,6.0,0.10170834765723868,6.0,0.08558405974923829,6.0,0.28440115613955674,0.27038758984046896
0.36,0.13,7,0.2866733029181081,0.5331896773993521,2.1149999999999998,-0.2531657681992111,6.0,0.14243463397892936,6.0,0.11994869074812035,6.0,0.3113746459963534,0.2927403260002186
0.36,0.13,8,0.2866733029181081,0.626500930499897,2.445,-0.2379269514759093,6.0,0.18974188395657626,6.0,0.1599445346850999,6.0,0.34430641391858485,0.31988354180906375
0.36,0.13,9,0.2866733029181081,0.7175440489083673,2.775,-0.2168395007451728,6.0,0.2438959840304709,6.0,0.20584060830113374,6.0,0.3841070283603467,0.3525262534550082
0.36,0.13,10,0.2866733029181081,0.8067410716330873,3.105,-0.18768011535945123,6.0,0.30517079402947905,6.0,0.2579258356551806,6.0,0.43182844998712516,0.3915039447347441
0.36,0.13,11,0.2866733029181081,0.8944081736634835,3.435,-0.14738274898252704,6.0,0.3738389608913577,6.0,0.3165032377964112,6.0,0.48865894227945916,0.43778538964431724
0.36,0.13,12,0.2866733029181081,0.980764963745664,3.7649999999999997,-0.09175068428186321,6.0,0.450161856674755,6.0,0.381883097987506,6.0,0.5559074462928655,0.49247502491421224
0.36,0.14,3,0.2931802091001708,0.1258921098288621,0.855,-0.2882705602741419,6.0,0.016746738806258946,6.0,0.013881411500068367,6.0,0.22573086855722319,0.22005168592066338
0.36,0.14,4,0.2931802091001708,0.2251428172386318,1.17,-0.28443304364610456,6.0,0.03927394818296856,6.0,0.0325668754543185,6.0,0.23898315293603623,0.23106098139762646
0.36,0.14,5,0.2931802091001708,0.3274230251248017,1.4849999999999999,-0.27893242561121917,6.0,0.0677459391585411,6.0,0.056205674148692215,6.0,0.25629151334303457,0.24536574727669727
0.36,0.14,6,0.2931802091001708,0.42691123895359084,1.7999999999999998,-0.27119028767619857,6.0,0.10236097090561927,6.0,0.0849812945581729,6.0,0.2781756756858832,0.2633488603748203
0.36,0.14,7,0.2931802091001708,0.5233089045392637,2.1149999999999998,-0.2603878542475971,6.0,0.14334631398902298,6.0,0.11910910152398033,6.0,0.3052812673361214,0.28548986294392337
0.36,0.14,8,0.2931802091001708,0.6163526060696685,2.445,-0.2453769315612034,6.0,0.19095218993454074,6.0,0.15883331414690707,6.0,0.33838824618982166,0.3123747955039613
0.36,0.14,9,0.2931802091001708,0.707124359047993,2.775,-0.2245565365264907,6.0,0.24544457137883333,6.0,0.20442318364269513,6.0,0.37841713317582093,0.344706345896173
0.36,0.14,10,0.2931802091001708,0.7960598654216621,3.105,-0.19570487342319504,6.0,0.30709687012759923,6.0,0.25616827608164283,6.0,0.4264307668577927,0.3833132767496477
0.36,0.14,11,0.2931802091001708,0.8834805496788166,3.435,-0.15575538854984647,6.0,0.3761806001578499,6.0,0.31437278013958675,6.0,0.48362867378479735,0.42915763924107997
0.36,0.14,12,0.2931802091001708,0.9696066177273965,3.7649999999999997,-0.10050746267986092,6.0,0.45295517709077365,6.0,0.3793487900757627,6.0,0.5513306000828929,0.4833377304505518
0.36,0.15000000000000002,3,0.30024389446738975,0.11633881775822934,0.855,-0.2954883931235465,6.0,0.016854355486587706,6.0,0.01378167398063281,6.0,0.2187258298723089,0.21286249479013572
0.36,0.15000000000000002,4,0.30024389446738975,0.21512557179553934,1.17,-0.2917575076744058,6.0,0.03952618780642971,6.0,0.03233362098904831,6.0,0.2320248033270485,0.22376661498084102
0.36,0.15000000000000002,5,0.30024389446738975,0.3171902137709835,1.47,-0.28639448740774776,6.0,0.06818062955671689,6.0,0.055804758323070074,6.0,0.24940028404981004,0.23793389781671598
0.36,0.15000000000000002,6,0.30024389446738975,0.4164412009768489,1.7999999999999998,-0.2788236752509275,6.0,0.10301678127533777,6.0,0.08437823215834442,6.0,0.2713781135359167,0.25574315577337753
0.36,0.15000000000000002,7,0.30024389446738975,0.5125356220457846,2.1149999999999998,-0.2682293994064781,6.0,0.14426265564738533,6.0,0.11826916717722592,6.0,0.29861145063287386,0.2776690461539177
0.36,0.15000000000000002,8,0.30024389446738975,0.6052901122054926,2.445,-0.2534666537343385,6.0,0.19216898030416557,6.0,0.15772173338678674,6.0,0.33188918834289016,0.30429196531825814
0.36,0.15000000000000002,9,0.30024389446738975,0.695768074638331,2.775,-0.23293727975291723,6.0,0.24700184835447367,6.0,0.20300542666099305,6.0,0.3721420600165455,0.3363083313610822
0.36,0.15000000000000002,10,0.30024389446738975,0.7844204237604749,3.105,-0.204421222001616,6.0,0.30903425064963086,6.0,0.25441046368181297,6.0,0.42044409188264753,0.37454025218452325
0.36,0.15000000000000002,11,0.30024389446738975,0.8715743519447208,3.435,-0.16485149405670402,6.0,0.3785365853872169,6.0,0.3122422073782635,6.0,0.4780064263348591,0.41994312797082023
0.36,0.15000000000000002,12,0.30024389446738975,0.9574506885848744,3.7649999999999997,-0.11002335224796318,6.0,0.45576631691374503,6.0,0.37681456758695153,6.0,0.5461599949179765,0.47360918960071263
0.36,0.16,3,0.3071318847752875,0.10721475658457968,0.855,-0.30252665701578696,6.0,0.01696325390251035,6.0,0.013682829131948248,6.0,0.21189847818017202,0.2058512133608167
0.36,0.16,4,0.3071318847752875,0.20552310532600113,1.17,-0.29889965790077877,6.0,0.03978138929804872,6.0,0.032102416124979084,6.0,0.22524557922714583,0.21665197358240978
0.36,0.16,5,0.3071318847752875,0.3073460035418395,1.47,-0.29367060383102633,6.0,0.06862033244927712,6.0,0.05540728303676065,6.0,0.24269010109823108,0.23068409186592734
0.36,0.16,6,0.3071318847752875,0.4064292303815997,1.7999999999999998,-0.28626643754483755,6.0,0.10367998671798187,6.0,0.08378019545077549,6.0,0.2647640784869184,0.24832234023451177
0.36,0.16,7,0.3071318847752875,0.5022333356181381,2.1149999999999998,-0.2758743668332968,6.0,0.1451890557781097,6.0,0.11743598749802867,6.0,0.29212828763323534,0.2700365090678975
0.36,0.16,8,0.3071318847752875,0.5947077439587087,2.445,-0.2613522678679737,6.0,0.19339870780380888,6.0,0.15661871810090588,6.0,0.32558064295883654,0.29640135487974184
0.36,0.16,9,0.3071318847752875,0.6848984328845497,2.775,-0.2411043994187585,6.0,0.2485750749277136,6.0,0.2015980534220427,6.0,0.36606216441065986,0.3281070058875443
0.36,0.16,10,0.3071318847752875,0.7732731564843857,3.105,-0.21291191807689097,6.0,0.3109906289521062,6.0,0.2526647736317373,6.0,0.4146581095472466,0.3659688566193594
0.36,0.16,11,0.3071318847752875,0.8601656164291964,3.435,-0.17370675022985363,6.0,0.38091453780171375,6.0,0.3101253162710274,6.0,0.47259122483091875,0.4109355415486333
0.36,0.16,12,0.3071318847752875,0.9457975180359073,3.7649999999999997,-0.11927927912317378,6.0,0.4586021852014417,6.0,0.3742952956547788,6.0,0.5412035289382874,0.46409303405021496
0.36,0.16999999999999998,3,0.3093137427950491,0.10638309338481645,0.855,-0.30475454947009323,6.0,0.017078324598696185,6.0,0.013590972443278802,6.0,0.20982148466275094,0.20357788663214904
0.36,0.16999999999999998,4,0.3093137427950491,0.20424172401950133,1.17,-0.30115863887770117,6.0,0.04005049715142417,6.0,0.031887212070890715,6.0,0.22324617160673077,0.2143008799838978
0.36,0.16999999999999998,5,0.3093137427950491,0.30600972170974017,1.47,-0.2959686953076902,6.0,0.06908281240452994,6.0,0.055036577938134185,6.0,0.24079642917767075,0.22822994636963342
0.36,0.16999999999999998,6,0.3093137427950491,0.40511046994592537,1.7999999999999998,-0.2886114974098357,6.0,0.10437544620801942,6.0,0.08322111309347889,6.0,0.2630102476289138,0.24573581885551335
0.36,0.16999999999999998,7,0.3093137427950491,0.5008533777420815,2.1149999999999998,-0.2782736573727335,6.0,0.14615716088684105,6.0,0.11665494140939418,6.0,0.2905555739017384,0.26728333543975064
0.36,0.16999999999999998,8,0.3093137427950491,0.5932483300224197,2.445,-0.2638117223696176,6.0,0.194678836823219,6.0,0.15558151021823036,6.0,0.32423859064815774,0.29344138321466506
0.36,0.16999999999999998,9,0.3093137427950491,0.6833389199930859,2.775,-0.24362747862265188,6.0,0.2502058306745173,6.0,0.20027007288785156,6.0,0.36500942792397745,0.3248933531855258
0.36,0.16999999999999998,10,0.3093137427950491,0.7716109105139055,3.105,-0.21549795511548617,6.0,0.3130092090967334,6.0,0.2510113076966508,6.0,0.41396284324999655,0.36244716972637303
0.36,0.16999999999999998,11,0.3093137427950491,0.8584065033239451,3.435,-0.17634875051980536,6.0,0.3833559720592398,6.0,0.30811198234163883,6.0,0.4723307650038782,0.40704352576340386
0.36,0.16999999999999998,12,0.3093137427950491,0.943950044394383,3.7649999999999997,-0.12196134115928854,6.0,0.4614984592353054,6.0,0.3718885991416382,6.0,0.5414630644614602,0.4597604179238247
0.36,0.18,3,0.3116162994554406,0.10531300467639147,0.87,-0.3071057331300804,6.0,0.017194304056480345,6.0,0.013499679313695147,6.0,0.2076236379877341,0.201183878671082
0.36,0.18,4,0.3116162994554406,0.20287611465796157,1.17,-0.30354266180108147,6.0,0.04032170977750035,6.0,0.031673318846093396,6.0,0.22112591544831178,0.2118291691197242
0.36,0.18,5,0.3116162994554406,0.30459381337444963,1.47,-0.29839402984177904,6.0,0.06954886432907041,6.0,0.054668109448591365,6.0,0.23878203548083982,0.22565532623853046
0.36,0.18,6,0.3116162994554406,0.4037189914108903,1.7999999999999998,-0.2910864394758497,6.0,0.10507619297161673,6.0,0.08266536314143219,6.0,0.2611360228721587,0.24302908552974445
0.36,0.18,7,0.3116162994554406,0.49940107235157105,2.1149999999999998,-0.28080586731981244,6.0,0.1471324850482303,6.0,0.11587848055045386,6.0,0.2888630856190836,0.26441038078441975
0.36,0.18,8,0.3116162994554406,0.5917144703478926,2.445,-0.26640744480549305,6.0,0.19596829156881504,6.0,0.1545502786337216,6.0,0.3227777704191578,0.2903622823116285
0.36,0.18,9,0.3116162994554406,0.6817007123746747,2.775,-0.24629032607762052,6.0,0.2518481411817481,6.0,0.1989495720822751,6.0,0.36383940899172446,0.32156149695657676
0.36,0.18,10,0.3116162994554406,0.7698650789308095,3.105,-0.21822714787218422,6.0,0.31504163154364984,6.0,0.24936690312609672,6.0,0.4131523317133623,0.3588085259796351
0.36,0.18,11,0.3116162994554406,0.8565590241684392,3.435,-0.17913677741269157,6.0,0.3858135200138626,6.0,0.30610932628796805,6.0,0.47195768371809865,0.40303615235719925
0.36,0.18,12,0.3116162994554406,0.9420098079385101,3.7649999999999997,-0.12479121905377187,6.0,0.4644130183625255,6.0,0.36949417893928965,6.0,0.5416131621303639,0.45531439925637557
0.36,0.19,3,0.3140365103003444,0.10415324341894923,0.87,-0.3095771019091471,6.0,0.017311209126987383,6.0,0.013408946729573028,6.0,0.20530800368741325,0.19867225535827657
0.36,0.19,4,0.3140365103003444,0.2014302729289275,1.17,-0.306048578013071,6.0,0.04059506557610664,6.0,0.031460729452486645,6.0,0.21888789246588217,0.20923992321535892
0.36,0.19,5,0.3140365103003444,0.3031031767752257,1.47,-0.30094340374068884,6.0,0.07001855205369124,6.0,0.05430186566407097,6.0,0.23665002425801934,0.2229633331174002
0.36,0.19,6,0.3140365103003444,0.4022604818237112,1.7999999999999998,-0.29368799109212324,6.0,0.10578231911103053,6.0,0.08211292794721414,6.0,0.25914453871908644,0.24020526370523593
0.36,0.19,7,0.3140365103003444,0.49788256114949303,2.1149999999999998,-0.28346763910341544,6.0,0.14811515021004276,6.0,0.11510658082163784,6.0,0.2870539966283055,0.26142079191550555
0.36,0.19,8,0.3140365103003444,0.590112563344317,2.445,-0.2691359739047642,6.0,0.19726722393380408,6.0,0.1535249922666168,6.0,0.3212014056874979,0.28716722299310415
0.36,0.19,9,0.3140365103003444,0.6799903356547619,2.775,-0.24908935419709888,6.0,0.25350218674408886,6.0,0.1976365126458687,6.0,0.3625553914052585,0.3181146317218011
0.36,0.19,10,0.3140365103003444,0.7680422621544862,3.105,-0.2210957547443048,6.0,0.3170881016940682,6.0,0.24773151425968062,6.0,0.4122299294618922,0.35505614239919225
0.36,0.19,11,0.3140365103003444,0.8546298408616622,3.435,-0.1820669011940925,6.0,0.38828740710917886,6.0,0.3041172954255991,6.0,0.47147541462015446,0.39891665895835615
0.36,0.19,12,0.3140365103003444,0.9399835341080033,3.7649999999999997,-0.12776475361408843,6.0,0.4673461013300581,6.0,0.3671119759060995,6.0,0.5416573391342012,0.450758234058399
0.36,0.2,3,0.31657088912365877,0.10293033821457383,0.87,-0.312165098357543,6.0,0.01742905724411231,6.0,0.013318772461911838,6.0,0.20287809365037268,0.19604652678653353
0.36,0.2,4,0.31657088912365877,0.19990882711576335,1.17,-0.3086727807925171,6.0,0.04087060422124192,6.0,0.03124943870332979,6.0,0.2165356338137709,0.20653667071892592
0.36,0.2,5,0.31657088912365877,0.3015434057467381,1.47,-0.30361314652880234,6.0,0.07049194141176995,6.0,0.05393783774313673,6.0,0.2344039530529048,0.2201575174361964
0.36,0.2,6,0.31657088912365877,0.40074138782292384,1.7999999999999998,-0.2964124018314948,6.0,0.10649391940971684,6.0,0.08156379437880823,6.0,0.2570393875597953,0.23726792875945937
0.36,0.2,7,0.31657088912365877,0.4963047921296626,2.1149999999999998,-0.2862551237805367,6.0,0.1491052815304784,6.0,0.11433922426413512,6.0,0.28513194393264824,0.258318171333425
0.36,0.2,8,0.31657088912365877,0.5884498466249628,2.445,-0.27199334041514883,6.0,0.19857578929275374,6.0,0.15250562793956388,6.0,0.31951318886327335,0.2838598361679783
0.36,0.2,9,0.31657088912365877,0.6782151771863153,2.775,-0.25202044729054796,6.0,0.2551681510363723,6.0,0.1963308659806951,6.0,0.3611611341537374,0.3145564171517673
0.36,0.2,10,0.31657088912365877,0.7661499394978353,3.105,-0.2240994818173873,6.0,0.31914882774270237,6.0,0.24610510710363176,6.0,0.41119947249862343,0.3511937068866534
0.36,0.2,11,0.31657088912365877,0.852626509036139,3.435,-0.18513461095034828,6.0,0.3907778604035784,6.0,0.3021358506341839,6.0,0.47088787878214217,0.39468876045795664
0.36,0.2,12,0.31657088912365877,0.9378788560292706,3.7649999999999997,-0.13087717039098765,6.0,0.4702979466354131,6.0,0.36474194629394247,6.0,0.5415996051619323,0.44609566257624966
0.36,0.21000000000000002,3,0.3074183018372126,0.121920016683668,0.87,-0.3028067621321345,6.0,0.017559930646219,6.0,0.01324518783176654,6.0,0.21224728504923854,0.20518352984946253
0.36,0.21000000000000002,4,0.3074183018372126,0.21870448207098508,1.17,-0.2991695247366646,6.0,0.041175236500059234,6.0,0.03107618985547217,6.0,0.22605686754337004,0.2156570812318815
0.36,0.21000000000000002,5,0.3074183018372126,0.3206850724617569,1.47,-0.2939194526350708,6.0,0.07101243190701975,6.0,0.05363758017177876,6.0,0.24412367456821749,0.22925182622206805
0.36,0.21000000000000002,6,0.3074183018372126,0.4203554723764381,1.7999999999999998,-0.28647572673655003,6.0,0.10727120295185669,6.0,0.0811076861350696,6.0,0.26700936159482425,0.24632273924671683
0.36,0.21000000000000002,7,0.3074183018372126,0.5164346928732599,2.1149999999999998,-0.27601367420317496,6.0,0.15017864337318076,6.0,0.11369675301868437,6.0,0.29540989210563695,0.2673151265604617
0.36,0.21000000000000002,8,0.3074183018372126,0.6090112767908634,2.445,-0.2613734725747766,6.0,0.1999822672061309,6.0,0.15164451267866247,6.0,0.33016303897086496,0.29277441374447943
0.36,0.21000000000000002,9,0.3074183018372126,0.6991488020766463,2.775,-0.24093379190993636,6.0,0.2569418272242787,6.0,0.19521704923212518,6.0,0.3722526916393254,0.3233566043843656
0.36,0.21000000000000002,10,0.3074183018372126,0.7874172957983152,3.105,-0.21244013385109733,6.0,0.3213200235132533,6.0,0.24470285385039917,6.0,0.4228072818387639,0.3598385949594754
0.36,0.21000000000000002,11,0.3074183018372126,0.8742042268106168,3.435,-0.17277718085264043,6.0,0.3933722578098284,6.0,0.3004079694123379,6.0,0.48308901658089143,0.4031271345161682
0.36,0.21000000000000002,12,0.3074183018372126,0.9597521172163697,3.7649999999999997,-0.11767731260891895,6.0,0.47333567289145445,6.0,0.3626501460356216,6.0,0.554470157062984,0.4542647155031356
0.36,0.22000000000000003,3,0.29391759779467996,0.14821891886296296,0.87,-0.28900366689479506,6.0,0.017695743317107663,6.0,0.013178171192454811,6.0,0.22600781298050332,0.2186962193430359
0.36,0.22000000000000003,4,0.29391759779467996,0.24479984523768578,1.17,-0.28515400651517975,6.0,0.0414908551051505,6.0,0.030918039567583253,6.0,0.23999807591168065,0.22917538571050433
0.36,0.22000000000000003,5,0.29391759779467996,0.3472584197800126,1.47,-0.2796255385886515,6.0,0.07155060699114899,6.0,0.05336271340317786,6.0,0.258298853821241,0.2427719451865594
0.36,0.22000000000000003,6,0.29391759779467996,0.4475828460597156,1.7999999999999998,-0.27182787516467927,6.0,0.10807295784343063,6.0,0.08068876380506462,6.0,0.2814767343857005,0.25983703412295234
0.36,0.22000000000000003,7,0.29391759779467996,0.5444053011425222,2.1149999999999998,-0.2609239244983061,6.0,0.15128269074539613,6.0,0.11310444465993195,6.0,0.3102329894077858,0.2808109961269231
0.36,0.22000000000000003,8,0.29391759779467996,0.6376272266108538,2.445,-0.24573822799919087,6.0,0.20142432422189968,6.0,0.1508473316323112,6.0,0.34541058295889515,0.3062329961837061
0.36,0.22000000000000003,9,0.29391759779467996,0.7283357786987853,2.775,-0.22463043527826482,6.0,0.25875383638149324,6.0,0.19418127458566417,6.0,0.38799778117039796,0.33675130511600715
0.36,0.22000000000000003,10,0.29391759779467996,0.8171205066670436,3.105,-0.19532400668221264,6.0,0.32352929716611367,6.0,0.243392556408154,6.0,0.43912564278947763,0.3731334639881623
0.36,0.22000000000000003,11,0.29391759779467996,0.904386135168699,3.435,-0.15468006378413088,6.0,0.39600057589347454,6.0,0.29878515904287123,6.0,0.5000560697610693,0.4162751535985161
0.36,0.22000000000000003,12,0.29391759779467996,0.9903864270625654,3.7649999999999997,-0.09840958727386799,6.0,0.4763983747626139,6.0,0.36067505659426147,6.0,0.5721566920668212,0.4672061066281204
0.36,0.22999999999999998,3,0.2813769801395739,0.17266935415065396,0.87,-0.27618175443319565,6.0,0.017831027580472735,6.0,0.013110512460058022,6.0,0.23880113185461363,0.23124228361362667
0.36,0.22999999999999998,4,0.2813769801395739,0.26901222469793656,1.17,-0.2721343588368017,6.0,0.04180527337064413,6.0,0.030758464861932157,6.0,0.2529673595198641,0.24172186517652755
0.36,0.22999999999999998,5,0.2813769801395739,0.3719117692419282,1.47,-0.26634657839409437,6.0,0.07208679433932944,6.0,0.05308556219549447,6.0,0.27149625567760916,0.2553137916128656
0.36,0.22999999999999998,6,0.2813769801395739,0.47287912673438204,1.7999999999999998,-0.25821896960458857,6.0,0.1088718574531964,6.0,0.08026669642172976,6.0,0.2949593757979196,0.2723654171498002
0.36,0.22999999999999998,7,0.2813769801395739,0.5704149818129474,2.1149999999999998,-0.24690266516905543,6.0,0.15238297801081982,6.0,0.1125082207614109,6.0,0.3240633504907226,0.29331221187704265
0.36,0.22999999999999998,8,0.2813769801395739,0.6642634313605433,2.445,-0.2312073524155951,6.0,0.20286172991626858,6.0,0.1500456576633467,6.0,0.3596564051820249,0.31868721527527655
0.36,0.22999999999999998,9,0.2813769801395739,0.7555226694257372,2.775,-0.2094745827777494,6.0,0.2605603761528166,6.0,0.19314073610589555,6.0,0.40273127896350747,0.34913116153513446
0.36,0.22999999999999998,10,0.2813769801395739,0.8448017878410273,3.105,-0.1794068232348135,6.0,0.3257324254730609,6.0,0.2420776520148712,6.0,0.45442178906551156,0.38540251031170303
0.36,0.22999999999999998,11,0.2813769801395739,0.9325233265750792,3.435,-0.13784276101217213,6.0,0.3986222939543659,6.0,0.2971584526000143,6.0,0.5159897119829934,0.4283862434878485
0.36,0.22999999999999998,12,0.2813769801395739,1.0189528423777798,3.7649999999999997,-0.08047307326706768,6.0,0.4794543333250226,6.0,0.3586974633251865,6.0,0.5887982926569573,0.479099814715494
0.36,0.24,3,0.2697671295605707,0.19536435451545092,0.87,-0.26431103884335955,6.0,0.017965884183749732,6.0,0.013042262014510681,6.0,0.2506568222143714,0.24285137829736864
0.36,0.24,4,0.2697671295605707,0.2914462550747747,1.17,-0.2600801218866765,6.0,0.042118725040436664,6.0,0.030597578673803392,6.0,0.26499448410597914,0.2533264458793661
0.36,0.24,5,0.2697671295605707,0.3947518772131072,1.47,-0.25405148359771385,6.0,0.07262139160892477,6.0,0.05280631025543445,6.0,0.28374588986409394,0.26690763110090054
0.36,0.24,6,0.2697671295605707,0.49634747427543896,1.7999999999999998,-0.2456171092837067,6.0,0.10966849237917721,6.0,0.07984174174291069,6.0,0.3074876066565363,0.28393856131953765
0.36,0.24,7,0.2697671295605707,0.5945668896319504,2.1149999999999998,-0.2339169593716326,6.0,0.153480315156276,6.0,0.11190841052860115,6.0,0.3369316841310598,0.3048499198654805
0.36,0.24,8,0.2697671295605707,0.6890212682563046,2.445,-0.21774659441224642,6.0,0.20429553670610223,6.0,0.14923988204781619,6.0,0.37293168996336845,0.33016875078569125
0.36,0.24,9,0.2697671295605707,0.7808094647300384,2.775,-0.195430315989736,6.0,0.2623627600568953,6.0,0.19209587019071941,6.0,0.41648494345073933,0.36052843888884145
0.36,0.24,10,0.2697671295605707,0.8705601764674077,3.105,-0.16465054718485456,6.0,0.32793099627628003,6.0,0.24075859700887756,6.0,0.46872816171787823,0.39667862224719225
0.36,0.24,11,0.2697671295605707,0.9587142468617479,3.435,-0.12222453912534745,6.0,0.4012392807630857,6.0,0.29552829247682366,6.0,0.5309231825020708,0.43949393207784543
0.36,0.24,12,0.2697671295605707,1.0455494910513827,3.7649999999999997,-0.06382359968034387,6.0,0.4825056970593449,6.0,0.3567177518617001,6.0,0.6044291135220741,0.4899799941214959
0.36,0.25,3,0.25902490077830786,0.2164585010210635,0.87,-0.25332696022047746,6.0,0.01810044054374799,6.0,0.012973512333744414,6.0,0.26163860985810317,0.25358718194464897
0.36,0.25,4,0.25902490077830786,0.3122575849388451,1.17,-0.2489257410155162,6.0,0.04243150214524992,6.0,0.030435590631377768,6.0,0.2761435707879268,0.2640532348281387
0.36,0.25,5,0.25902490077830786,0.4159091731439512,1.4849999999999999,-0.2426733943931126,6.0,0.07315488799501353,6.0,0.052525303723674005,6.0,0.2951123801697235,0.27761810745282867
0.36,0.25,6,0.25902490077830786,0.5181436465011243,1.7999999999999998,-0.233953772256722,6.0,0.11046357558827195,6.0,0.07941439511887877,6.0,0.31912666510218335,0.2946217545880135
0.36,0.25,7,0.25902490077830786,0.6170185276460071,2.1149999999999998,-0.22189620460348478,6.0,0.1545756582318878,6.0,0.11130566320559208,6.0,0.34890395809818264,0.3154901564601341
0.36,0.25,8,0.25902490077830786,0.7120585249826631,2.445,-0.20528277321574387,6.0,0.20572695435040886,6.0,0.14843080328079872,6.0,0.385303251671267,0.3407444853000148
0.36,0.25,9,0.25902490077830786,0.8043544352540664,2.775,-0.18242127797557195,6.0,0.26416245211038053,6.0,0.1910476093738842,6.0,0.4293265507737723,0.3710109524512897
0.36,0.25,10,0.25902490077830786,0.894554649878666,3.105,-0.15097492432127874,6.0,0.3301267169797048,6.0,0.23943643106055387,6.0,0.48211360650315116,0.40703061618523634
0.36,0.25,11,0.25902490077830786,0.9831187683243855,3.435,-0.10774037994782254,6.0,0.4038534635928922,6.0,0.2938957859525756,6.0,0.5449264891533281,0.44966807846903345
0.36,0.25,12,0.25902490077830786,1.0703372801004334,3.7649999999999997,-0.048370356919927554,6.0,0.48555457590470835,6.0,0.35473704425823127,6.0,0.6191203907410299,0.49991755044136604
0.36,0.26,3,0.24907361057436486,0.23612442127330063,0.87,-0.24315112294179395,6.0,0.018234828435568777,6.0,0.012904370640012099,6.0,0.2718238868392824,0.26352697616786025
0.36,0.26,4,0.24907361057436486,0.3316165635339801,1.17,-0.23859161937872986,6.0,0.04274390507596006,6.0,0.030272744415714942,6.0,0.28649249027051327,0.2739799940796247
0.36,0.26,5,0.24907361057436486,0.4355905088755545,1.4849999999999999,-0.2321311417338411,6.0,0.07368778320002459,6.0,0.052242946353449254,6.0,0.3056742011983672,0.2875235843186992
0.36,0.26,6,0.24907361057436486,0.5384391543453592,1.7999999999999998,-0.22314579389268938,6.0,0.11125782904408887,6.0,0.07898523691598902,6.0,0.32995575659987103,0.3044940821877407
0.36,0.26,7,0.24907361057436486,0.6379439974314987,2.1149999999999998,-0.2107547492147838,6.0,0.15566996505976852,6.0,0.11070074378785458,6.0,0.3600602354925096,0.32531284507397495
0.36,0.26,8,0.24907361057436486,0.7335507281833943,2.445,-0.19372717263885997,6.0,0.20715717919838553,6.0,0.1476193690463628,6.0,0.396852134232871,0.35049529012706965
0.36,0.26,9,0.24907361057436486,0.8263346103439968,2.775,-0.17035500451269217,6.0,0.26596087743276364,6.0,0.18999707075688613,6.0,0.4413382399943514,0.38066061919333205
0.36,0.26,10,0.24907361057436486,0.9169638264610214,3.105,-0.13828293293213045,6.0,0.3323212179389548,6.0,0.23811241481961554,6.0,0.4946614554309877,0.4165415336199144
0.36,0.26,11,0.24907361057436486,1.0059171707671066,3.435,-0.09428775298608605,6.0,0.40646663959358453,6.0,0.29226229765903317,6.0,0.5580842279714061,0.4589928995271749
0.36,0.26,12,0.24907361057436486,1.0934982013687258,3.7649999999999997,-0.034004209237367355,6.0,0.48860287963159466,6.0,0.352756755007372,6.0,0.6329580157224077,0.5089978873565963
0.36,0.27,3,0.23983487707408624,0.2545304963387926,0.87,-0.23370339733779924,6.0,0.0183691723788167,6.0,0.012834943481866241,6.0,0.2812917610245062,0.2727497322956007
0.36,0.27,4,0.23983487707408624,0.34968847941323933,1.17,-0.22899640260077564,6.0,0.04305621676938405,6.0,0.03010928242533603,6.0,0.2961208388508275,0.28318616797051127
0.36,0.27,5,0.23983487707408624,0.4539625543444242,1.4849999999999999,-0.22234177009269138,6.0,0.07422054592148424,6.0,0.051959640318991064,6.0,0.31551156333483854,0.2967040980351189
0.36,0.27,6,0.23983487707408624,0.5574009812712013,1.7999999999999998,-0.21310818942299276,6.0,0.11205192634164024,6.0,0.07855484624478007,6.0,0.3400558314001143,0.31363629018596184
0.36,0.27,7,0.23983487707408624,0.6575131520183192,2.1149999999999998,-0.20040508459389778,6.0,0.1567641234391402,6.0,0.11009441732144082,6.0,0.37048232989635865,0.3343995558322775
0.36,0.27,8,0.23983487707408624,0.7536696886715992,2.445,-0.1829891824098302,6.0,0.20858731117693044,6.0,0.14680652978238817,6.0,0.40766113171745044,0.35950366704625036
