Omega_over_gamma,Delta_over_gamma,winner_k,global_gap_over_gamma
0.2,0.25,1,0.06948156896225532
0.25,0.25,1,0.11407774682698077
0.30000000000000004,0.25,1,0.1738141618582629
0.35000000000000003,0.25,1,0.24495103446322364
0.4,0.25,1,0.3088217245678143
0.45,0.25,1,0.3232893843454594
0.5,0.25,1,0.3083528956336349
0.55,0.25,1,0.2978875346155652
0.6000000000000001,0.25,1,0.29019081809845804
0.65,0.25,1,0.2843106282193443
0.7000000000000001,0.25,1,0.2796861973887018
0.75,0.25,1,0.2759667822369856
0.8,0.25,1,0.27292130395766445
0.8500000000000001,0.25,1,0.2703909254551767
0.9,0.25,1,0.268262647742297
0.9500000000000001,0.25,1,0.2664537920324419
1.0,0.25,1,0.26490244185484857
1.05,0.25,1,0.2635613159505068
1.1,0.25,1,0.2623937045392459
1.1500000000000001,0.25,1,0.2613706946613428
1.2000000000000002,0.25,1,0.2604692278361812
1.25,0.25,1,0.2596707107224988
1.3,0.25,1,0.25896000248190615
1.35,0.25,1,0.2583246644241585
1.4000000000000001,0.25,1,0.2577543958204974
1.4500000000000002,0.25,1,0.257240604136036
1.5,0.25,1,0.2567760738065904
1.55,0.25,1,0.25635470825380047
1.6,0.25,1,0.25597132700623404
1.6500000000000001,0.25,1,0.25562150474968287
1.7000000000000002,0.25,1,0.25530144260772736
1.75,0.25,1,0.2550078644297933
1.8,0.25,1,0.2547379326501855
1.85,0.25,1,0.2544891795857664
1.9000000000000001,0.25,1,0.2542594510026632
1.9500000000000002,0.25,1,0.25404685950038336
2.0,0.25,1,0.2538497458022037
2.0500000000000003,0.25,1,0.25366664645117804
2.1,0.25,1,0.25349626672537084
2.15,0.25,1,0.2533374578283874
2.2,0.25,1,0.2531891975996438
2.25,0.25,1,0.2530505741361871
2.3000000000000003,0.25,1,0.25292077183386474
2.35,0.25,1,0.252799059447493
2.4000000000000004,0.25,1,0.2526847798428111
2.45,0.25,1,0.25257734117157876
2.5,0.25,1,0.25247620924825676
2.5500000000000003,0.25,1,0.25238090094485294
2.6,0.25,1,0.25229097845140336
2.6500000000000004,0.25,1,0.25220604427485216
2.7,0.25,1,0.25212573686970163
2.75,0.25,1,0.2520497268109213
2.8000000000000003,0.25,1,0.25197771343350894
2.85,0.25,1,0.25190942187485765
2.9000000000000004,0.25,1,0.2518446004656818
2.95,0.25,1,0.251783018423358
3.0,0.25,1,0.25172446380830404
3.0500000000000003,0.25,1,0.25166874170967624
