Omega_center,Delta_center,halfwidth,depth,winner_side,box_status,passed,sigma_minus_diff
0.26571249999999996,0.0840625,1.25e-05,2,1,crosses_boundary,False,
0.26571249999999996,0.0840875,1.25e-05,2,1,certified_box,True,0.02229916904759617
0.2657375,0.0840625,1.25e-05,2,2,crosses_boundary,False,
0.2657375,0.0840875,1.25e-05,2,2,crosses_boundary,False,
0.26570625,0.08400625,6.25e-06,3,2,crosses_boundary,False,
0.26570625,0.08401875,6.25e-06,3,2,crosses_boundary,False,
0.26571874999999995,0.08400625,6.25e-06,3,2,certified_box,True,0.02194533562938988
0.26571874999999995,0.08401875,6.25e-06,3,2,certified_box,True,0.021944237494157554
0.26570625,0.08403125,6.25e-06,3,1,crosses_boundary,False,
0.26570625,0.08404375,6.25e-06,3,1,crosses_boundary,False,
0.26571874999999995,0.08403125,6.25e-06,3,2,certified_box,True,0.02194313920710268
0.26571874999999995,0.08404375,6.25e-06,3,2,crosses_boundary,False,
0.26570625,0.08405625,6.25e-06,3,1,certified_box,True,0.0222986541913843
0.26570625,0.08406875,6.25e-06,3,1,certified_box,True,0.02248600256360881
0.26571874999999995,0.08405625,6.25e-06,3,2,crosses_boundary,False,
0.26571874999999995,0.08406875,6.25e-06,3,1,crosses_boundary,False,
0.26573125000000003,0.08405625,6.25e-06,3,2,certified_box,True,0.02194380004790192
0.26573125000000003,0.08406875,6.25e-06,3,2,crosses_boundary,False,
0.26574375,0.08405625,6.25e-06,3,2,certified_box,True,0.02194669447255753
0.26574375,0.08406875,6.25e-06,3,2,certified_box,True,0.021945597633734645
0.26573125000000003,0.08408125,6.25e-06,3,2,crosses_boundary,False,
0.26573125000000003,0.08409375,6.25e-06,3,1,crosses_boundary,False,
0.26574375,0.08408125,6.25e-06,3,2,certified_box,True,0.02194450064357087
0.26574375,0.08409375,6.25e-06,3,2,certified_box,True,0.021943403502075236
0.265703125,0.084003125,3.125e-06,4,2,certified_box,True,0.02195315046838445
0.265703125,0.08400937500000001,3.125e-06,4,2,crosses_boundary,False,
0.26570937499999997,0.084003125,3.125e-06,4,2,certified_box,True,0.02195454994025619
0.26570937499999997,0.08400937500000001,3.125e-06,4,2,certified_box,True,0.02195400055765754
0.265703125,0.084015625,3.125e-06,4,2,crosses_boundary,False,
0.265703125,0.08402187500000001,3.125e-06,4,1,crosses_boundary,False,
0.26570937499999997,0.084015625,3.125e-06,4,2,certified_box,True,0.021953451137061226
0.26570937499999997,0.08402187500000001,3.125e-06,4,2,certified_box,True,0.021952901678465808
0.265703125,0.084028125,3.125e-06,4,1,crosses_boundary,False,
0.265703125,0.08403437500000001,3.125e-06,4,1,certified_box,True,0.02215840448968836
0.26570937499999997,0.084028125,3.125e-06,4,2,crosses_boundary,False,
0.26570937499999997,0.08403437500000001,3.125e-06,4,2,crosses_boundary,False,
0.265703125,0.084040625,3.125e-06,4,1,certified_box,True,0.022254196120494465
0.265703125,0.08404687500000001,3.125e-06,4,1,certified_box,True,0.022348622066048218
0.26570937499999997,0.084040625,3.125e-06,4,1,crosses_boundary,False,
0.26570937499999997,0.08404687500000001,3.125e-06,4,1,certified_box,True,0.022116577536839006
0.26571562499999996,0.084040625,3.125e-06,4,2,crosses_boundary,False,
0.26571562499999996,0.08404687500000001,3.125e-06,4,2,crosses_boundary,False,
0.26572187499999994,0.084040625,3.125e-06,4,2,certified_box,True,0.021954082296134624
0.26572187499999994,0.08404687500000001,3.125e-06,4,2,certified_box,True,0.021953533160546823
0.26571562499999996,0.08405312499999999,3.125e-06,4,1,crosses_boundary,False,
0.26571562499999996,0.084059375,3.125e-06,4,1,crosses_boundary,False,
0.26572187499999994,0.08405312499999999,3.125e-06,4,2,certified_box,True,0.021952983987021557
0.26572187499999994,0.084059375,3.125e-06,4,2,crosses_boundary,False,
0.26571562499999996,0.08406562499999999,3.125e-06,4,1,certified_box,True,0.022171378830079618
0.26571562499999996,0.084071875,3.125e-06,4,1,certified_box,True,0.022266677430806892
0.26572187499999994,0.08406562499999999,3.125e-06,4,1,crosses_boundary,False,
0.26572187499999994,0.084071875,3.125e-06,4,1,crosses_boundary,False,
0.26572812500000004,0.08406562499999999,3.125e-06,4,2,certified_box,True,0.021953314800196008
0.26572812500000004,0.084071875,3.125e-06,4,2,crosses_boundary,False,
0.265734375,0.08406562499999999,3.125e-06,4,2,certified_box,True,0.021954753213938707
0.265734375,0.084071875,3.125e-06,4,2,certified_box,True,0.021954204402427204
0.26572812500000004,0.08407812499999999,3.125e-06,4,2,crosses_boundary,False,
0.26572812500000004,0.084084375,3.125e-06,4,1,crosses_boundary,False,
0.265734375,0.08407812499999999,3.125e-06,4,2,certified_box,True,0.021953655553040616
0.265734375,0.084084375,3.125e-06,4,2,certified_box,True,0.02195310666577723
0.26572812500000004,0.08409062499999999,3.125e-06,4,1,crosses_boundary,False,
0.26572812500000004,0.084096875,3.125e-06,4,1,certified_box,True,0.022184481011347023
0.265734375,0.08409062499999999,3.125e-06,4,2,crosses_boundary,False,
0.265734375,0.084096875,3.125e-06,4,1,crosses_boundary,False,
0.26575,0.08415,5e-05,0,1,crosses_boundary,False,
0.265725,0.084125,2.5e-05,1,1,crosses_boundary,False,
0.265725,0.084175,2.5e-05,1,1,certified_box,True,0.022528781758096805
0.265775,0.084125,2.5e-05,1,2,crosses_boundary,False,
0.265775,0.084175,2.5e-05,1,2,crosses_boundary,False,
0.26571249999999996,0.0841125,1.25e-05,2,1,certified_box,True,0.022673904265563812
0.26571249999999996,0.0841375,1.25e-05,2,1,certified_box,True,0.02302868142500729
0.2657375,0.0841125,1.25e-05,2,1,crosses_boundary,False,
0.2657375,0.0841375,1.25e-05,2,1,crosses_boundary,False,
0.26576249999999996,0.0841125,1.25e-05,2,2,certified_box,True,0.021923244153002223
0.26576249999999996,0.0841375,1.25e-05,2,2,crosses_boundary,False,
0.2657875,0.0841125,1.25e-05,2,2,certified_box,True,0.021928202225246357
0.2657875,0.0841375,1.25e-05,2,2,certified_box,True,0.02192598979241407
0.26576249999999996,0.0841625,1.25e-05,2,2,crosses_boundary,False,
0.26576249999999996,0.0841875,1.25e-05,2,1,crosses_boundary,False,
0.2657875,0.0841625,1.25e-05,2,2,certified_box,True,0.0219237767458072
0.2657875,0.0841875,1.25e-05,2,2,crosses_boundary,False,
0.26573125000000003,0.08410625000000001,6.25e-06,3,1,crosses_boundary,False,
0.26573125000000003,0.08411875,6.25e-06,3,1,certified_box,True,0.02232393336573649
0.26574375,0.08410625000000001,6.25e-06,3,2,crosses_boundary,False,
