k,Omega_lo,Omega_hi,Delta_lo,Delta_hi,alpha_upper_lowrank,Yim_bound,sigma_center_min,sigma_scan_lower,sigma_global_lower,y_at_min,param_pert,higher_rank_margin,passed
61,0.2,0.21000000000000002,0.05,0.060000000000000005,0.09713408547991176,13.322601097383345,0.9720846795102898,0.9551189281385606,0.25,-11.299190413571635,0.6100000000000005,-0.36000000000000054,False
61,0.2,0.21000000000000002,0.060000000000000005,0.07,0.09615995812703479,13.502925608918972,0.9731230862451549,0.9559319292340064,0.25,11.311781313335857,0.6100000000000005,-0.36000000000000054,False
61,0.2,0.21000000000000002,0.07,0.08000000000000002,0.09507213875620674,13.708045083088981,0.9743905686844923,0.9569430123306308,0.25,11.306016517302078,0.6100000000000008,-0.36000000000000076,False
61,0.2,0.21000000000000002,0.08000000000000002,0.09000000000000001,0.09388306555465303,13.936864783730945,0.9757557335075332,0.9580221525278699,0.25,-11.314024665025428,0.6100000000000003,-0.3600000000000003,False
61,0.2,0.21000000000000002,0.09000000000000001,0.1,0.09260524638075412,14.188238086527882,0.9773324671012928,0.9592846694931327,0.25,11.297921302708069,0.6100000000000003,-0.3600000000000003,False
61,0.2,0.21000000000000002,0.1,0.11000000000000001,0.09125095914263998,14.460988901178224,0.978950062086723,0.9605613259602505,0.25,11.327461453907231,0.6100000000000008,-0.36000000000000076,False
61,0.2,0.21000000000000002,0.11000000000000001,0.12000000000000001,0.08983201482598543,14.753931679386362,0.9806629842306785,0.9619080696314454,0.25,-11.327968417936702,0.6100000000000003,-0.3600000000000003,False
61,0.21000000000000002,0.22000000000000003,0.05,0.060000000000000005,0.11063393862822304,13.91014018620948,0.9863256380135607,0.9686254627807985,0.25,-11.894517756415963,0.6100000000000005,-0.36000000000000054,False
61,0.21000000000000002,0.22000000000000003,0.060000000000000005,0.07,0.10938640490294735,14.082943584350547,0.9876769114683192,0.969760731987881,0.25,-11.896343175010955,0.6100000000000005,-0.36000000000000054,False
61,0.21000000000000002,0.22000000000000003,0.07,0.08000000000000002,0.10800241023605789,14.279733891077948,0.9893027759256311,0.9711406085617836,0.25,-11.914381790683917,0.6100000000000008,-0.36000000000000076,False
61,0.21000000000000002,0.22000000000000003,0.08000000000000002,0.09000000000000001,0.10650000304317053,14.499534475285746,0.9909193020618121,0.9724823839677053,0.25,11.910249088793236,0.6100000000000003,-0.3600000000000003,False
61,0.21000000000000002,0.22000000000000003,0.09000000000000001,0.1,0.10489685306869023,14.741316087785375,0.9927397925800395,0.9740006474703081,0.25,-11.88061799956991,0.6100000000000003,-0.3600000000000003,False
61,0.21000000000000002,0.22000000000000003,0.1,0.11000000000000001,0.1032098314356927,15.0040161290236,0.9945509667039503,0.9754834465426712,0.25,-11.898132580638409,0.6100000000000008,-0.36000000000000076,False
61,0.21000000000000002,0.22000000000000003,0.11000000000000001,0.12000000000000001,0.10145471669305062,15.286556185092849,0.9965977564469993,0.9771770612156333,0.25,11.885465481596029,0.6100000000000003,-0.3600000000000003,False
61,0.22000000000000003,0.23000000000000004,0.05,0.060000000000000005,0.12624235382440768,14.499534475285758,0.9982631748602775,0.9798262567661706,0.25,12.500230467804679,0.6100000000000005,-0.36000000000000054,False
61,0.22000000000000003,0.23000000000000004,0.060000000000000005,0.07,0.12459548129083964,14.665394641809003,0.9998907700250907,0.9812465267228296,0.25,-12.49164301251504,0.6100000000000005,-0.36000000000000054,False
61,0.22000000000000003,0.23000000000000004,0.07,0.08000000000000002,0.12278655453590176,14.854470707500827,1.0018561889075572,0.9829756005231811,0.25,12.498949510456935,0.6100000000000008,-0.36000000000000076,False
61,0.22000000000000003,0.23000000000000004,0.08000000000000002,0.09000000000000001,0.12084278932942874,15.06588862297875,1.0038102175906471,0.9846653568119235,0.25,12.482449227727685,0.6100000000000003,-0.3600000000000003,False
61,0.22000000000000003,0.23000000000000004,0.09000000000000001,0.1,0.11878977725412265,15.29872216886104,1.0060084744607856,0.9865725717497094,0.25,-12.477849540510984,0.6100000000000003,-0.3600000000000003,False
61,0.22000000000000003,0.23000000000000004,0.1,0.11000000000000001,0.11665097436339109,15.552009516457996,1.0083127082963845,0.9885601964008119,0.25,-12.483587518001817,0.6100000000000008,-0.36000000000000076,False
61,0.22000000000000003,0.23000000000000004,0.11000000000000001,0.12000000000000001,0.1144474395209539,15.824768560708879,1.0108190053158683,0.9907255446149819,0.25,12.498132555951155,0.6100000000000003,-0.3600000000000003,False
61,0.23000000000000004,0.24000000000000005,0.05,0.060000000000000005,0.14479765180136278,15.09056658976066,1.0068235439983528,0.9876478357611518,0.25,13.077833017770962,0.6100000000000005,-0.36000000000000054,False
61,0.23000000000000004,0.24000000000000005,0.060000000000000005,0.07,0.14251325241411078,15.250000000000007,1.0091056671715377,0.9897306671715376,0.25,13.058750000000007,0.6100000000000005,-0.36000000000000054,False
61,0.23000000000000004,0.24000000000000005,0.07,0.08000000000000002,0.14004541652950941,15.43191498162169,1.0116145455454142,0.9920121518183873,0.25,-13.055194222200058,0.6100000000000008,-0.36000000000000076,False
61,0.23000000000000004,0.24000000000000005,0.08000000000000002,0.09000000000000001,0.13743683014094057,15.635526853931095,1.0142013328552952,0.9943444242878812,0.25,-13.065845837358326,0.6100000000000003,-0.3600000000000003,False
61,0.23000000000000004,0.24000000000000005,0.09000000000000001,0.1,0.13472503210003042,15.860000000000001,1.0171042280462606,0.99696672804626,0.25,-13.0491,0.6100000000000003,-0.3600000000000003,False
61,0.23000000000000004,0.24000000000000005,0.1,0.11000000000000001,0.1319422303813173,16.104462114581807,1.019953769654801,0.9995106920115737,0.25,-13.083569691665446,0.6100000000000008,-0.36000000000000076,False
61,0.23000000000000004,0.24000000000000005,0.11000000000000001,0.12000000000000001,0.1291155359321745,16.36801759529846,1.0229582887760766,1.0021857667819531,0.25,-13.086688856297538,0.6100000000000003,-0.3600000000000003,False
61,0.24000000000000005,0.25000000000000006,0.05,0.060000000000000005,0.16801282872841605,15.683051361262581,1.010789977325585,0.9908736631240072,0.25,-13.662591542282664,0.6100000000000005,-0.36000000000000054,False
61,0.24000000000000005,0.25000000000000006,0.060000000000000005,0.07,0.16454003798465083,15.836521082611565,1.0142248140582237,0.9941166627049591,0.25,-13.67354292021983,0.6100000000000005,-0.36000000000000054,False
61,0.24000000000000005,0.25000000000000006,0.07,0.08000000000000002,0.1609100266036863,16.011773793056165,1.0176280232244892,0.9973008059831692,0.25,-13.659889986167178,0.6100000000000008,-0.36000000000000076,False
61,0.24000000000000005,0.25000000000000006,0.08000000000000002,0.09000000000000001,0.15718805373663997,16.208102911815466,1.0212670535308372,1.000694424891068,0.25,-13.660225416806837,0.6100000000000003,-0.3600000000000003,False
61,0.24000000000000005,0.25000000000000006,0.09000000000000001,0.1,0.15342431381380983,16.42475266176026,1.0250973676096475,1.0042539267824477,0.25,13.673297182643413,0.6100000000000003,-0.3600000000000003,False
61,0.24000000000000005,0.25000000000000006,0.1,0.11000000000000001,0.14965670708681655,16.660930346172155,1.0287302776449139,1.0075916147121984,0.25,-13.655576254534015,0.6100000000000008,-0.36000000000000076,False
61,0.24000000000000005,0.25000000000000006,0.11000000000000001,0.12000000000000001,0.14591344372574266,16.915818041111695,1.0325237845773862,1.011066512025997,0.25,-13.646825342683798,0.6100000000000003,-0.3600000000000003,False
61,0.25000000000000006,0.26000000000000006,0.05,0.060000000000000005,0.20083880462894677,16.27683015823416,1.0057810762026187,0.9851225385048257,0.25,14.254391011476965,0.6100000000000005,-0.36000000000000054,False
61,0.25000000000000006,0.26000000000000006,0.060000000000000005,0.07,0.19421355425276243,16.42475266176024,1.0119348798150163,0.9910914389878165,0.25,14.256913525805007,0.6100000000000005,-0.36000000000000054,False
