Omega_over_gamma,Delta_over_gamma,k,alpha_over_gamma,min_sigma_min_Mk_on_boundary,y_at_min_sigma,min_abs_det_Mk_on_boundary,y_at_min_abs_det
0.39,0.15000000000000002,7,0.2898682691802137,0.2349719060212793,2.3000000000000003,17.939477056622106,2.2
0.39,0.15000000000000002,8,0.2898682691802137,0.27038478504436936,2.6500000000000004,31.43650734461782,2.5250000000000004
0.39,0.15000000000000002,9,0.2898682691802137,0.30386898571388876,3.0,51.647468701502866,2.875
0.39,0.15000000000000002,10,0.2898682691802137,0.33587223480151396,3.35,80.67774543473467,3.2
0.39,0.15000000000000002,11,0.2898682691802137,0.3665587206319827,3.725,120.99511161875677,3.5500000000000003
0.39,0.15000000000000002,12,0.2898682691802137,0.3960854412751332,4.075,175.4147356615775,3.875
0.39,0.16,3,0.2955727692688472,0.057648690818685094,0.9500000000000001,0.44466939268529937,0.9500000000000001
0.39,0.16,4,0.2955727692688472,0.10606651252422084,1.2750000000000001,1.629007938916299,1.25
0.39,0.16,5,0.2955727692688472,0.15170809529403304,1.6,4.260919549871506,1.55
0.39,0.16,6,0.2955727692688472,0.1929798682494843,1.9500000000000002,9.203861932444566,1.875
0.39,0.16,7,0.2955727692688472,0.23093486827119958,2.3000000000000003,17.617389656383402,2.2
0.39,0.16,8,0.2955727692688472,0.2663100868484056,2.6500000000000004,30.946240996519897,2.5500000000000003
0.39,0.16,9,0.2955727692688472,0.29975821971910005,3.0,50.911888166776144,2.875
0.39,0.16,10,0.2955727692688472,0.3317302780774896,3.35,79.647149545485,3.2
0.39,0.16,11,0.2955727692688472,0.3623819296903849,3.725,119.55462048726275,3.5500000000000003
0.39,0.16,12,0.2955727692688472,0.3918857536178983,4.075,173.49869452175898,3.9000000000000004
0.39,0.16999999999999998,3,0.301585491632017,0.0535191582772853,0.9500000000000001,0.41129804942598547,0.9500000000000001
0.39,0.16999999999999998,4,0.301585491632017,0.10187138335071534,1.2750000000000001,1.5612703692904213,1.25
0.39,0.16999999999999998,5,0.301585491632017,0.14753022903610846,1.6,4.139372144041687,1.5750000000000002
0.39,0.16999999999999998,6,0.301585491632017,0.1887833901504164,1.9500000000000002,8.995193148481532,1.875
0.39,0.16999999999999998,7,0.301585491632017,0.22670399543311232,2.3000000000000003,17.282295986907602,2.2
0.39,0.16999999999999998,8,0.301585491632017,0.2620378203167921,2.6500000000000004,30.418239383912745,2.5500000000000003
0.39,0.16999999999999998,9,0.301585491632017,0.2954464613657019,3.0,50.14512559030551,2.875
0.39,0.16999999999999998,10,0.301585491632017,0.32738444977880843,3.35,78.57224594976405,3.2
0.39,0.16999999999999998,11,0.301585491632017,0.357998273753456,3.725,118.05113643526137,3.5500000000000003
0.39,0.16999999999999998,12,0.301585491632017,0.38747721723719114,4.075,171.45491732621502,3.9000000000000004
0.39,0.18,3,0.30783980433084573,0.04926633580932254,0.9500000000000001,0.37722714339360935,0.9500000000000001
0.39,0.18,4,0.30783980433084573,0.09754607622798979,1.2750000000000001,1.4921434957146003,1.25
0.39,0.18,5,0.30783980433084573,0.1432231462766308,1.6,4.009030119424327,1.5750000000000002
0.39,0.18,6,0.30783980433084573,0.18445579260920386,1.9500000000000002,8.781844372697957,1.875
0.39,0.18,7,0.30783980433084573,0.22233881520080678,2.3000000000000003,16.93246844727065,2.225
0.39,0.18,8,0.30783980433084573,0.2576276006001138,2.6500000000000004,29.87708198469768,2.5500000000000003
0.39,0.18,9,0.30783980433084573,0.290993391096055,3.0,49.358659736869996,2.875
0.39,0.18,10,0.30783980433084573,0.32289448688964745,3.35,77.4432543013622,3.225
0.39,0.18,11,0.30783980433084573,0.3534676803208137,3.725,116.50681383976291,3.5500000000000003
0.39,0.18,12,0.30783980433084573,0.3829198404635975,4.075,169.3543291188163,3.9000000000000004
0.39,0.19,3,0.3142527503494215,0.04496387033531968,0.9500000000000001,0.3430652667230111,0.9500000000000001
0.39,0.19,4,0.3142527503494215,0.09316272778505406,1.2750000000000001,1.4228677285551474,1.25
0.39,0.19,5,0.3142527503494215,0.1388590417494682,1.6,3.878176833052457,1.5750000000000002
0.39,0.19,6,0.3142527503494215,0.18006974979432827,1.9500000000000002,8.558461164365767,1.9000000000000001
0.39,0.19,7,0.3142527503494215,0.2179123283646117,2.3000000000000003,16.573669981154012,2.225
0.39,0.19,8,0.3142527503494215,0.25315266243320034,2.6500000000000004,29.3322602882661,2.5500000000000003
0.39,0.19,9,0.3142527503494215,0.2864724245659494,3.0,48.566184384468734,2.875
0.39,0.19,10,0.3142527503494215,0.31833395268534165,3.35,76.29723530555272,3.225
0.39,0.19,11,0.3142527503494215,0.3488640306789437,3.725,114.9482282441768,3.5500000000000003
0.39,0.19,12,0.3142527503494215,0.3782876541319386,4.075,167.23293316397988,3.9000000000000004
0.39,0.2,3,0.3193832910098357,0.04181847671575188,0.9500000000000001,0.31853880335610735,0.9500000000000001
0.39,0.2,4,0.3193832910098357,0.08992268859946512,1.2750000000000001,1.3730447284415128,1.25
0.39,0.2,5,0.3193832910098357,0.135639250124212,1.6,3.7838937017053733,1.5750000000000002
0.39,0.2,6,0.3193832910098357,0.1768388871236692,1.9500000000000002,8.39691131199574,1.9000000000000001
0.39,0.2,7,0.3193832910098357,0.21464866902493637,2.3000000000000003,16.31457714805936,2.225
0.39,0.2,8,0.3193832910098357,0.24984599352831846,2.6500000000000004,28.937815528831134,2.5500000000000003
0.39,0.2,9,0.3193832910098357,0.283123735562409,3.0,47.99081881260097,2.875
0.39,0.2,10,0.3193832910098357,0.31494878706098156,3.35,75.4639850937032,3.225
0.39,0.2,11,0.3193832910098357,0.3454419461253635,3.725,113.81209564813341,3.5500000000000003
0.39,0.2,12,0.3193832910098357,0.374839834657203,4.075,165.68476567140965,3.9000000000000004
0.39,0.21000000000000002,3,0.32168678127789024,0.04110601416312879,0.9500000000000001,0.31375818109426135,0.9500000000000001
0.39,0.21000000000000002,4,0.32168678127789024,0.08909600478682513,1.2750000000000001,1.362942828249474,1.25
0.39,0.21000000000000002,5,0.32168678127789024,0.13483448859793148,1.6,3.7647235289024175,1.5750000000000002
0.39,0.21000000000000002,6,0.32168678127789024,0.17604919990058224,1.9500000000000002,8.364281376570512,1.9000000000000001
0.39,0.21000000000000002,7,0.32168678127789024,0.21384695412011304,2.3000000000000003,16.26152570128677,2.225
0.39,0.21000000000000002,8,0.32168678127789024,0.24901773866340476,2.6500000000000004,28.854980383697537,2.5500000000000003
0.39,0.21000000000000002,9,0.32168678127789024,0.2822663646393766,3.0,47.86646205055353,2.875
0.39,0.21000000000000002,10,0.32168678127789024,0.314065123718421,3.35,75.28238408903626,3.225
0.39,0.21000000000000002,11,0.32168678127789024,0.34453777139083136,3.725,113.55766743103194,3.5500000000000003
0.39,0.21000000000000002,12,0.32168678127789024,0.3739181743365313,4.075,165.33542363342835,3.9000000000000004
0.39,0.22000000000000003,3,0.3240842923999858,0.040382182958836596,0.9500000000000001,0.3089114467251017,0.9500000000000001
0.39,0.22000000000000003,4,0.3240842923999858,0.08824324136485831,1.2750000000000001,1.3525739831823702,1.25
0.39,0.22000000000000003,5,0.3240842923999858,0.13400614813382333,1.6,3.745081470377103,1.5750000000000002
0.39,0.22000000000000003,6,0.3240842923999858,0.17523817116104143,1.9500000000000002,8.330923493467436,1.9000000000000001
0.39,0.22000000000000003,7,0.3240842923999858,0.2130239440677629,2.3000000000000003,16.207319575173052,2.225
0.39,0.22000000000000003,8,0.3240842923999858,0.24816701867736732,2.6500000000000004,28.77029826199153,2.5500000000000003
0.39,0.22000000000000003,9,0.3240842923999858,0.28138503341397575,3.0,47.73921602497739,2.875
0.39,0.22000000000000003,10,0.3240842923999858,0.31315609979342496,3.35,75.0964878772178,3.225
0.39,0.22000000000000003,11,0.3240842923999858,0.34360716336813024,3.725,113.29697458524635,3.5500000000000003
0.39,0.22000000000000003,12,0.3240842923999858,0.37296916705343863,4.075,164.977346764363,3.9000000000000004
0.39,0.22999999999999998,3,0.32067117607809736,0.04453015356298401,0.9500000000000001,0.34385251026952063,0.9500000000000001
0.39,0.22999999999999998,4,0.32067117607809736,0.09223729763142442,1.2750000000000001,1.4219645728767145,1.25
0.39,0.22999999999999998,5,0.32067117607809736,0.13802822083187846,1.6,3.876320934766319,1.5750000000000002
0.39,0.22999999999999998,6,0.32067117607809736,0.17933362026647484,1.9500000000000002,8.556586799965089,1.9000000000000001
0.39,0.22999999999999998,7,0.32067117607809736,0.21715525012488154,2.3000000000000003,16.567362197510285,2.225
0.39,0.22999999999999998,8,0.32067117607809736,0.2523101367216117,2.6500000000000004,29.312647851317372,2.5500000000000003
0.39,0.22999999999999998,9,0.32067117607809736,0.2855290906072134,3.0,48.52029259394944,2.875
0.39,0.22999999999999998,10,0.32067117607809736,0.31729752272345574,3.35,76.22381873900997,3.225
0.39,0.22999999999999998,11,0.32067117607809736,0.3477638343054492,3.725,114.81439342478147,3.5500000000000003
0.39,0.22999999999999998,12,0.32067117607809736,0.37712689089041845,4.075,167.03804469669626,3.9000000000000004
0.39,0.24,3,0.30884449223988053,0.055676384720904554,0.9500000000000001,0.4384336452541953,0.9500000000000001
0.39,0.24,4,0.30884449223988053,0.10320625611483115,1.2750000000000001,1.6106184976747133,1.25
0.39,0.24,5,0.30884449223988053,0.14902917785849365,1.6,4.223393996605788,1.55
0.39,0.24,6,0.30884449223988053,0.19048441364197669,1.9500000000000002,9.139615096571971,1.875
0.39,0.24,7,0.30884449223988053,0.22841171889101536,2.3000000000000003,17.509289330079362,2.2
0.39,0.24,8,0.30884449223988053,0.26363761438661687,2.6500000000000004,30.766675449500283,2.5250000000000004
0.39,0.24,9,0.30884449223988053,0.2969053090642684,3.0,50.638752832994335,2.875
0.39,0.24,10,0.30884449223988053,0.3287092907570779,3.35,79.21984505147164,3.2
0.39,0.24,11,0.30884449223988053,0.3592445002217553,3.725,118.94280010514532,3.5500000000000003
0.39,0.24,12,0.30884449223988053,0.388637828318531,4.075,172.61625880477948,3.875
0.39,0.25,3,0.297552849253746,0.0664094355551098,0.9500000000000001,0.5330465242806594,0.9500000000000001
0.39,0.25,4,0.297552849253746,0.11375381619380075,1.2750000000000001,1.7984704143738124,1.25
0.39,0.25,5,0.297552849253746,0.15961062527363817,1.6,4.556484813168577,1.55
0.39,0.25,6,0.297552849253746,0.2012107089526662,1.9500000000000002,9.712607042775208,1.875
0.39,0.25,7,0.297552849253746,0.23924196885327273,2.3000000000000003,18.426021620603525,2.2
0.39,0.25,8,0.297552849253746,0.27453735436618915,2.6500000000000004,32.15356093901004,2.5250000000000004
0.39,0.25,9,0.297552849253746,0.30785231446953504,3.0,52.680901078296166,2.85
0.39,0.25,10,0.297552849253746,0.33969057898161314,3.35,82.12019529714466,3.2
0.39,0.25,11,0.297552849253746,0.37029117308552495,3.725,122.92333871578576,3.5250000000000004
0.39,0.25,12,0.297552849253746,0.3997134940527738,4.075,177.94888171714817,3.875
0.39,0.26,3,0.28682634742562807,0.07670180624541105,0.9500000000000001,0.6272060165868633,0.9500000000000001
0.39,0.26,4,0.28682634742562807,0.12385245762276918,1.2750000000000001,1.9800153492879338,1.225
0.39,0.26,5,0.28682634742562807,0.16974445644107047,1.6,4.885640753466075,1.55
0.39,0.26,6,0.28682634742562807,0.21148539668074687,1.9500000000000002,10.265896301544052,1.85
0.39,0.26,7,0.28682634742562807,0.2496190697032736,2.3000000000000003,19.30683312841935,2.1750000000000003
0.39,0.26,8,0.28682634742562807,0.2849824410479408,2.6500000000000004,33.50218095675603,2.5
0.39,0.26,9,0.28682634742562807,0.3183431473545703,3.0,54.6464332901986,2.85
0.39,0.26,10,0.28682634742562807,0.3502143566980193,3.35,84.88830367185103,3.1750000000000003
0.39,0.26,11,0.28682634742562807,0.380876929896961,3.725,126.75408799607199,3.5250000000000004
0.39,0.26,12,0.28682634742562807,0.4103269198483102,4.075,183.091692954047,3.85
0.39,0.27,3,0.27666984897468394,0.08654729812637002,0.9500000000000001,0.7161758296058649,0.925
0.39,0.27,4,0.27666984897468394,0.1334958304681635,1.2750000000000001,2.153109669374478,1.225
0.39,0.27,5,0.27666984897468394,0.179423979460264,1.6,5.20098907270923,1.5250000000000001
0.39,0.27,6,0.27666984897468394,0.22130274951787668,1.9500000000000002,10.793444200477797,1.85
0.39,0.27,7,0.27666984897468394,0.25953762776189687,2.3000000000000003,20.151219755771674,2.1750000000000003
0.39,0.27,8,0.27666984897468394,0.2949676453983829,2.6500000000000004,34.780318057272375,2.5
0.39,0.27,9,0.27666984897468394,0.32837266121318326,3.0,56.52000090299641,2.825
0.39,0.27,10,0.27666984897468394,0.36027551088767523,3.35,87.56111534338687,3.1750000000000003
0.39,0.27,11,0.27666984897468394,0.3909968822377879,3.725,130.39848896695014,3.5
0.39,0.27,12,0.27666984897468394,0.4204732517959163,4.075,188.00663551744267,3.85
0.39,0.28,3,0.2670707002959114,0.09595462901812422,0.9500000000000001,0.8039375644348106,0.925
0.39,0.28,4,0.2670707002959114,0.14269240122867877,1.2750000000000001,2.324033173646781,1.225
0.39,0.28,5,0.2670707002959114,0.18865746385998627,1.6,5.502789324861274,1.5250000000000001
0.39,0.28,6,0.2670707002959114,0.23067194404801797,1.9500000000000002,11.306584931206213,1.8250000000000002
0.39,0.28,7,0.2670707002959114,0.2690072426848067,2.3000000000000003,20.96003872706398,2.15
0.39,0.28,8,0.2670707002959114,0.3045028265198547,2.6500000000000004,36.01216904761272,2.475
0.39,0.28,9,0.2670707002959114,0.3379508801016228,3.0,58.324231369987515,2.825
0.39,0.28,10,0.2670707002959114,0.3698841689170328,3.35,90.08468942230621,3.1500000000000004
0.39,0.28,11,0.2670707002959114,0.40064062082812135,3.7,133.91196395548886,3.475
0.39,0.28,12,0.2670707002959114,0.4301629951239813,4.075,192.6915893902056,3.825
0.39,0.29,3,0.25800522688634137,0.10494202997841161,0.9500000000000001,0.89107306685429,0.925
0.39,0.29,4,0.25800522688634137,0.1514600696359199,1.2750000000000001,2.492462453568861,1.225
0.39,0.29,5,0.25800522688634137,0.19746269074260236,1.6,5.799210575414444,1.5250000000000001
0.39,0.29,6,0.25800522688634137,0.23961159265936358,1.9500000000000002,11.789761971499063,1.8250000000000002
0.39,0.29,7,0.25800522688634137,0.27804699022706925,2.3000000000000003,21.733520315644963,2.15
0.39,0.29,8,0.25800522688634137,0.31360737122773485,2.6500000000000004,37.18350412407292,2.475
0.39,0.29,9,0.25800522688634137,0.34709740307573544,3.0,60.02824094069904,2.8000000000000003
0.39,0.29,10,0.25800522688634137,0.37906007458024943,3.35,92.5177612080385,3.125
0.39,0.29,11,0.25800522688634137,0.40983895937991477,3.7,137.22794286173672,3.475
0.39,0.29,12,0.25800522688634137,0.43941633036912603,4.075,197.1968507145974,3.825
0.39,0.3,3,0.24944363895666646,0.11353313591849813,0.9500000000000001,0.9774773634701468,0.925
0.39,0.3,4,0.24944363895666646,0.1598220756138935,1.2750000000000001,2.6517688163600313,1.2000000000000002
0.39,0.3,5,0.24944363895666646,0.20586281735324724,1.6,6.0772728720569225,1.5
0.39,0.3,6,0.24944363895666646,0.24814559926353796,1.9500000000000002,12.26110877668514,1.8
0.39,0.3,7,0.24944363895666646,0.2866812447121959,2.3000000000000003,22.47091662392888,2.125
0.39,0.3,8,0.24944363895666646,0.3223059861119741,2.6500000000000004,38.27213035869606,0.0
0.39,0.3,9,0.24944363895666646,0.355837171004104,3.0,61.671194799242265,2.7750000000000004
0.39,0.3,10,0.24944363895666646,0.3878283341700639,3.35,94.82610276216974,3.125
0.39,0.3,11,0.24944363895666646,0.41862889282053706,3.7,140.4174129301222,3.45
0.39,0.3,12,0.24944363895666646,0.44825881800782946,4.075,201.45327877330365,3.8000000000000003
0.4,0.05,3,0.25394018699562265,0.09012619704397305,0.9750000000000001,0.7387698880585661,0.9500000000000001
0.4,0.05,4,0.25394018699562265,0.14032985341221968,1.3,2.344261217417328,1.2750000000000001
0.4,0.05,5,0.25394018699562265,0.18642421507793247,1.6500000000000001,5.715285844944803,1.5750000000000002
0.4,0.05,6,0.25394018699562265,0.228524317362114,2.0,11.912591440316822,1.9000000000000001
0.4,0.05,7,0.25394018699562265,0.26713515868387855,2.375,22.283878863156673,2.25
0.4,0.05,8,0.25394018699562265,0.3031672112545599,2.725,38.54748110778417,2.575
0.4,0.05,9,0.25394018699562265,0.33745035929113054,3.1,62.741522289879136,2.9250000000000003
0.4,0.05,10,0.25394018699562265,0.3699551794532005,3.45,97.32486409101224,3.2750000000000004
0.4,0.05,11,0.25394018699562265,0.40130078075837555,3.825,145.13238524800084,3.625
0.4,0.05,12,0.25394018699562265,0.43160495220224426,4.175,209.42536895256302,3.975
0.4,0.060000000000000005,3,0.2556949488902482,0.08891519482749805,0.9750000000000001,0.7286767400197453,0.9500000000000001
0.4,0.060000000000000005,4,0.2556949488902482,0.13910691337051964,1.3,2.3222674918196113,1.2750000000000001
0.4,0.060000000000000005,5,0.2556949488902482,0.18520169203641243,1.6500000000000001,5.676410640193311,1.5750000000000002
0.4,0.060000000000000005,6,0.2556949488902482,0.2273010451956036,2.0,11.845042334976856,1.925
0.4,0.060000000000000005,7,0.2556949488902482,0.26590270886558925,2.375,22.175154087077278,2.25
0.4,0.060000000000000005,8,0.2556949488902482,0.3019259427718499,2.725,38.38420040590674,2.575
0.4,0.060000000000000005,9,0.2556949488902482,0.3361985479677812,3.1,62.499401067406076,2.9250000000000003
0.4,0.060000000000000005,10,0.2556949488902482,0.3686958395322952,3.45,96.979401316175,3.2750000000000004
0.4,0.060000000000000005,11,0.2556949488902482,0.4000333540897506,3.825,144.65490894361187,3.625
0.4,0.060000000000000005,12,0.2556949488902482,0.4303324594776454,4.175,208.78277651405452,3.975
0.4,0.07,3,0.25778481638467043,0.08747235341586984,0.9750000000000001,0.716690102044573,0.9500000000000001
0.4,0.07,4,0.25778481638467043,0.1376499449343054,1.3,2.2961220175733508,1.2750000000000001
0.4,0.07,5,0.25778481638467043,0.1837450640625852,1.6500000000000001,5.630196120626002,1.5750000000000002
0.4,0.07,6,0.25778481638467043,0.22584336494374813,2.0,11.76322352660707,1.925
0.4,0.07,7,0.25778481638467043,0.2644338826349001,2.375,22.045805873652228,2.25
0.4,0.07,8,0.25778481638467043,0.30044648635510873,2.725,38.1899150579708,2.575
0.4,0.07,9,0.25778481638467043,0.3347064016258157,3.1,62.211227332187356,2.9250000000000003
0.4,0.07,10,0.25778481638467043,0.3671946558448566,3.45,96.56814420853618,3.2750000000000004
0.4,0.07,11,0.25778481638467043,0.3985224511475931,3.825,144.08640278115837,3.625
0.4,0.07,12,0.25778481638467043,0.4288154852705507,4.175,208.01757580877634,3.975
0.4,0.08,3,0.2602170828526358,0.08579256006683386,0.9750000000000001,0.7027895684103475,0.9500000000000001
0.4,0.08,4,0.2602170828526358,0.13595381785989613,1.3,2.2657645808201523,1.2750000000000001
0.4,0.08,5,0.2602170828526358,0.18204911679932115,1.6500000000000001,5.5760519357098595,1.6
0.4,0.08,6,0.2602170828526358,0.22414597408915377,2.0,11.668159002408336,1.925
0.4,0.08,7,0.2602170828526358,0.26272322352192046,2.375,21.89548102098139,2.25
0.4,0.08,8,0.2602170828526358,0.2987232779470259,2.725,37.96407624570139,2.575
0.4,0.08,9,0.2602170828526358,0.3329682388593954,3.1,61.87614536139214,2.9250000000000003
0.4,0.08,10,0.2602170828526358,0.3654458752985138,3.45,96.08982507152952,3.2750000000000004
0.4,0.08,11,0.2602170828526358,0.3967622370669461,3.825,143.425063679995,3.625
0.4,0.08,12,0.2602170828526358,0.42704815171067456,4.175,207.12728563745446,3.975
0.4,0.09,3,0.26299938943379936,0.08387064394767872,0.9750000000000001,0.686959894152818,0.9500000000000001
0.4,0.09,4,0.26299938943379936,0.13401333255664355,1.3,2.231141271355818,1.2750000000000001
0.4,0.09,5,0.26299938943379936,0.18010854797407616,1.6500000000000001,5.511837796958103,1.6
0.4,0.09,6,0.26299938943379936,0.22220346595081747,2.0,11.55964811620936,1.925
0.4,0.09,7,0.26299938943379936,0.2607651457387225,2.375,21.723844634608398,2.25
0.4,0.09,8,0.26299938943379936,0.29675060577675527,2.725,37.70053072305937,2.6
0.4,0.09,9,0.26299938943379936,0.3309782119277298,3.1,61.49332493120536,2.9250000000000003
0.4,0.09,10,0.26299938943379936,0.3634435667012377,3.45,95.54320262893019,3.2750000000000004
0.4,0.09,11,0.26299938943379936,0.39474668670692126,3.825,142.66911404110255,3.625
0.4,0.09,12,0.26299938943379936,0.4250243836566742,4.175,206.10944704586944,3.975
0.4,0.1,3,0.2661391604048986,0.08170188547236654,0.9750000000000001,0.6691962114430943,0.9500000000000001
0.4,0.1,4,0.2661391604048986,0.13182372297745013,1.3,2.192214474513425,1.2750000000000001
0.4,0.1,5,0.2661391604048986,0.17791846864307714,1.6500000000000001,5.43960219271081,1.6
0.4,0.1,6,0.2661391604048986,0.22001083098418903,2.0,11.437534390807837,1.925
0.4,0.1,7,0.2661391604048986,0.25855443697076524,2.375,21.530627977392736,2.25
0.4,0.1,8,0.2661391604048986,0.2945231134584978,2.725,37.400649329094605,2.6
0.4,0.1,9,0.2661391604048986,0.328730811033255,3.1,61.06206627017307,2.9250000000000003
0.4,0.1,10,0.2661391604048986,0.3611821254616947,3.45,94.92721088636749,3.2750000000000004
0.4,0.1,11,0.2661391604048986,0.39247009063743427,3.825,141.8170064120512,3.625
0.4,0.1,12,0.2661391604048986,0.42273841495486797,4.175,204.96189746924418,3.975
0.4,0.11,3,0.26964278422709825,0.07928274305298194,0.9750000000000001,0.6495111265136003,0.9500000000000001
0.4,0.11,4,0.26964278422709825,0.12938137355943402,1.3,2.1489765814385615,1.2750000000000001
0.4,0.11,5,0.26964278422709825,0.1754751191801292,1.6500000000000001,5.359314677704572,1.6
0.4,0.11,6,0.26964278422709825,0.2175641740101774,2.0,11.301747760171995,1.925
0.4,0.11,7,0.26964278422709825,0.2560869792339975,2.375,21.315694922605733,2.25
0.4,0.11,8,0.26964278422709825,0.2920365222184557,2.725,37.06687123257162,2.6
0.4,0.11,9,0.26964278422709825,0.32622158915496746,3.1,60.581946737914826,2.9250000000000003
0.4,0.11,10,0.26964278422709825,0.3586569995686278,3.45,94.24116778088845,3.2750000000000004
0.4,0.11,11,0.26964278422709825,0.389927783541868,3.825,140.86771101862493,3.625
0.4,0.11,12,0.26964278422709825,0.42018551753965905,4.175,203.6831566009168,3.975
0.4,0.12000000000000001,3,0.27351446462437945,0.07661185813866071,0.9750000000000001,0.6279440977824758,0.9500000000000001
0.4,0.12000000000000001,4,0.27351446462437945,0.12668480949679214,1.3,2.1014682378396157,1.2750000000000001
0.4,0.12000000000000001,5,0.27351446462437945,0.17277686005127282,1.6500000000000001,5.271031229311236,1.6
0.4,0.12000000000000001,6,0.27351446462437945,0.2148617081958334,2.0,11.152361297853556,1.925
0.4,0.12000000000000001,7,0.27351446462437945,0.25336074978772616,2.375,21.079131463846558,2.25
0.4,0.12000000000000001,8,0.27351446462437945,0.2892886348734485,2.725,36.69926431823992,2.6
0.4,0.12000000000000001,9,0.27351446462437945,0.32344817079506505,3.1,60.05203088544088,2.95
0.4,0.12000000000000001,10,0.27351446462437945,0.35586570060317413,3.45,93.4850587467249,3.2750000000000004
0.4,0.12000000000000001,11,0.27351446462437945,0.3871171593212614,3.825,139.82110740441072,3.625
0.4,0.12000000000000001,12,0.27351446462437945,0.4173630178888265,4.175,202.2729529190118,3.975
0.4,0.13,3,0.27775467371068546,0.07369139072670211,0.9750000000000001,0.6045733432238323,0.9500000000000001
0.4,0.13,4,0.27775467371068546,0.12373601031954001,1.3,2.049801653004772,1.2750000000000001
0.4,0.13,5,0.27775467371068546,0.1698254884688944,1.6500000000000001,5.174937391275217,1.6
0.4,0.13,6,0.27775467371068546,0.21190507791536592,2.0,10.989664352543812,1.925
0.4,0.13,7,0.27775467371068546,0.25037715568692065,2.375,20.821361471707668,2.25
0.4,0.13,8,0.27775467371068546,0.28628067594848233,2.725,36.2984133025412,2.6
0.4,0.13,9,0.27775467371068546,0.3204115999172468,3.1,59.457619579972146,2.95
0.4,0.13,10,0.27775467371068546,0.35280915555077064,3.45,92.65990679799974,3.2750000000000004
0.4,0.13,11,0.27775467371068546,0.38403902928836525,3.825,138.67849670902848,3.625
0.4,0.13,12,0.27775467371068546,0.4142716575004066,4.175,200.7329136461164,3.975
0.4,0.14,3,0.2823581793784632,0.07052870079120664,0.9750000000000001,0.5795301139054467,0.9500000000000001
0.4,0.14,4,0.2823581793784632,0.12054205927823738,1.3,1.9941886717290718,1.2750000000000001
0.4,0.14,5,0.2823581793784632,0.16662789493219146,1.6500000000000001,5.071400552528393,1.6
0.4,0.14,6,0.2823581793784632,0.20870102571931123,2.0,10.814251562295917,1.925
0.4,0.14,7,0.2823581793784632,0.24714271876750013,2.375,20.54328807476593,2.25
0.4,0.14,8,0.2823581793784632,0.2830189856179594,2.725,35.86564126893127,2.6
0.4,0.14,9,0.2823581793784632,0.3171180456781132,3.1,58.81546816973551,2.95
0.4,0.14,10,0.2823581793784632,0.34949341853197946,3.45,91.75614742099964,3.3000000000000003
0.4,0.14,11,0.2823581793784632,0.38069934316935605,3.825,137.44323527729208,3.625
0.4,0.14,12,0.2823581793784632,0.41091731740056103,4.175,199.06156843943327,4.0
0.4,0.15000000000000002,3,0.2873117147733022,0.06713830766415772,0.9750000000000001,0.5530143643382146,0.9500000000000001
0.4,0.15000000000000002,4,0.2873117147733022,0.11711705687128156,1.3,1.9349716939100186,1.2750000000000001
0.4,0.15000000000000002,5,0.2873117147733022,0.16319798975505356,1.6500000000000001,4.9610279876529555,1.6
0.4,0.15000000000000002,6,0.2873117147733022,0.20526333467362545,2.0,10.627122244701297,1.925
0.4,0.15000000000000002,7,0.2873117147733022,0.24367104354038213,2.375,20.23583661685413,2.275
0.4,0.15000000000000002,8,0.2873117147733022,0.2795170006924842,2.725,35.40325972311106,2.6
0.4,0.15000000000000002,9,0.2873117147733022,0.313580799803053,3.1,58.128901732168835,2.95
0.4,0.15000000000000002,10,0.2873117147733022,0.3459316766928403,3.45,90.77558570533714,3.3000000000000003
0.4,0.15000000000000002,11,0.2873117147733022,0.3771112074797611,3.825,136.08952544108342,3.6500000000000004
0.4,0.15000000000000002,12,0.2873117147733022,0.40731304146177966,4.175,197.23558268132732,4.0
0.4,0.16,3,0.29259152812805617,0.06354391466091928,0.9750000000000001,0.5223606049446681,0.9750000000000001
0.4,0.16,4,0.29259152812805617,0.1134840815276988,1.3,1.872652960916265,1.2750000000000001
0.4,0.16,5,0.29259152812805617,0.15955868418537236,1.6500000000000001,4.844722537636619,1.6
0.4,0.16,6,0.29259152812805617,0.20161483124802654,2.0,10.429776615146192,1.925
0.4,0.16,7,0.29259152812805617,0.2399848531733654,2.375,19.910611812466776,2.275
0.4,0.16,8,0.29259152812805617,0.2757973079850296,2.725,34.91481477561487,2.6
0.4,0.16,9,0.29259152812805617,0.309822350727287,3.1,57.40307610690848,2.95
0.4,0.16,10,0.29259152812805617,0.3421463353474945,3.45,89.73831278699213,3.3000000000000003
0.4,0.16,11,0.29259152812805617,0.3732969860008176,3.825,134.6541904226909,3.6500000000000004
0.4,0.16,12,0.29259152812805617,0.40348114322663114,4.175,195.3022409670349,4.0
0.4,0.16999999999999998,3,0.29816128855852086,0.05978008986221474,0.9750000000000001,0.4898705520919417,0.9750000000000001
0.4,0.16999999999999998,4,0.29816128855852086,0.10967678393399055,1.3,1.807914553758269,1.2750000000000001
0.4,0.16999999999999998,5,0.29816128855852086,0.15574351316626406,1.6500000000000001,4.723721862184684,1.6
0.4,0.16999999999999998,6,0.29816128855852086,0.19778903497184086,2.0,10.224285113436066,1.925
0.4,0.16999999999999998,7,0.29816128855852086,0.23611767735848913,2.375,19.57155682175148,2.275
