Omega_over_gamma,Delta_over_gamma,low_rank_winner,low_rank_min,best_high_k,best_high_gap,higher_rank_margin,global_winner_among_1_to_Kmax
0.225,0.11533333333333333,1,0.1227148683612298,3,0.30101244117437675,0.17829757281314695,1
0.225,0.11766666666666666,1,0.12213263207171482,3,0.30147687431807074,0.17934424224635592,1
0.225,0.12,1,0.12154815161275251,3,0.301950609955005,0.1804024583422525,1
0.23,0.05,1,0.14685161833518484,3,0.29337449155074125,0.1465228732155564,1
0.23,0.052333333333333336,1,0.14639556118727237,3,0.29356957641211673,0.14717401522484436,1
0.23,0.05466666666666667,1,0.14592489741016862,3,0.2937735789108178,0.14784868150064917,1
0.23,0.057,1,0.14544026342620414,3,0.2939865012442076,0.14854623781800347,1
0.23,0.059333333333333335,1,0.14494229150259647,3,0.29420834556160674,0.14926605405901028,1
0.23,0.06166666666666667,1,0.14443160788519305,3,0.2944391139449976,0.15000750605980456,1
0.23,0.064,1,0.14390883111473157,3,0.2946788083887595,0.1507699772740279,1
0.23,0.06633333333333333,1,0.14337457052277108,3,0.29492743077838207,0.151552860255611,1
0.23,0.06866666666666667,1,0.14282942490254802,3,0.2951849828681655,0.1523555579656175,1
0.23,0.07100000000000001,1,0.14227398134841462,3,0.29545146625788193,0.1531774849094673,1
0.23,0.07333333333333333,1,0.1417088142562448,3,0.29572688236836564,0.15401806811212085,1
0.23,0.07566666666666666,1,0.14113448447622576,3,0.296011232416017,0.15487674793979125,1
0.23,0.078,1,0.14055153860874647,3,0.29630451738620234,0.15575297877745586,1
0.23,0.08033333333333334,1,0.13996050843363006,3,0.29660673800552884,0.15664622957189878,1
0.23,0.08266666666666667,1,0.1393619104627181,3,0.29691789471296814,0.15755598425025005,1
0.23,0.08499999999999999,1,0.1387562456057445,3,0.29723798762979875,0.15848174202405424,1
0.23,0.08733333333333333,1,0.13814399893952464,3,0.29756701652838335,0.1594230175888587,1
0.23,0.08966666666666667,1,0.13752563957070163,3,0.2979049807997075,0.16037934122900588,1
0.23,0.092,1,0.13690162058261807,3,0.2982518794197043,0.16135025883708626,1
0.23,0.09433333333333332,1,0.13627237905727674,3,0.2986077109143305,0.1623353318570538,1
