Omega_over_gamma,Delta_over_gamma,gap1_over_gamma,gap2_over_gamma,low_rank_min,low_rank_winner,best_high_k,best_high_gap,higher_rank_margin,global_winner_among_1_to_Kmax
0.20375000000000001,0.11124999999999999,0.09539127467170525,0.29175673036009614,0.09539127467170525,1,3,0.295723120288135,0.20033184561642978,1
0.20375000000000001,0.113,0.09512575595340728,0.29277437997376854,0.09512575595340728,1,3,0.296133282036097,0.20100752608268974,1
0.20375000000000001,0.11474999999999999,0.09485832217546886,0.29381618609778903,0.09485832217546886,1,3,0.29655002725739094,0.20169170508192208,1
0.20375000000000001,0.11649999999999999,0.09458903999928706,0.2948825279657431,0.09458903999928706,1,3,0.29697335776989003,0.20238431777060298,1
0.20375000000000001,0.11825,0.09431797523577015,0.29597377673199937,0.09431797523577015,1,3,0.2974032748353504,0.20308529959958024,1
0.20375000000000001,0.12,0.09404519282741097,0.29709029213142707,0.09404519282741097,1,3,0.29783977912517506,0.2037945862977641,1
0.20750000000000002,0.05,0.10810777861136159,0.26896395149475755,0.10810777861136159,1,3,0.286543928043063,0.1784361494317014,1
0.20750000000000002,0.051750000000000004,0.10793994131537579,0.26932558988985883,0.10793994131537579,1,3,0.2867207481012751,0.17878080678589933,1
0.20750000000000002,0.053500000000000006,0.10776722441653336,0.269700851772587,0.10776722441653336,1,3,0.28690370588343306,0.1791364814668997,1
0.20750000000000002,0.05525,0.1075897085114278,0.27008986396053014,0.1075897085114278,1,3,0.2870928065713286,0.17950309805990078,1
0.20750000000000002,0.057,0.10740747538876455,0.2704927585911008,0.10740747538876455,1,3,0.28728805544208313,0.17988058005331858,1
0.20750000000000002,0.058750000000000004,0.10722060792093505,0.2709096732230017,0.10722060792093505,1,3,0.2874894578598898,0.18026884993895473,1
0.20750000000000002,0.0605,0.10702918995689947,0.2713407509387126,0.10702918995689947,1,3,0.2876970192673805,0.18066782931048103,1
0.20750000000000002,0.06225,0.10683330621661963,0.2717861404474391,0.10683330621661963,1,3,0.28791074517660625,0.18107743895998663,1
0.20750000000000002,0.064,0.10663304218725222,0.27224599618791745,0.10663304218725222,1,3,0.2881306411596096,0.1814975989723574,1
0.20750000000000002,0.06575,0.10642848402130595,0.2727204784303223,0.10642848402130595,1,3,0.28835671283859876,0.18192822881729281,1
0.20750000000000002,0.0675,0.10621971843694467,0.27320975337644554,0.10621971843694467,1,3,0.2885889658756805,0.18236924743873584,1
0.20750000000000002,0.06925,0.10600683262060673,0.2737139932571408,0.10600683262060673,1,3,0.28882740596217354,0.18282057334156682,1
0.20750000000000002,0.07100000000000001,0.1057899141320886,0.27423337642593537,0.1057899141320886,1,3,0.2890720388074687,0.18328212467538008,1
0.20750000000000002,0.07275000000000001,0.10556905081222884,0.2747680874474821,0.10556905081222884,1,3,0.2893228701274155,0.18375381931518664,1
0.20750000000000002,0.0745,0.1053443306933178,0.2753183171793528,0.1053443306933178,1,3,0.28957990563227215,0.18423557493895434,1
0.20750000000000002,0.07625,0.10511584191232665,0.2758842628454873,0.10511584191232665,1,3,0.2898431510141177,0.18472730910179103,1
0.20750000000000002,0.078,0.10488367262705489,0.2764661280993024,0.10488367262705489,1,3,0.2901126119338222,0.18522893930676732,1
0.20750000000000002,0.07975,0.10464791093526202,0.27706412307424855,0.10464791093526202,1,3,0.2903882940074508,0.1857403830721888,1
0.20750000000000002,0.0815,0.10440864479685155,0.27767846441923905,0.10440864479685155,1,3,0.2906702027921829,0.18626155799533137,1
0.20750000000000002,0.08324999999999999,0.10416596195914771,0.27830937531606226,0.10416596195914771,1,3,0.29095834377166885,0.18679238181252114,1
0.20750000000000002,0.08499999999999999,0.1039199498853022,0.2789570854754622,0.1039199498853022,1,3,0.29125272234084293,0.18733277245554072,1
0.20750000000000002,0.08675,0.10367069568584827,0.27962183110814354,0.10367069568584827,1,3,0.29155334379016656,0.1878826481043183,1
0.20750000000000002,0.0885,0.10341828605341935,0.2803038548664589,0.10341828605341935,1,3,0.2918602132892835,0.18844192723586417,1
0.20750000000000002,0.09025,0.10316280720062412,0.28100340575197147,0.10316280720062412,1,3,0.29217333587009586,0.18901052866947174,1
0.20750000000000002,0.092,0.10290434480106941,0.2817207389834892,0.10290434480106941,1,3,0.2924927164092196,0.18958837160815017,1
0.20750000000000002,0.09375,0.10264298393350854,0.28245611581945873,0.10264298393350854,1,3,0.29281835960980296,0.19017537567629442,1
0.20750000000000002,0.0955,0.10237880902909458,0.28320980332787293,0.10237880902909458,1,3,0.2931502699827479,0.19077146095365333,1
0.20750000000000002,0.09725,0.10211190382168267,0.283982074095994,0.10211190382168267,1,3,0.2934884518272351,0.19137654800555243,1
0.20750000000000002,0.099,0.10184235130115668,0.2847732058712952,0.10184235130115668,1,3,0.2938329092106155,0.19199055790945882,1
0.20750000000000002,0.10075,0.10157023366971624,0.28558348112402426,0.10157023366971624,1,3,0.29418364594762,0.19261341227790374,1
0.20750000000000002,0.1025,0.10129563230106978,0.2864131865207011,0.10129563230106978,1,3,0.2945406655788598,0.19324503327779,1
0.20750000000000002,0.10425,0.10101862770247064,0.28726261229673367,0.10101862770247064,1,3,0.29490397134865265,0.193885343646182,1
0.20750000000000002,0.106,0.10073929947953086,0.2881320515150463,0.10073929947953086,1,3,0.295273566182114,0.19453426670258311,1
0.20750000000000002,0.10775,0.10045772630373762,0.28902179919637155,0.10045772630373762,1,3,0.29564945266152803,0.19519172635779042,1
0.20750000000000002,0.1095,0.10017398588259924,0.28993215130543815,0.10017398588259924,1,3,0.2960316330019866,0.19585764711938736,1
0.20750000000000002,0.11124999999999999,0.09988815493233966,0.29086340357594187,0.09988815493233966,1,3,0.2964201090262704,0.19653195409393076,1
0.20750000000000002,0.113,0.0996003091530692,0.29181585015576517,0.0996003091530692,1,3,0.29681488213899193,0.19721457298592274,1
0.20750000000000002,0.11474999999999999,0.09931052320633435,0.2927897820525769,0.09931052320633435,1,3,0.29721595329994815,0.1979054300936138,1
0.20750000000000002,0.11649999999999999,0.09901887069497733,0.29378548535865523,0.09901887069497733,1,3,0.29762332299672717,0.19860445230174983,1
0.20750000000000002,0.11825,0.0987254241452121,0.2948032392327311,0.0987254241452121,1,3,0.2980369912165209,0.1993115670713088,1
0.20750000000000002,0.12,0.09843025499083091,0.29584331361575195,0.09843025499083091,1,3,0.29845695741715667,0.20002670242632575,1
0.21125,0.05,0.11358766947730672,0.26927827240500435,0.11358766947730672,1,3,0.2876329674030296,0.1740452979257229,1
0.21125,0.051750000000000004,0.1134020413183244,0.26962579241462503,0.1134020413183244,1,3,0.2878037775811183,0.1744017362627939,1
0.21125,0.053500000000000006,0.1132110998936765,0.2699862875963659,0.1132110998936765,1,3,0.28798050817188675,0.17476940827821025,1
0.21125,0.05525,0.11301494072591953,0.27035986618144764,0.11301494072591953,1,3,0.2881631633205952,0.1751482225946757,1
0.21125,0.057,0.11281366058229403,0.27074664073735977,0.11281366058229403,1,3,0.28835174724013435,0.17553808665784032,1
0.21125,0.058750000000000004,0.11260735733870439,0.27114672822962216,0.11260735733870439,1,3,0.28854626420356727,0.17593890686486288,1
0.21125,0.0605,0.11239612984599348,0.27156025008284657,0.11239612984599348,1,3,0.28874671853634915,0.17635058869035566,1
0.21125,0.06225,0.11218007779879996,0.271987332240609,0.11218007779879996,1,3,0.288953114608212,0.17677303680941203,1
0.21125,0.064,0.111959301607266,0.27242810522354277,0.111959301607266,1,3,0.2891654568246943,0.1772061552174283,1
0.21125,0.06575,0.11173390227183597,0.2728827041849826,0.11173390227183597,1,3,0.2893837496183212,0.17764984734648523,1
0.21125,0.0675,0.1115039812613696,0.2733512689634283,0.1115039812613696,1,3,0.2896079974394165,0.17810401617804691,1
0.21125,0.06925,0.11126964039475551,0.2738339441309357,0.11126964039475551,1,3,0.28983820474653854,0.17856856435178303,1
0.21125,0.07100000000000001,0.11103098172620224,0.2743308790365229,0.11103098172620224,1,3,0.29007437599654234,0.1790433942703401,1
0.21125,0.07275000000000001,0.11078810743434675,0.2748422278434538,0.11078810743434675,1,3,0.2903165156342356,0.17952840819988886,1
0.21125,0.0745,0.11054111971531211,0.2753681495592079,0.11054111971531211,1,3,0.2905646280816316,0.18002350836631947,1
0.21125,0.07625,0.11029012067981009,0.2759088080567284,0.11029012067981009,1,3,0.29081871772681095,0.18052859704700086,1
0.21125,0.078,0.11003521225437479,0.27646437208540714,0.11003521225437479,1,3,0.2910787889123265,0.18104357665795173,1
0.21125,0.07975,0.10977649608678225,0.2770350152700499,0.10977649608678225,1,3,0.2913448459231966,0.18156834983641434,1
0.21125,0.0815,0.10951407345570952,0.2776209160958628,0.10951407345570952,1,3,0.2916168929744526,0.18210281951874308,1
0.21125,0.08324999999999999,0.10924804518464229,0.2782222578772604,0.10924804518464229,1,3,0.291894934198228,0.1826468890135857,1
