Omega_over_gamma,Delta_star_over_gamma,g_at_star,gap1_star,gap2_star,Delta_k1_side,gap1_k1_side,gap2_k1_side,winner_k1_side,Delta_k2_side,gap1_k2_side,gap2_k2_side,winner_k2_side,eta
0.2647875,0.07690291181504727,-7.208122987378829e-13,0.2796202496290599,0.2796202496283391,0.07687291181504727,0.2795830547383436,0.27961458864681865,1,0.07693291181504727,0.27965751187625143,0.2796259128984922,2,3e-05
0.26478999999999997,0.07690453104674813,7.029377080414179e-13,0.2796208232964682,0.27962082329717114,0.07687453104674813,0.2795836288525467,0.2796151623046088,1,0.07693453104674813,0.27965808509238094,0.2796264865783199,2,3e-05
0.2647925,0.07690615030229092,8.707479182135103e-13,0.2796213969716739,0.2796213969725446,0.07687615030229092,0.2795842029745418,0.2796157359689391,1,0.07693615030229092,0.27965865831631515,0.279627060264688,2,3e-05
0.264795,0.07690776958167553,-2.1899149160731213e-13,0.27962197065467753,0.27962197065445854,0.07687776958167553,0.2795847771043267,0.27961630963980993,1,0.07693776958167553,0.27965923154805505,0.2796276339575962,2,3e-05
0.26479749999999996,0.07690938888192177,5.693223670277803e-13,0.27962254434178024,0.27962254434234957,0.07687938888192176,0.2795853512382111,0.27961688331665846,1,0.07693938888192177,0.27965980478389524,0.27962820765648333,2,3e-05
0.2648,0.07691100820600985,1.0286216323152075e-13,0.2796231180366791,0.27962311803678197,0.07688100820600985,0.27958592537988536,0.27961745700004675,1,0.07694100820600985,0.2796603780275388,0.2796287813619111,2,3e-05
0.2648025,0.07691262755244971,-5.412337245047638e-14,0.27962369173752694,0.2796236917374728,0.0768826275524497,0.2795864995275032,0.2796180306896941,1,0.07694262755244971,0.2796609512771352,0.27962935507359765,2,3e-05
0.264805,0.0769142469212413,1.0158540675320182e-13,0.27962426544432134,0.2796242654444229,0.0768842469212413,0.27958707368106406,0.2796186043856004,1,0.0769442469212413,0.27966152453268217,0.27962992879154525,2,3e-05
0.2648075,0.07691586631238459,5.687672555154677e-13,0.2796248391570636,0.27962483915763237,0.07688586631238459,0.27958764784056916,0.2796191780877653,1,0.07694586631238459,0.27966209779418005,0.27963050251574983,2,3e-05
0.26481,0.07691748572736978,-2.2037927038809357e-13,0.27962541287760123,0.27962541287738085,0.07688748572736978,0.2795882220078619,0.27961975179647086,1,0.07694748572736979,0.27966267106348164,0.27963107624649713,2,3e-05
0.2648125,0.0769191051632166,8.726908085066043e-13,0.2796259866022362,0.2796259866031089,0.07688910516321659,0.27958879617925175,0.27962032551115357,1,0.0769491051632166,0.2796632443368819,0.2796316499832207,2,3e-05
0.26481499999999997,0.07692072462439538,-8.567591081032333e-13,0.2796265603365153,0.2796265603356585,0.07689072462439538,0.2795893703602759,0.27962089923265765,1,0.07695072462439538,0.2796638176199362,0.27963222372676794,2,3e-05
0.2648175,0.07692234410643577,-7.056577544517495e-13,0.27962713407489104,0.2796271340741854,0.07689234410643576,0.27958994454539565,0.27962147296014,1,0.07695234410643577,0.2796643909070885,0.2796327974762925,2,3e-05
0.26482,0.0769239636108279,-2.4108492979735274e-13,0.2796277078192125,0.2796277078189714,0.0768939636108279,0.2795905187364572,0.27962204669388024,1,0.0769539636108279,0.2796649642001908,0.27963337123207593,2,3e-05
0.2648225,0.0769255831375718,5.385136780944322e-13,0.2796282815694793,0.2796282815700178,0.0768955831375718,0.27959109293346035,0.2796226204338803,1,0.07695558313757181,0.2796655374992413,0.2796339449941193,2,3e-05
0.264825,0.07692720268815753,6.328271240363392e-14,0.2796288553275402,0.2796288553276035,0.07689720268815753,0.27959166713824934,0.2796231941804205,1,0.07695720268815753,0.27966611080609405,0.27963451876270284,2,3e-05
0.2648275,0.07692882226109504,-9.57012247226885e-14,0.2796294290915439,0.2796294290914482,0.07689882226109504,0.2795922413489811,0.27962376793321975,1,0.07695882226109504,0.279666684118895,0.27963509253754687,2,3e-05
0.26483,0.07693044185638426,5.767608612927688e-14,0.2796300028614943,0.279630002861552,0.07690044185638426,0.27959281556565085,0.2796243416922773,1,0.07696044185638426,0.27966725743764476,0.2796356663186493,2,3e-05
0.26483249999999997,0.07693206147402523,5.282996262678807e-13,0.2796305766373873,0.2796305766379156,0.07690206147402523,0.27959338978826315,0.27962491545759416,1,0.07696206147402523,0.27966783076234203,0.2796362401060107,2,3e-05
0.264835,0.0769336811155081,-2.537969834293108e-13,0.27963115042107284,0.27963115042081904,0.0769036811155081,0.27959396401866,0.2796254892294506,1,0.07696368111550811,0.27966840409483934,0.2796368138999137,2,3e-05
0.2648375,0.07693530077934266,-7.200351426206453e-13,0.2796317242107015,0.27963172420998145,0.07690530077934266,0.2795945382549958,0.2796260630075661,1,0.07696530077934266,0.27966897743328495,0.2796373877000761,2,3e-05
0.26483999999999996,0.07693692046403885,6.962763698936669e-13,0.2796322980044258,0.27963229800512207,0.07690692046403885,0.2795951124954262,0.27962663679165917,1,0.07696692046403886,0.27966955077582456,0.27963796150621606,2,3e-05
0.2648425,0.07693854017257692,8.623102232263591e-13,0.27963287180594076,0.2796328718068031,0.07690854017257692,0.27959568674364055,0.2796272105822929,1,0.07696854017257693,0.27967012412616404,0.27963853531889715,2,3e-05
0.264845,0.07694015990495681,-2.2237767183241886e-13,0.2796334456152473,0.2796334456150249,0.07691015990495681,0.2795962609996393,0.2796277843794668,1,0.07697015990495681,0.2796706974843008,0.27963910913811835,2,3e-05
0.2648475,0.07694177965819834,5.765388166878438e-13,0.27963401942864724,0.2796340194292238,0.07691177965819834,0.2795968352597309,0.27962835818261783,1,0.07697177965819835,0.2796712708465329,0.279639682963317,2,3e-05
0.26485,0.07694339943528175,1.2612133559741778e-13,0.27963459324983786,0.279634593249964,0.07691339943528175,0.27959740952760564,0.27962893199231026,1,0.07697339943528175,0.27967184421656355,0.2796402567950578,2,3e-05
0.2648525,0.07694501923471686,-6.938893903907228e-15,0.27963516707696945,0.2796351670769625,0.07691501923471686,0.2795979838014192,0.2796295058082603,1,0.07697501923471686,0.2796724175925388,0.2796408306330579,2,3e-05
0.264855,0.07694663905650376,1.7735812818386876e-13,0.2796357409100429,0.27963574091022025,0.07691663905650375,0.27959855808116957,0.2796300796304692,1,0.07697663905650376,0.2796729909744603,0.27964140447731617,2,3e-05
0.26485749999999997,0.07694825890064237,6.799560914316771e-13,0.27963631474905704,0.279636314749737,0.07691825890064237,0.2795991323668571,0.279630653458938,1,0.07697825890064237,0.2796735643623255,0.27964197832783433,2,3e-05
0.26486,0.07694987876862289,-6.605826996519681e-14,0.27963688859586033,0.2796368885957943,0.07691987876862288,0.2795997066603268,0.2796312272939455,1,0.07697987876862289,0.27967413775798877,0.279642552184893,2,3e-05
0.2648625,0.07695149865895509,-4.938827125045009e-13,0.2796374624486047,0.27963746244811083,0.07692149865895509,0.2796002809597317,0.27963180113521263,1,0.0769814986589551,0.2796747111595957,0.2796431260482113,2,3e-05
0.264865,0.07695311857163906,-6.002975894148221e-13,0.27963803630728723,0.27963803630668693,0.07692311857163905,0.27960085526507544,0.2796323749827385,1,0.07698311857163906,0.27967528456714735,0.27964369991778937,2,3e-05
0.2648675,0.07695473850667475,-3.9124259387790516e-13,0.27963861017191277,0.27963861017152153,0.07692473850667475,0.2796014295763538,0.27963294883652356,1,0.07698473850667475,0.27967585798064276,0.27964427379362655,2,3e-05
0.26487,0.07695635846406218,1.3999912340523224e-13,0.27963918404247545,0.27963918404261545,0.07692635846406218,0.27960200389356815,0.2796335226965673,1,0.07698635846406218,0.2796764314000809,0.279644847675722,2,3e-05
0.2648725,0.07695797844529154,-5.769829058976939e-13,0.27963975792082646,0.2796397579202495,0.07692797844529153,0.2796025782185629,0.2796340965631515,1,0.07698797844529154,0.27967700482731506,0.2796454215643594,2,3e-05
0.26487499999999997,0.07695959844887257,-9.739986595036498e-13,0.2796403318051168,0.2796403318041428,0.07692959844887257,0.2796031525494926,0.27963467043599405,1,0.07698959844887257,0.27967757826049183,0.2796459954592555,2,3e-05
0.2648775,0.07696121847331525,5.17808018685173e-13,0.27964090569349626,0.27964090569401406,0.07693121847331524,0.27960372688451257,0.2796352443148142,1,0.07699121847331525,0.2796781516977595,0.27964656936013,2,3e-05
0.26488,0.07696283852159977,7.637779297908764e-13,0.2796414795896622,0.27964147959042596,0.07693283852159977,0.2796043012273116,0.2796358182001752,1,0.07699283852159977,0.2796787251428213,0.27964714326754425,2,3e-05
0.2648825,0.07696445859372614,-2.3897550605056495e-13,0.27964205349361654,0.27964205349337756,0.07693445859372613,0.2796048755778895,0.27963639209207586,1,0.07699445859372614,0.27967929859567625,0.2796477171815008,2,3e-05
0.264885,0.07696607868671416,6.480371794737039e-13,0.27964262740165885,0.2796426274023069,0.07693607868671416,0.27960544993255654,0.27963696598995413,1,0.07699607868671417,0.27967987205262235,0.279648291101433,2,3e-05
0.2648875,0.07696769880354398,2.9098945475425353e-13,0.2796432013174866,0.2796432013177776,0.07693769880354398,0.2796060242950023,0.2796375398943725,1,0.07699769880354398,0.27968044551736126,0.2796488650279081,2,3e-05
0.26489,0.07696931894272566,2.544076060928546e-13,0.2796437752392518,0.27964377523950623,0.07693931894272565,0.2796065986633815,0.2796381138050498,1,0.07699931894272566,0.27968101898804143,0.27964943896064165,2,3e-05
0.2648925,0.076970939104259,5.421219029244639e-13,0.27964434916695274,0.27964434916749487,0.076940939104259,0.279607173037694,0.2796386877219858,1,0.07700093910425901,0.27968159246466134,0.2796500128996344,2,3e-05
0.264895,0.07697255928963423,-4.162226119319712e-13,0.2796449231024398,0.2796449231020236,0.07694255928963423,0.27960774741978306,0.27963926164546166,1,0.07700255928963423,0.2796821659490741,0.279650586845168,2,3e-05
